dataset;algoritmo;MV;recall;precision;version;correct_imp;similar_imp;wrong_imp
actorfilms_4000;Pipeline;11200;0.07401785714285715;0.2935552407932011;3;662;167;1995
actorfilms_4000;Pipeline;14000;0.03478571428571429;0.11179981634527089;3;280;207;3869
actorfilms_4000;Pipeline_noRev;280;0.21785714285714286;1.0;3;61;0;0
actorfilms_4000;Pipeline_noRev;560;0.15178571428571427;0.9659090909090909;3;84;1;3
actorfilms_4000;Pipeline_noRev;840;0.20952380952380953;0.9887640449438202;3;175;1;2
actorfilms_4000;Pipeline_noRev;1120;0.18214285714285713;0.9760765550239234;3;202;2;5
actorfilms_4000;Pipeline_noRev;1400;0.1657142857142857;0.9547325102880658;3;229;3;11
actorfilms_4000;Pipeline_noRev;2800;0.1475;0.9301801801801802;3;410;3;31
actorfilms_4000;Pipeline_noRev;5600;0.13982142857142857;0.8989667049368542;3;773;10;88
actorfilms_4000;Pipeline_noRev;8400;0.08714285714285715;0.5335276967930029;3;664;68;640
actorfilms_4000;Pipeline_noRev;11200;0.07714285714285714;0.26907505450015573;3;628;236;2347
actorfilms_4000;Pipeline_noRev;14000;0.039857142857142855;0.10743165190604544;3;289;269;4636
actorfilms_4000;Hybrid;280;0.21785714285714286;1.0;3;61;0;0
actorfilms_4000;Hybrid;560;0.15178571428571427;0.9659090909090909;3;84;1;3
actorfilms_4000;Hybrid;840;0.21071428571428572;0.9943820224719101;3;176;1;1
actorfilms_4000;Hybrid;1120;0.18214285714285713;0.9760765550239234;3;202;2;5
actorfilms_4000;Hybrid;1400;0.165;0.9506172839506173;3;229;2;12
actorfilms_4000;Hybrid;2800;0.14785714285714285;0.9324324324324325;3;411;3;30
actorfilms_4000;Hybrid;5600;0.1405357142857143;0.9035591274397244;3;775;12;84
actorfilms_4000;Hybrid;8400;0.09023809523809524;0.5524781341107872;3;689;69;614
actorfilms_4000;Hybrid;11200;0.07848214285714286;0.2737464964185612;3;655;224;2332
actorfilms_4000;Hybrid;14000;0.04064285714285714;0.10954948016942626;3;295;274;4625
actorfilms_4000;Pipeline;280;0.19285714285714287;1.0;4;54;0;0
actorfilms_4000;Pipeline;560;0.18035714285714285;0.9901960784313726;4;101;0;1
actorfilms_4000;Pipeline;840;0.1738095238095238;1.0;4;146;0;0
actorfilms_4000;Pipeline;1120;0.15714285714285714;0.9832402234636871;4;176;0;3
actorfilms_4000;Pipeline;1400;0.15857142857142856;0.9866666666666667;4;221;1;3
actorfilms_4000;Pipeline;2800;0.14464285714285716;0.9782608695652174;4;404;1;9
actorfilms_4000;Pipeline;5600;0.11910714285714286;0.8673602080624188;4;647;20;102
actorfilms_4000;Pipeline;8400;0.08773809523809524;0.6718322698268003;4;714;23;360
actorfilms_4000;Pipeline;11200;0.05419642857142857;0.22481481481481483;4;483;124;2093
actorfilms_4000;Pipeline;14000;0.04278571428571429;0.15808920559514383;4;349;250;3190
actorfilms_4000;Pipeline_noRev;280;0.19285714285714287;1.0;4;54;0;0
actorfilms_4000;Pipeline_noRev;560;0.18035714285714285;0.9805825242718447;4;101;0;2
actorfilms_4000;Pipeline_noRev;840;0.175;0.98;4;146;1;3
actorfilms_4000;Pipeline_noRev;1120;0.15803571428571428;0.9725274725274725;4;176;1;5
actorfilms_4000;Pipeline_noRev;1400;0.15857142857142856;0.9823008849557522;4;221;1;4
actorfilms_4000;Pipeline_noRev;2800;0.145;0.9712918660287081;4;404;2;12
actorfilms_4000;Pipeline_noRev;5600;0.11928571428571429;0.817625458996328;4;640;28;149
actorfilms_4000;Pipeline_noRev;8400;0.09178571428571429;0.5876524390243902;4;693;78;541
actorfilms_4000;Pipeline_noRev;11200;0.05375;0.21772151898734177;4;478;124;2163
actorfilms_4000;Pipeline_noRev;14000;0.048857142857142856;0.16270218839200762;4;346;338;3520
actorfilms_4000;Hybrid;280;0.19285714285714287;1.0;4;54;0;0
actorfilms_4000;Hybrid;560;0.18035714285714285;0.9805825242718447;4;101;0;2
actorfilms_4000;Hybrid;840;0.175;0.98;4;146;1;3
actorfilms_4000;Hybrid;1120;0.15803571428571428;0.9725274725274725;4;176;1;5
actorfilms_4000;Hybrid;1400;0.15857142857142856;0.9823008849557522;4;221;1;4
actorfilms_4000;Hybrid;2800;0.14464285714285716;0.9688995215311005;4;404;1;13
actorfilms_4000;Hybrid;5600;0.12053571428571429;0.8261933904528764;4;646;29;142
actorfilms_4000;Hybrid;8400;0.09285714285714286;0.5945121951219512;4;708;72;532
actorfilms_4000;Hybrid;11200;0.054464285714285715;0.2206148282097649;4;482;128;2155
actorfilms_4000;Hybrid;14000;0.0485;0.1615128449096099;4;355;324;3525
actorfilms_4000;Pipeline;280;0.16071428571428573;1.0;5;45;0;0
actorfilms_4000;Pipeline;560;0.18392857142857144;1.0;5;103;0;0
actorfilms_4000;Pipeline;840;0.17023809523809524;1.0;5;142;1;0
actorfilms_4000;Pipeline;1120;0.19017857142857142;0.9906976744186047;5;213;0;2
actorfilms_4000;Pipeline;1400;0.14285714285714285;0.9950248756218906;5;200;0;1
actorfilms_4000;Pipeline;2800;0.15214285714285714;0.9681818181818181;5;426;0;14
actorfilms_4000;Pipeline;5600;0.12803571428571428;0.9122137404580153;5;708;9;69
actorfilms_4000;Pipeline;8400;0.09452380952380952;0.6019711902956786;5;766;28;525
actorfilms_4000;Pipeline;11200;0.061785714285714284;0.3101748095024653;5;619;73;1539
actorfilms_4000;Pipeline;14000;0.04307142857142857;0.20517182715209256;5;393;210;2336
actorfilms_4000;Pipeline_noRev;280;0.16071428571428573;0.9782608695652174;5;45;0;1
actorfilms_4000;Pipeline_noRev;560;0.18392857142857144;1.0;5;103;0;0
actorfilms_4000;Pipeline_noRev;840;0.17023809523809524;1.0;5;142;1;0
actorfilms_4000;Pipeline_noRev;1120;0.19107142857142856;0.9683257918552036;5;213;1;7
actorfilms_4000;Pipeline_noRev;1400;0.1407142857142857;0.9704433497536946;5;197;0;6
actorfilms_4000;Pipeline_noRev;2800;0.15107142857142858;0.9484304932735426;5;423;0;23
actorfilms_4000;Pipeline_noRev;5600;0.13089285714285714;0.8464203233256351;5;707;26;133
actorfilms_4000;Pipeline_noRev;8400;0.09214285714285714;0.465423932651834;5;714;60;889
actorfilms_4000;Pipeline_noRev;11200;0.06892857142857142;0.241400875547217;5;535;237;2426
actorfilms_4000;Pipeline_noRev;14000;0.046357142857142854;0.19326980345443717;5;401;248;2709
actorfilms_4000;Hybrid;280;0.16071428571428573;0.9782608695652174;5;45;0;1
actorfilms_4000;Hybrid;560;0.18392857142857144;1.0;5;103;0;0
actorfilms_4000;Hybrid;840;0.17023809523809524;1.0;5;142;1;0
actorfilms_4000;Hybrid;1120;0.19107142857142856;0.9683257918552036;5;213;1;7
actorfilms_4000;Hybrid;1400;0.14214285714285715;0.9802955665024631;5;199;0;4
actorfilms_4000;Hybrid;2800;0.15178571428571427;0.952914798206278;5;425;0;21
actorfilms_4000;Hybrid;5600;0.13125;0.848729792147806;5;710;25;131
actorfilms_4000;Hybrid;8400;0.09428571428571429;0.476247745039086;5;733;59;871
actorfilms_4000;Hybrid;11200;0.07107142857142858;0.2489055659787367;5;562;234;2402
actorfilms_4000;Hybrid;14000;0.04707142857142857;0.19624776652769504;5;410;249;2699
