riga;nome attributo;valore da imputare;valore imputato
3394;team_name;Alma Pramac Racing;?
29;country;ES;IT
2741;points;25;?
3618;shortname;QAT;?
4025;rider;2615;2615
2974;country;ES;ES
3502;team_name;Red Bull KTM Ajo;?
3554;team_name;Del Conca Gresini Moto3;?
1259;bike_name;Tech 3;?
3192;rider_name;Fenati Romano;Fenati Romano
721;number;26.0;1.0
4321;number;89.0;?
2755;year;2015;?
461;position;1;1
3876;team_name;Red Bull KTM Ajo;?
1683;bike_name;Yamaha;Yamaha
3068;position;3;2
3485;country;GB;GB
892;position;2;?
1773;shortname;SPA;?
1756;bike_name;Suter;?
866;category;125cc;250cc
3692;year;2019;?
2915;year;2016;?
1557;country;ES;ES
3232;country;ES;ES
2456;position;1;2
3852;shortname;THA;?
1851;team_name;Blusens Avintia;?
3080;circuit_name;Losail;?
326;country;IT;IT
34;points;13;?
2989;rider_name;Marquez Marc;?
615;points;11;?
3668;year;2019;?
4257;year;2021;?
1202;rider;2206;2206
565;shortname;ITA;?
4372;rider_name;Marquez Marc;?
2445;rider_name;Kornfeil Jakub;Kornfeil Jakub
3831;year;2019;?
1049;number;38.0;38.0
