Norway;Norwegian Air Shuttle;2017;?;737 MAX;Jan;2012;Europe;?;6
China;Hebei Airlines Company LTD;2017;CF;?;Dec;2013;East Asia;5;5
China;?;1990;RR;747-200;Feb;1990;?;1;1
Australia;BDS Australia P-8;2018;CF;737-800A;Jan;2016;Oceania;?;1
USA;?;?;CF;737-400;Jun;1996;North America;3;?
Australia;Australian Airlines Limited;1967;?;DC-9;Apr;1965;Oceania;2;2
China;ICBC Leasing;2017;?;737-800;May;2013;East Asia;6;?
China;China Eastern Yunnan Airlines;?;CF;737-300;?;1985;East Asia;1;?
Ethiopia;Ethiopian Airlines Group;1987;PW;767-200ER;Jan;?;Africa;1;1
Indonesia;Indonesian Air Force-DUPLICATE;1983;PW;737-200;Apr;1981;Southeast Asia;2;2
Nigeria;Nigeria Airways;1973;PW;707/720;Jun;?;Africa;1;1
?;?;?;PW;707/720;Sep;1972;East Asia;5;5
Ireland;Avolon - Ireland;2018;CF;?;?;2012;Europe;1;?
USA;United States Navy;2017;CF;?;Jan;?;North America;6;6
?;Jet America Airlines;1981;PW;MD-80;Jan;1980;North America;1;?
China;Air China Cargo;2014;GE;777F;Mar;?;East Asia;4;4
China;China Xinjiang Airlines;1993;CF;?;?;1991;?;?;1
Argentina;Estado Nacional Argentino ENA;?;PW;707/720;Jun;1975;South America;?;1
?;Eastern Provincial Airways;1973;?;737-200;Jan;1973;North America;?;1
USA;?;1973;PW;?;Mar;1973;North America;1;1
Netherlands;Martinair Cargo;?;GE;DC-10;Feb;1972;Europe;1;1
USA;TWA;1970;PW;?;Jan;1969;North America;5;5
Sweden;Scandinavian Airlines;?;PW;DC-9;Jan;1966;Europe;?;10
Thailand;Nok Air;2016;CF;737-800;May;2014;Southeast Asia;3;3
Ireland;Avia Capital Leasing;?;?;?;Oct;2010;Europe;3;3
?;?;1961;PW;707/720;Jan;?;?;1;1
?;AOM French Airlines;1988;PW;MD-80;?;1986;Europe;1;1
Australia;?;?;?;737-300;Jan;1992;Oceania;1;1
Russian Federation;Aeroflot - Russian Airlines;2013;GE;?;Feb;2011;Europe;2;2
France;Union Aeromaritime Transport;1960;PW;?;Dec;1956;Europe;1;1
China;China Northern Airlines;1998;?;MD-90;Dec;1992;East Asia;3;?
Angola;?;1975;PW;737-200;?;1975;Africa;1;1
USA;Purdue Airlines;1969;PW;DC-9;Jun;1967;North America;1;1
?;Kuwait Airways;1972;?;707/720;Jun;1971;Middle East;2;2
Thailand;Thai Airways International;1997;GE;747-400;Mar;1992;Southeast Asia;2;2
USA;PACE Airlines;1982;?;737-200;Mar;1981;North America;8;8
USA;Atlas Air Inc.;2000;?;747-400F;Jun;1997;North America;1;1
Sudan;Sudan Airways;1974;PW;707/720;May;1973;Africa;2;2
Japan;?;?;CF;737-500;Jul;1999;East Asia;1;1
?;AIR ITALY S.p.A.;1987;PW;MD-80;Jan;1986;Europe;1;?
?;Air China;1998;PW;747-400M;Jan;?;?;1;?
Ireland;Ryanair;2003;CF;737-800;Jan;2002;Europe;?;9
USA;?;?;PW;MD-80;?;1989;?;4;?
USA;?;2013;GE;?;Feb;2011;North America;1;?
USA;United Airlines;1967;PW;727;Jan;1966;North America;9;9
Turkey;Sky Airlines;2009;CF;737-900ER;May;2006;?;2;2
USA;GATX Jet Partners Ltd.;2003;CF;737-800;May;?;North America;?;1
?;Syrianair;1976;?;727;Dec;1974;Middle East;3;3
?;?;1969;?;DC-9;Feb;1968;North America;9;?
United Arab Emirates;?;1999;GE;747-400;Nov;1999;Middle East;?;1
United Kingdom;British Caledonian Airways;1967;?;707/720;Jul;1967;Europe;1;1
Canada;Pacific Western Airlines;1975;PW;?;Jan;1975;North America;?;2
India;?;2010;CF;737-800;Apr;2007;South Asia;?;4
?;Singapore Airlines;1993;PW;747-400;?;1992;?;?;1
USA;?;1992;?;MD-11;Feb;1989;North America;1;1
Brazil;GOL Linhas Aereas;2006;CF;?;Jan;2005;South America;?;4
Australia;Ansett Worldwide Av. Equipment;1986;CF;?;Apr;?;Oceania;?;6
?;Lufthansa;1992;?;737-300;?;?;Europe;1;1
Germany;Lufthansa;?;?;707/720;Jan;?;?;2;?
Venezuela;?;?;PW;?;Jun;?;?;1;1
Chile;?;1982;PW;?;May;1980;South America;1;1
USA;UPS;?;GE;767-300F;?;1993;North America;10;10
?;U.S. Air Force;1983;PW;707/720;Jan;1982;North America;?;3
Australia;Australian Airlines Limited;1992;CF;737-400;Mar;1990;Oceania;2;2
?;United Airlines;2001;?;757-300;Jan;2001;North America;2;?
Turkey;?;2017;CF;737-800;Feb;2014;Europe;6;6
USA;?;1989;RR;757-200;?;?;?;3;3
Ireland;AerCap;?;RR;787-9;Jun;2017;Europe;5;5
Bangladesh;Biman Bangladesh Airlines;2019;?;787-8;Apr;2008;South Asia;?;2
?;dba;1997;CF;737-300;?;1997;?;6;?
United Kingdom;Air Europe;1990;RR;757-200;Apr;1988;Europe;4;4
China;Juneyao Air Co. LTD.;2019;GE;?;Feb;2017;East Asia;2;?
?;China Northern Airlines;1997;RR;MD-90;Dec;1992;?;3;3
?;MarkAir;1985;PW;737-200;Sep;1984;North America;1;1
France;Continent Air Paris;1989;PW;?;?;1986;Europe;?;?
China;?;2019;GE;787-9;Nov;2017;East Asia;1;1
Belgium;Brussels Airlines SA/NV;1997;?;737-400;Apr;?;Europe;?;?
Saudi Arabia;Kingdom of Saudi Arabia;1993;PW;MD-11;?;1993;Middle East;2;2
USA;?;?;PW;767-2C;Jan;2017;North America;7;7
Madagascar;Air Madagascar;1979;?;747-200;Jun;?;Africa;1;?
USA;Texas Air Corporation;1974;PW;DC-9;Feb;1973;North America;1;1
Australia;Jetstar - Duplicated (See JSA);?;RR;?;Feb;2001;Oceania;?;1
United Arab Emirates;National Airlines;1967;PW;?;Feb;1966;Middle East;1;1
Canada;Eastern Provincial Airways;1970;PW;737-200;Jul;1970;North America;1;1
Poland;LOT Polish Airlines;1996;CF;737-400;Jul;?;Europe;1;1
?;Dominicana Airlines;1972;PW;727;May;?;Caribbean;1;?
Serbia;Air Serbia;1970;PW;?;Mar;1969;?;4;4
China;Xiamen Airlines;2018;CF;?;Mar;2016;East Asia;6;6
Mauritania;?;2017;?;?;Nov;2016;Africa;?;?
Tunisia;TunisAir;?;PW;727;Mar;1971;Africa;1;1
?;?;1980;PW;737-200;Aug;1979;North America;1;?
Turkey;Turkish Air Force Peace Eagle;2004;CF;?;Aug;2003;Europe;?;1
Saudi Arabia;Albaraka;1993;CF;?;Oct;1989;Middle East;1;?
Brazil;GOL Linhas Aereas;2007;CF;737-800;Mar;?;South America;6;?
Azerbaijan;Silk Way Airlines;2015;?;747-8F;Feb;2015;Central Asia;1;1
?;Ethiopian Airlines Group;1988;PW;737-200;Jan;?;Africa;?;1
Egypt;Government of Egypt;1976;PW;?;Jun;1975;?;?;1
?;ITOCHU AirLease B.V.;1993;?;?;Jul;1991;?;1;1
Thailand;Thai Airways International;2001;GE;?;Feb;2001;Southeast Asia;2;2
Saudi Arabia;Mid East Jet;?;?;777-200ER;Oct;1997;Middle East;1;1
Russian Federation;AirBridgeCargo Airlines;2016;GE;747-8F;Mar;?;Europe;2;2
USA;Hawaiian Airlines;2001;BR;717-200;Mar;?;North America;7;7
South Korea;?;?;PW;747-200;Feb;1978;East Asia;1;1
Switzerland;?;1987;PW;MD-80;Apr;1986;Europe;?;1
?;Business Jet / VIP Customer(s);1999;CF;BBJ;Jan;1996;North America;?;1
United Kingdom;easyJet;?;CF;737-700;Mar;2000;?;?;4
Brazil;Federative Republic of Brazil;1976;?;737-200;Aug;1975;South America;2;2
Serbia;?;1971;PW;DC-9;Mar;1969;Europe;?;1
USA;?;2000;CF;737-700;?;1998;North America;9;?
Luxembourg;Luxair;?;?;737-800;May;?;Europe;1;1
Italy;Italian Air Force Tanker;2003;GE;?;Apr;2002;Europe;1;1
USA;Texas Air Corporation;?;CF;737-300;Mar;1988;?;7;7
Azerbaijan;Silk Way Airlines;2017;GE;747-8F;Feb;2015;Central Asia;?;1
Brazil;Varig Airlines;1981;GE;747-200;Jan;1981;South America;3;3
USA;Tracinda Corp.;?;PW;DC-9;Apr;1968;North America;1;1
Senegal;Air Senegal International;2005;CF;737-700;May;2004;Africa;1;1
China;?;2002;PW;747-400F;Feb;2001;East Asia;2;2
USA;Seaboard World Airlines;1966;PW;?;Jan;1965;?;1;1
?;?;1988;CF;737-300;Jan;1986;North America;3;3
Canada;Pacific Western Airlines;1970;PW;737-200;Apr;?;?;?;1
USA;Pacific Southwest Airlines;1966;PW;727;?;1965;?;1;?
Romania;TAROM Romanian Air Transport;1993;CF;737-300;Sep;1992;Europe;2;?
?;Air New Zealand;1975;GE;DC-10;?;1974;Oceania;2;2
?;American Airlines;1976;PW;727;Jan;?;North America;?;8
Russian Federation;BLF Ltd.;2011;CF;?;Nov;2006;?;2;2
Germany;?;1971;PW;747-200;Apr;1970;Europe;1;1
Taiwan;UNI Airways;?;?;?;?;1998;Southeast Asia;4;4
Unidentified;Unidentified Customer(s);?;?;747-8;Feb;2021;?;1;1
Switzerland;?;1970;PW;DC-9;Jan;1969;Europe;?;1
Thailand;Nok Air;2017;CF;?;May;2014;?;1;1
Lebanon;?;1969;PW;707/720;Aug;1968;Middle East;2;?
China;?;?;RR;?;Dec;1992;East Asia;3;?
?;MarkAir;1982;PW;737-200;Dec;1982;North America;2;2
?;?;2010;CF;?;Mar;2007;Middle East;5;?
Trinidad and Tobago;BWIA;1977;PW;?;Jul;1976;Caribbean;2;2
?;Maersk Air;1980;PW;737-200;Feb;1980;Europe;3;?
USA;M&T Aviation USA Inc;1999;CF;737-800;Dec;1996;North America;2;2
?;?;2001;CF;737-700;Jun;1999;?;2;2
China;Shanghai Airlines;?;PW;767-300;May;1993;?;1;1
Chile;LATAM Airlines Group;2010;GE;?;?;2007;South America;1;?
?;World Airways Inc.;?;PW;?;Jan;?;North America;1;1
Denmark;?;?;PW;727;Feb;1977;?;1;1
?;?;?;PW;727;Jan;1968;?;11;11
South Korea;Korean Air;1975;GE;DC-10;Jan;1974;?;?;3
United Kingdom;Orion Airways;1982;PW;737-200;Mar;1981;Europe;?;1
China;Cathay Pacific Airways;1979;RR;747-200;?;?;East Asia;?;1
China;Zhongyuan Airlines;?;?;737-300;Oct;1997;?;2;2
Panama;Copa Airlines;2014;CF;?;Jan;2013;Central America and Mexico;2;?
?;?;1977;GE;DC-10;Jun;?;Europe;?;2
?;?;?;CF;737-300;Mar;?;?;?;1
United Kingdom;Rolls-Royce A/C Management;?;RR;?;Aug;?;?;4;4
Ireland;Irish Aerospace;1988;PW;MD-80;Jan;?;Europe;1;1
Germany;TUI Group;1992;CF;737-400;May;1992;?;1;1
South Korea;?;?;CF;737-400;Apr;1989;East Asia;1;1
?;UTA;1986;GE;747-300;Feb;?;?;1;?
South Africa;Comair Limited;2012;CF;737-800;Jun;2010;Africa;4;4
Australia;?;?;GE;777-300ER;Mar;2007;?;1;1
USA;Executive Jet Aviation;1967;?;707/720;Nov;?;?;2;2
Serbia;?;1988;PW;737-200;?;1987;Europe;1;1
?;USAF PAR Program;?;GE;747-8;Aug;2017;North America;2;?
?;Pacific Southwest Airlines;1969;PW;727;Feb;?;North America;1;1
?;?;?;?;767-200;Jul;1981;South America;?;3
Russian Federation;Sberbank Leasing;2015;CF;737-800;Mar;2013;?;2;2
Belgium;SABENA Aerospace;1967;PW;727;Feb;1966;Europe;4;4
Switzerland;Swiss International Air Lines;2016;GE;?;May;2013;?;?;6
South Korea;?;2017;GE;777F;Feb;2015;East Asia;1;1
USA;UPS;1997;GE;767-300F;?;1993;North America;7;7
USA;?;1979;GE;DC-10;Sep;1978;North America;1;?
China;?;2009;CF;737-800;Jan;2006;?;1;1
United Kingdom;buzz;?;CF;?;Jun;1987;Europe;1;1
France;AOM French Airlines;1989;?;MD-80;Oct;1986;Europe;1;?
?;Korean Air;?;GE;777F;Feb;2015;East Asia;4;4
Norway;SAS Norway;?;PW;737-200;Feb;1977;Europe;1;1
Japan;BDS Japan International Tanker;2021;PW;767-2C;Dec;2018;East Asia;1;1
United Kingdom;?;1967;PW;DC-9;Dec;1965;Europe;1;1
Slovenia;Adria Airways d.d.;1982;?;MD-80;Mar;?;?;?;1
Thailand;Thai Airways International;1996;GE;?;Mar;1992;?;1;1
United Arab Emirates;Etihad Airways;?;GE;777-300ER;Mar;2008;Middle East;4;4
Hong Kong;CDB Aviation;2017;CF;?;Mar;?;East Asia;12;12
?;AOF Leasing;1991;CF;737-400;Apr;?;Caribbean;1;1
Philippines;Philippine Airlines;?;PW;DC-8;Feb;1966;Southeast Asia;?;1
Germany;?;1986;RR;757-200;Jan;1986;?;1;1
Turkey;SunExpress Airlines;2021;CF;737 MAX;Feb;?;Europe;3;3
Algeria;Tassili Airlines;?;CF;737-800;Oct;2009;Africa;4;4
USA;ATA Airlines Inc.;2001;RR;757-300;Jun;2000;North America;5;5
Thailand;Royal Thai Air Force;1995;CF;737-400;Feb;1995;Southeast Asia;?;1
China;Cathay Pacific Airways;1992;RR;747-400;Feb;1990;East Asia;?;?
?;Linjeflyg;1992;CF;737-500;Aug;?;Europe;1;?
Mozambique;LAM;1971;PW;737-200;Mar;1971;?;1;1
Switzerland;Swissair;1968;PW;DC-9;Jan;?;Europe;5;5
Hong Kong;CDB Aviation;2018;CF;737-800;Mar;2014;East Asia;7;7
?;?;1995;CF;737-500;Dec;1992;East Asia;3;3
Ireland;DAE Aerospace Enterprise;1996;?;737-300;Jan;1996;Europe;1;1
France;UTA;1977;GE;DC-10;?;1976;?;?;1
China;?;2017;CF;737-800;Dec;?;?;4;4
?;?;2015;GE;777-300ER;Feb;2013;North America;5;5
Gabon;Air Gabon;1978;GE;747-200;Apr;1977;Africa;1;?
Netherlands;Transavia Airlines;1987;CF;737-300;Jan;1986;?;?;1
?;UPS;1995;GE;767-300F;?;?;?;5;5
Iraq;?;2015;CF;737-800;Apr;?;Middle East;?;?
Jordan;Royal Jordanian;?;GE;747-200;Apr;1977;Middle East;2;2
USA;Trans Carib Air;1968;?;727;?;1968;North America;1;1
United Kingdom;Thomas Cook Airlines;2001;RR;?;May;2000;Europe;2;2
Turkey;Onur Air;1997;PW;?;Oct;?;Europe;5;5
Brazil;GOL Linhas Aereas;2008;CF;737-800;Mar;2005;South America;3;3
USA;NEA Holdings Inc.;1968;PW;DC-9;May;1966;North America;3;3
Cte dIvoire;Air Afrique;1980;PW;747-200;Apr;1979;Africa;1;1
?;S7 Group;2011;CF;737-800;Nov;2006;Europe;2;2
?;Royal Thai Air Force;1983;PW;737-200;Dec;1983;?;1;1
Namibia;?;1999;GE;747-400M;Apr;1999;Africa;1;?
Romania;TAROM Romanian Air Transport;?;?;707/720;Mar;?;Europe;2;2
?;Irish Aerospace;1988;?;MD-80;Sep;1986;Europe;2;2
Kuwait;Kuwait Airways;1976;PW;737-200;Apr;1975;Middle East;1;1
Germany;Bavaria;1982;PW;737-200;Jan;?;?;2;2
Azerbaijan;Azerbaijan Airlines;2010;GE;767-300ER;Aug;2008;Central Asia;1;1
?;Japan Airlines Co. Ltd.;1974;PW;?;Jan;1973;?;8;8
Brazil;?;?;GE;777-300ER;?;2008;South America;2;2
?;DHL International;2012;GE;767-300F;Feb;2007;Europe;3;?
China;?;1994;CF;737-300;?;1993;East Asia;2;2
Fiji;Fiji Airways;1998;CF;737-700;Sep;?;Oceania;1;?
Afghanistan;Ariana Afghan Airlines;1968;PW;727;?;1968;?;?;1
USA;?;1968;GE;DC-8;Sep;1966;North America;?;2
Belgium;Sobelair;1979;?;737-200;?;?;Europe;2;2
United Kingdom;Air Europe;1980;PW;737-200;Mar;1980;Europe;2;2
Algeria;?;?;PW;727;Jan;1974;Africa;1;1
Nigeria;Nigeria Airways;1989;GE;DC-10;Apr;?;?;?;?
?;VIASA;1978;GE;DC-10;Jun;?;?;1;1
Chile;LADECO;1981;?;737-200;May;1980;South America;1;1
USA;Altavair LLC;2007;GE;747-400ERF;?;2005;North America;?;?
China;China Xinhua Airlines;?;CF;?;Oct;1991;East Asia;1;1
Australia;Ansett Australia;?;PW;727;Feb;1974;Oceania;1;?
Mozambique;?;1969;PW;737-200;Sep;1968;Africa;2;2
China;China Eastern Airlines;2013;CF;737-700;?;2008;East Asia;3;3
Italy;AIR ITALY S.p.A.;?;?;MD-80;Dec;1986;?;1;1
South Africa;?;1982;PW;737-200;Feb;1982;Africa;1;1
Russian Federation;?;2013;CF;737-800;Sep;2011;?;1;?
Lebanon;Middle East Airlines;?;PW;747-200;Jun;1974;Middle East;3;3
Taiwan;EVA Air;1996;?;747-400M;Apr;1996;Southeast Asia;1;1
USA;Business Jet / VIP Customer(s);1998;CF;BBJ;Jan;1996;North America;?;1
Argentina;?;1981;?;?;Feb;1980;South America;2;?
?;CSA;?;CF;737-400;?;?;?;?;1
Singapore;BOC Aviation Limited;2016;CF;737-800;Feb;2015;?;3;3
?;America West Airlines;1987;CF;737-300;Jan;1986;North America;5;5
Ireland;Aer Lingus;1971;PW;747-100;Jan;?;?;1;?
Germany;?;1985;PW;737-200;Mar;1985;Europe;2;2
?;Royal Moroccan Air Force;1982;PW;707/720;Mar;?;Africa;1;1
China;Air China;?;PW;747-400M;Jan;1997;East Asia;1;1
China;Shenzhen Airlines;2018;CF;737-800;Jun;?;East Asia;2;2
?;Japan ASDF Tanker;2005;GE;767-200ER;Jun;2003;East Asia;1;1
Taiwan;Far Eastern Air Transport;1998;PW;?;Nov;1997;Southeast Asia;2;2
Canada;?;1971;PW;707/720;Mar;1971;North America;1;1
Ireland;SMBC Aviation Capital;2012;CF;737-800;?;2008;Europe;5;5
USA;BDS U.S. Navy (P-8A Poseidon);2020;CF;737-800A;Jan;2019;?;4;4
China;Air China Southwest Branch;1991;CF;737-300;May;1990;East Asia;1;1
Turkmenistan;Turkmenhowayollary Agency;2010;GE;777-200LR;Jan;2008;Central Asia;1;1
Malaysia;CALC Aircraft Assets Limited;2020;GE;787-9;Nov;2019;Southeast Asia;?;1
Argentina;Aerolineas Argentinas;1981;?;747-200;Feb;1980;South America;?;1
Czech Republic;Smartwings a.s.;2018;CF;737 MAX;Aug;?;Europe;1;1
Switzerland;Swissair;?;PW;?;?;1968;Europe;1;1
Unidentified;Unidentified Customer(s);2015;GE;777F;Jan;2014;Unidentified;4;4
Canada;?;1973;PW;737-200;May;?;?;?;?
China;Donghai Airlines;2016;CF;737-800;Dec;2013;East Asia;?;3
Yemen;Yemenia;1979;?;727;Sep;1979;Middle East;1;1
Brunei Darussalam;Royal Brunei Airlines;1996;GE;767-300ER;Apr;?;?;?;?
USA;Jackson Square Aviation;2014;CF;737-800;Jan;?;North America;3;3
USA;CIT Aerospace LLC;2006;CF;737-800;Jan;2003;North America;?;0
Qatar;Qatar Airways;2014;GE;777-300ER;?;2011;Middle East;1;1
Philippines;?;2012;GE;777-300ER;?;2007;Southeast Asia;2;2
United Kingdom;?;1980;GE;?;?;1978;Europe;3;3
USA;ARAMCO Associated Company;2001;CF;737-700C;Dec;1999;North America;2;2
?;Lufthansa Cargo;1998;GE;MD-11;Feb;1997;Europe;5;5
Thailand;Royal Thai Air Force;1989;CF;?;Jul;1988;Southeast Asia;?;1
?;Timaero Ireland Limited;2018;CF;737 MAX;Jan;2014;Europe;2;2
Iraq;Iraqi Airways;?;PW;?;Jan;1975;Middle East;3;3
USA;PACE Airlines;1980;PW;?;Mar;?;North America;?;1
Austria;Austrian Airlines;2005;CF;?;Mar;2003;Europe;1;0
Algeria;Air Algerie;1975;PW;727;Jan;1974;Africa;1;1
?;Emirates;?;?;777-300ER;Apr;2010;Middle East;?;3
Australia;Ansett Worldwide Av. Equipment;1992;?;737-300;Mar;?;Oceania;1;1
China;?;2016;?;737-800;Jun;?;?;?;6
China;Okay Airways Company Limited;2018;CF;737-800;May;2014;East Asia;1;?
?;Hainan Airlines Holding;2015;GE;?;Jan;2007;East Asia;1;?
Japan;Mitsui & Co.;1992;?;?;Dec;1986;?;2;2
Singapore;BOC Aviation Limited;2018;CF;737-800;Feb;2017;?;2;2
USA;AirCal;1986;CF;737-300;Jun;1984;North America;3;?
Bolivia;?;1978;PW;727;?;1977;South America;2;2
USA;Delta Air Lines;1966;PW;DC-8;Jan;1965;North America;1;1
?;?;2001;RR;757-200;Mar;2000;East Asia;2;2
USA;KE Aircraft Leasing;1992;RR;?;Apr;1988;North America;?;?
Ukraine;Goiania;2013;CF;737-900ER;Dec;2010;Europe;2;?
Mexico;VivaAerobus;1991;CF;?;Sep;1989;Central America and Mexico;2;2
?;?;1968;PW;727;Jan;?;Europe;1;1
Zimbabwe;Air Zimbabwe;?;PW;767-200ER;?;1988;Africa;1;1
