?;?;WA;2021;?;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
King;?;?;2014;?;LEAF;Battery Electric Vehicle (BEV);?;?;46.0
King;?;?;?;CHEVROLET;?;?;Clean Alternative Fuel Vehicle Eligible;238;41.0
?;?;WA;?;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
?;Medina;WA;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;?;?
?;?;?;2020;?;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
?;?;WA;2016;?;?;?;Clean Alternative Fuel Vehicle Eligible;68;?
King;Renton;WA;2013;?;LEAF;Battery Electric Vehicle (BEV);?;?;11.0
?;Anacortes;WA;2016;?;?;?;Clean Alternative Fuel Vehicle Eligible;?;40.0
Grant;?;?;2022;?;?;?;?;?;?
Pierce;Lakewood;WA;2023;TESLA;MODEL Y;?;?;0;28.0
King;?;WA;2014;?;?;?;?;?;?
?;?;WA;?;?;?;?;?;?;43.0
Spokane;Spokane;WA;2023;TESLA;MODEL X;?;?;0;?
Thurston;?;?;2018;NISSAN;LEAF;Battery Electric Vehicle (BEV);?;?;?
?;Eatonville;?;?;?;MODEL 3;Battery Electric Vehicle (BEV);?;0;?
?;Winthrop;WA;?;?;MODEL Y;Battery Electric Vehicle (BEV);?;0;?
?;?;?;2022;?;?;Battery Electric Vehicle (BEV);?;0;39.0
Whatcom;Bellingham;?;2023;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;40.0
?;?;?;?;BMW;X5;?;?;?;1.0
?;?;?;?;TESLA;?;?;?;?;32.0
?;?;?;?;?;MODEL Y;?;?;?;?
?;?;WA;2021;?;MODEL Y;?;?;?;?
?;Port Townsend;?;?;FORD;C-MAX;?;?;19;?
?;?;WA;?;TESLA;MODEL Y;?;?;0;33.0
Island;Langley;?;2018;?;?;?;Clean Alternative Fuel Vehicle Eligible;?;?
?;Seattle;WA;2021;?;?;?;Eligibility unknown as battery range has not been researched;?;?
King;?;?;2020;TESLA;MODEL S;?;Clean Alternative Fuel Vehicle Eligible;330;?
King;Seattle;WA;2021;?;X5;?;?;?;46.0
Clark;Battle Ground;?;2017;TESLA;?;Battery Electric Vehicle (BEV);?;?;18.0
?;Kirkland;?;2022;TESLA;MODEL X;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;48.0
?;?;?;?;?;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;149;5.0
?;Tukwila;WA;?;?;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);?;?;11.0
?;Langley;?;?;?;?;?;?;330;10.0
?;?;WA;2023;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;1.0
?;?;?;?;BMW;I4;Battery Electric Vehicle (BEV);?;?;?
?;Redmond;?;?;VOLVO;XC40;?;?;0;48.0
?;?;WA;?;KIA;?;?;?;0;?
?;Bellevue;WA;?;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;30;?
King;?;WA;2012;?;VOLT;?;?;35;36.0
?;Point Roberts;WA;?;?;XC90;?;Not eligible due to low battery range;17;?
?;Bellevue;?;?;?;LEAF;Battery Electric Vehicle (BEV);?;84;?
?;Sammamish;WA;?;TESLA;MODEL Y;?;Eligibility unknown as battery range has not been researched;0;41.0
Pierce;?;WA;?;?;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;220;?
?;?;?;2019;VOLKSWAGEN;E-GOLF;?;Clean Alternative Fuel Vehicle Eligible;125;24.0
?;Camano Island;WA;?;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
?;Freeland;?;?;?;SOLTERRA;?;Eligibility unknown as battery range has not been researched;0;10.0
?;Lynnwood;?;2022;?;?;Battery Electric Vehicle (BEV);?;0;21.0
?;Seattle;?;2020;TESLA;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;?;?
King;Kent;?;?;KIA;NIRO;?;?;?;?
Snohomish;?;?;?;TESLA;MODEL Y;?;?;0;?
?;Pullman;?;2023;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
King;Sammamish;WA;?;?;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;41.0
Snohomish;Snohomish;?;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;?;?
?;Kirkland;?;2019;?;I-PACE;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;1.0
?;?;WA;?;KIA;EV6;?;?;?;?
?;Snohomish;WA;2022;VOLVO;XC40;?;?;0;?
?;?;?;?;KIA;?;?;?;?;?
Kitsap;Bremerton;WA;?;CHEVROLET;?;?;?;?;35.0
?;Gig Harbor;?;?;?;CLARITY;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;?
?;?;WA;2022;?;?;?;?;?;41.0
Whatcom;?;WA;2022;?;ID.4;?;?;?;?
?;?;?;?;?;?;?;Clean Alternative Fuel Vehicle Eligible;73;?
?;Kenmore;?;?;?;MODEL X;Battery Electric Vehicle (BEV);?;238;46.0
Clark;Battle Ground;?;?;CHEVROLET;?;Plug-in Hybrid Electric Vehicle (PHEV);?;53;18.0
?;Issaquah;?;2023;TESLA;?;Battery Electric Vehicle (BEV);?;0;?
Snohomish;?;WA;?;?;MODEL Y;?;Eligibility unknown as battery range has not been researched;0;1.0
King;Woodinville;?;2023;HYUNDAI;?;Battery Electric Vehicle (BEV);?;0;?
Snohomish;?;WA;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);?;220;?
King;Seattle;?;?;NISSAN;?;?;Clean Alternative Fuel Vehicle Eligible;84;?
Clark;?;WA;2015;?;?;Battery Electric Vehicle (BEV);?;?;49.0
King;Seattle;?;?;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);?;?;?
King;Seattle;?;?;?;LEAF;Battery Electric Vehicle (BEV);?;84;43.0
?;?;?;2020;NISSAN;LEAF;Battery Electric Vehicle (BEV);?;0;?
Thurston;Olympia;WA;?;?;?;?;Clean Alternative Fuel Vehicle Eligible;?;?
?;?;?;2022;?;MODEL Y;?;?;?;46.0
Kitsap;?;WA;?;?;?;Battery Electric Vehicle (BEV);?;0;?
King;Seatac;WA;?;TESLA;?;Battery Electric Vehicle (BEV);?;?;?
?;Lake Stevens;?;?;?;?;Battery Electric Vehicle (BEV);?;0;44.0
?;?;?;?;CHRYSLER;PACIFICA;?;?;32;?
?;?;WA;2023;?;?;Battery Electric Vehicle (BEV);?;0;?
?;?;WA;?;NISSAN;LEAF;Battery Electric Vehicle (BEV);?;?;?
King;?;WA;2018;?;MODEL 3;Battery Electric Vehicle (BEV);?;?;41.0
?;?;WA;?;?;LEAF;?;?;?;32.0
King;?;?;2013;?;FOCUS;Battery Electric Vehicle (BEV);?;?;?
?;?;WA;?;?;?;?;?;0;?
Snohomish;Edmonds;?;2013;FORD;?;Plug-in Hybrid Electric Vehicle (PHEV);?;?;?
Spokane;?;WA;2022;TESLA;?;?;?;?;4.0
?;Bonney Lake;WA;2019;?;MODEL 3;?;?;?;?
?;?;WA;2017;?;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;107;?
King;?;WA;?;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
King;?;?;?;?;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);?;?;43.0
?;?;WA;2022;?;?;?;Eligibility unknown as battery range has not been researched;?;?
?;?;?;2017;?;BOLT EV;Battery Electric Vehicle (BEV);?;238;22.0
?;?;?;2023;?;KONA ELECTRIC;?;Eligibility unknown as battery range has not been researched;?;?
?;Kirkland;WA;?;?;IONIQ 5;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;45.0
?;Redmond;WA;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);?;0;?
King;?;WA;?;?;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;1.0
?;?;?;2019;TESLA;?;Battery Electric Vehicle (BEV);?;220;?
King;?;WA;?;FORD;C-MAX;?;?;20;?
?;Sammamish;?;?;?;?;Battery Electric Vehicle (BEV);?;?;?
?;?;WA;2023;?;Q4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;36.0
King;Shoreline;?;?;?;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;83;32.0
?;?;WA;?;NISSAN;?;?;?;?;49.0
?;?;WA;2022;?;?;?;Eligibility unknown as battery range has not been researched;0;?
?;Puyallup;?;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
?;Redmond;?;2021;TESLA;?;Battery Electric Vehicle (BEV);?;0;45.0
King;Seattle;?;2019;?;I-PACE;?;?;?;?
King;Bellevue;?;2022;?;?;?;Eligibility unknown as battery range has not been researched;0;?
Snohomish;Lake Stevens;WA;2022;?;MUSTANG MACH-E;?;Eligibility unknown as battery range has not been researched;0;?
?;?;WA;2022;?;MODEL Y;Battery Electric Vehicle (BEV);?;?;?
?;Leavenworth;WA;2021;?;PRIUS PRIME;?;Not eligible due to low battery range;25;12.0
?;?;WA;?;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
?;?;WA;?;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;21.0
King;Seatac;?;2022;TESLA;MODEL 3;?;?;?;33.0
?;Bothell;WA;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;1.0
?;?;WA;?;?;?;?;Eligibility unknown as battery range has not been researched;?;?
King;Redmond;?;2023;?;?;Battery Electric Vehicle (BEV);?;?;?
King;Sammamish;WA;2023;?;?;?;?;?;45.0
King;Seattle;?;2021;?;?;?;Eligibility unknown as battery range has not been researched;0;?
King;Sammamish;?;2023;TESLA;MODEL 3;?;?;0;?
?;?;WA;?;HONDA;?;?;?;47;?
?;Redmond;?;2024;?;?;?;?;?;?
Benton;Kennewick;?;?;NISSAN;?;?;Eligibility unknown as battery range has not been researched;?;16.0
?;?;?;?;NISSAN;?;?;Clean Alternative Fuel Vehicle Eligible;73;34.0
?;?;?;2018;HONDA;?;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;17.0
?;Federal Way;?;2020;?;?;?;Clean Alternative Fuel Vehicle Eligible;291;30.0
King;Seattle;?;?;KIA;NIRO;?;Not eligible due to low battery range;?;36.0
?;?;?;2022;BMW;?;?;?;?;?
Island;Camano Island;WA;?;TESLA;MODEL Y;?;?;0;?
?;?;WA;2022;TESLA;MODEL 3;?;Eligibility unknown as battery range has not been researched;?;5.0
?;?;?;?;TESLA;MODEL Y;?;Eligibility unknown as battery range has not been researched;?;?
?;Bellevue;WA;2013;FORD;?;?;Not eligible due to low battery range;?;?
?;?;WA;?;?;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;48.0
?;Seatac;?;?;?;BOLT EUV;?;Eligibility unknown as battery range has not been researched;0;?
Lewis;?;?;2016;?;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;?
?;?;?;2023;?;AIR;?;Eligibility unknown as battery range has not been researched;?;43.0
?;Kent;WA;?;TESLA;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;?
?;?;WA;2016;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);?;?;31.0
?;?;WA;?;TESLA;MODEL 3;?;?;?;43.0
Clark;?;WA;?;TOYOTA;PRIUS PLUG-IN;?;Not eligible due to low battery range;6;?
?;?;WA;?;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
?;Everett;WA;2021;?;MODEL 3;?;?;?;44.0
King;?;?;?;?;MODEL Y;?;?;0;41.0
King;Redmond;?;?;TOYOTA;PRIUS PLUG-IN;Plug-in Hybrid Electric Vehicle (PHEV);?;?;?
?;?;WA;?;TESLA;MODEL Y;?;Eligibility unknown as battery range has not been researched;?;7.0
?;?;?;2021;?;MODEL 3;Battery Electric Vehicle (BEV);?;0;?
King;Kirkland;?;2021;?;MODEL Y;?;Eligibility unknown as battery range has not been researched;?;?
Thurston;Olympia;?;2018;?;MODEL X;?;Clean Alternative Fuel Vehicle Eligible;?;?
King;Renton;?;?;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;11.0
King;?;WA;2022;?;MODEL Y;?;Eligibility unknown as battery range has not been researched;0;?
Snohomish;?;WA;?;TESLA;MODEL Y;?;Clean Alternative Fuel Vehicle Eligible;?;?
Spokane;?;?;?;?;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;210;7.0
?;Seattle;?;?;?;MODEL X;Battery Electric Vehicle (BEV);?;238;?
Pierce;Puyallup;WA;2021;?;MODEL Y;?;?;0;25.0
?;Spokane;WA;2023;?;?;?;Eligibility unknown as battery range has not been researched;0;?
King;Snoqualmie;WA;2018;CHRYSLER;?;?;Clean Alternative Fuel Vehicle Eligible;33;5.0
King;Bellevue;?;2023;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
Benton;Kennewick;?;2018;TESLA;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;?;?
?;Vashon;?;2015;?;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
?;Lacey;WA;2023;KIA;EV6;Battery Electric Vehicle (BEV);?;0;22.0
King;?;WA;2022;?;MODEL Y;?;?;?;47.0
King;Sammamish;WA;?;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;45.0
?;?;?;2023;?;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
?;?;WA;2018;NISSAN;LEAF;Battery Electric Vehicle (BEV);?;?;40.0
King;Seattle;?;?;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
?;?;?;?;?;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;?;?
?;?;?;?;TESLA;?;?;Eligibility unknown as battery range has not been researched;0;46.0
King;?;WA;?;TESLA;?;?;Eligibility unknown as battery range has not been researched;?;?
?;Parkland;WA;2023;?;?;Battery Electric Vehicle (BEV);?;0;25.0
?;Seattle;?;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;0;?
Thurston;?;WA;?;TESLA;?;?;?;?;22.0
?;?;WA;?;TESLA;?;?;?;?;48.0
Pierce;?;WA;?;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);?;35;29.0
King;?;WA;2019;?;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;?
King;Clyde Hill;?;?;TESLA;?;?;?;?;48.0
?;?;WA;?;TESLA;?;?;?;?;23.0
?;Issaquah;?;2022;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
King;?;WA;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
Pierce;Bonney Lake;WA;2017;NISSAN;LEAF;?;Clean Alternative Fuel Vehicle Eligible;?;31.0
King;Kirkland;WA;?;?;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
?;Des Moines;?;?;?;PRIUS PRIME;?;Not eligible due to low battery range;?;?
Jefferson;?;?;2020;TESLA;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;266;24.0
?;?;WA;?;?;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;75;?
?;Sammamish;?;2021;VOLKSWAGEN;ID.4;?;?;0;?
?;Kenmore;WA;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;46.0
?;Gig Harbor;WA;2023;?;MODEL 3;?;?;0;?
King;Seattle;WA;2022;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
King;?;?;?;TESLA;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;215;?
King;?;WA;?;TESLA;?;?;Eligibility unknown as battery range has not been researched;?;5.0
Thurston;?;?;?;?;?;?;Eligibility unknown as battery range has not been researched;?;22.0
King;Seattle;?;?;TESLA;MODEL S;Battery Electric Vehicle (BEV);?;?;?
Pierce;Lakewood;?;?;?;?;?;?;249;28.0
Snohomish;?;WA;2016;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;39.0
King;Redmond;WA;?;NISSAN;?;?;Clean Alternative Fuel Vehicle Eligible;150;45.0
King;?;WA;?;?;?;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;11.0
Pierce;?;WA;2017;TOYOTA;?;?;Not eligible due to low battery range;?;29.0
?;?;WA;?;TESLA;?;Battery Electric Vehicle (BEV);?;0;32.0
?;?;WA;?;FORD;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
Pierce;?;?;?;?;ID.4;?;Eligibility unknown as battery range has not been researched;0;28.0
?;?;?;?;TESLA;?;?;?;?;47.0
?;Puyallup;WA;2023;?;?;?;?;21;25.0
King;?;WA;2022;BMW;?;Plug-in Hybrid Electric Vehicle (PHEV);?;30;?
?;Yakima;?;?;TESLA;MODEL Y;?;?;0;?
?;Seattle;?;?;FIAT;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;87;?
?;?;WA;?;?;MODEL 3;Battery Electric Vehicle (BEV);?;0;32.0
King;North Bend;WA;2022;?;?;?;?;?;?
Snohomish;Bothell;?;?;?;?;?;Eligibility unknown as battery range has not been researched;0;?
King;Kirkland;?;?;TESLA;MODEL X;Battery Electric Vehicle (BEV);?;?;?
?;?;WA;2023;TESLA;?;?;?;0;38.0
?;Lakewood;?;?;?;?;?;?;?;?
Clark;?;?;2023;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
Snohomish;Lynnwood;WA;?;?;?;Battery Electric Vehicle (BEV);?;151;32.0
King;?;WA;?;TESLA;MODEL Y;?;Eligibility unknown as battery range has not been researched;?;5.0
?;?;?;2022;FORD;TRANSIT;?;Eligibility unknown as battery range has not been researched;0;38.0
King;?;WA;?;TOYOTA;RAV4 PRIME;?;Clean Alternative Fuel Vehicle Eligible;?;?
King;?;WA;2019;BMW;?;?;Clean Alternative Fuel Vehicle Eligible;126;?
King;Kent;WA;?;?;?;Battery Electric Vehicle (BEV);?;?;?
Thurston;?;WA;?;?;?;?;?;?;35.0
King;?;WA;?;?;?;?;Eligibility unknown as battery range has not been researched;?;?
Kitsap;Poulsbo;WA;2021;AUDI;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;?;?
Lewis;?;WA;?;FIAT;500;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
King;?;?;2022;TESLA;?;?;?;?;48.0
?;Poulsbo;?;2016;?;?;?;?;?;23.0
?;South Prairie;WA;2021;?;X5;?;Clean Alternative Fuel Vehicle Eligible;30;31.0
King;Newcastle;WA;?;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;41.0
?;?;?;2020;TESLA;?;?;?;291;30.0
King;?;?;2018;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;151;?
?;Redmond;WA;?;?;?;Battery Electric Vehicle (BEV);?;?;48.0
?;?;WA;?;?;MODEL 3;?;?;266;?
King;Tukwila;?;?;TESLA;MODEL Y;?;Eligibility unknown as battery range has not been researched;0;?
?;Bellingham;WA;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);?;?;?
King;Auburn;?;?;PORSCHE;TAYCAN;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;31.0
King;Seattle;WA;2022;TOYOTA;RAV4 PRIME;?;?;?;37.0
?;Ferndale;?;2019;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;42.0
?;?;WA;2022;KIA;?;Battery Electric Vehicle (BEV);?;?;25.0
Snohomish;Edmonds;?;?;BMW;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;14;21.0
Snohomish;?;WA;?;HYUNDAI;?;Battery Electric Vehicle (BEV);?;0;?
King;?;WA;2020;TESLA;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;37.0
?;Issaquah;?;2023;TESLA;?;Battery Electric Vehicle (BEV);?;?;?
Thurston;?;?;?;TESLA;?;Battery Electric Vehicle (BEV);?;0;?
Pierce;Bonney Lake;?;2022;KIA;EV6;Battery Electric Vehicle (BEV);?;?;31.0
?;?;?;2022;TESLA;MODEL 3;?;Eligibility unknown as battery range has not been researched;0;?
?;?;WA;2015;TESLA;MODEL S;?;Clean Alternative Fuel Vehicle Eligible;?;36.0
Spokane;Veradale;?;?;JEEP;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;4.0
King;?;?;2022;NISSAN;?;Battery Electric Vehicle (BEV);?;?;45.0
King;Bellevue;?;?;BMW;330E;Plug-in Hybrid Electric Vehicle (PHEV);?;?;?
?;?;WA;?;KIA;?;?;Clean Alternative Fuel Vehicle Eligible;239;11.0
?;Tacoma;?;2023;TESLA;MODEL 3;?;?;0;?
?;?;WA;?;?;?;?;?;?;45.0
Cowlitz;Longview;?;?;?;?;?;Eligibility unknown as battery range has not been researched;0;19.0
?;Seattle;?;?;?;?;?;?;20;37.0
King;?;?;2023;TESLA;MODEL Y;?;?;?;?
?;?;?;2023;TESLA;?;Battery Electric Vehicle (BEV);?;?;?
?;Lake Stevens;WA;2022;?;MODEL S;?;?;0;?
?;Seattle;WA;2022;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;34.0
King;Issaquah;WA;2022;?;?;?;?;0;5.0
?;Lakebay;?;?;TOYOTA;?;?;?;42;?
?;?;WA;?;AUDI;Q5 E;?;?;20;46.0
Klickitat;?;WA;2013;?;?;?;Not eligible due to low battery range;19;14.0
?;?;?;?;?;MODEL Y;Battery Electric Vehicle (BEV);?;0;?
Grant;?;WA;?;TOYOTA;RAV4;?;?;?;13.0
King;?;WA;?;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);?;32;11.0
?;Bothell;?;?;?;MUSTANG MACH-E;?;?;0;21.0
?;Arlington;?;?;?;F-150;Battery Electric Vehicle (BEV);?;0;?
King;Sammamish;WA;?;RIVIAN;R1T;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;41.0
Pierce;Puyallup;WA;2022;TESLA;?;?;Eligibility unknown as battery range has not been researched;0;?
?;North Bend;?;2022;BMW;?;Plug-in Hybrid Electric Vehicle (PHEV);?;16;5.0
King;?;WA;?;RIVIAN;R1S;Battery Electric Vehicle (BEV);?;?;?
?;?;WA;?;NISSAN;LEAF;Battery Electric Vehicle (BEV);?;?;11.0
?;?;WA;2022;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
Thurston;Olympia;WA;?;?;?;?;?;?;?
?;?;?;?;JEEP;WRANGLER;?;?;?;?
?;Bothell;WA;2021;TESLA;?;?;Eligibility unknown as battery range has not been researched;?;1.0
?;?;?;?;?;ID.4;?;Eligibility unknown as battery range has not been researched;?;?
?;?;WA;?;NISSAN;?;?;?;?;?
King;Issaquah;WA;?;JEEP;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;?;41.0
Pierce;Puyallup;WA;2020;?;?;?;Clean Alternative Fuel Vehicle Eligible;?;25.0
King;Seattle;?;?;?;FUSION;?;Not eligible due to low battery range;?;46.0
King;?;?;?;?;?;Battery Electric Vehicle (BEV);?;?;41.0
?;?;?;?;TESLA;?;?;?;200;?
Kitsap;?;?;?;FORD;F-150;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;23.0
Chelan;?;WA;2023;?;TRANSIT;Battery Electric Vehicle (BEV);?;?;12.0
?;Bremerton;?;2021;TESLA;?;?;?;0;23.0
King;?;WA;2017;?;?;?;?;?;?
Mason;Grapeview;WA;2018;?;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;249;?
?;?;?;?;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;107;43.0
?;Renton;WA;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
?;Bellingham;?;?;?;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;?
Spokane;Spokane;WA;2021;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
Stevens;?;WA;?;MITSUBISHI;?;?;?;?;?
Snohomish;?;WA;?;TOYOTA;PRIUS PLUG-IN;?;?;6;?
?;Mill Creek;WA;2018;?;NIRO;?;?;26;44.0
?;Des Moines;WA;?;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;33.0
?;?;?;2021;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
Snohomish;?;WA;?;?;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
?;?;?;2021;TOYOTA;RAV4 PRIME;?;Clean Alternative Fuel Vehicle Eligible;42;36.0
Snohomish;?;?;2015;?;?;?;?;?;39.0
?;Snoqualmie;WA;2022;TESLA;?;Battery Electric Vehicle (BEV);?;?;?
King;Shoreline;WA;?;?;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;32.0
?;?;?;2017;TOYOTA;?;?;?;25;28.0
?;Snohomish;?;2018;TESLA;?;?;?;215;44.0
?;Newcastle;WA;?;?;?;Battery Electric Vehicle (BEV);?;?;?
?;?;WA;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
?;Mukilteo;?;?;?;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
King;?;?;?;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;34.0
?;?;?;2022;?;BOLT EV;?;Eligibility unknown as battery range has not been researched;?;29.0
King;?;?;?;?;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
King;Seattle;WA;2015;?;FOCUS;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
Kitsap;Bremerton;WA;2018;?;VOLT;?;?;53;35.0
?;?;?;?;FORD;?;?;Not eligible due to low battery range;?;30.0
King;?;?;?;BMW;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
King;Snoqualmie;WA;2022;?;MODEL Y;?;Eligibility unknown as battery range has not been researched;0;?
?;Shoreline;?;2017;?;?;?;Clean Alternative Fuel Vehicle Eligible;210;?
Spokane;?;WA;?;CHEVROLET;BOLT EUV;?;?;0;6.0
?;?;WA;2013;?;?;?;Clean Alternative Fuel Vehicle Eligible;?;44.0
King;Kirkland;WA;?;?;I-PACE;?;?;234;1.0
?;Seattle;?;2018;?;?;Battery Electric Vehicle (BEV);?;215;?
King;?;?;2017;CHEVROLET;?;Battery Electric Vehicle (BEV);?;238;?
