2015;?;first;mumbai;40.0;19.8;?;?;?
?;53000;?;pune;?;?;45000;?;Hunk
2006;?;first;jaipur;65.0;?;11900;?;Pulsar
?;9604;first;bangalore;35.0;25.0;?;?;Duke
?;19653;first;bangalore;?;25.0;118000;?;Duke
2019;7500;first;delhi;35.0;19.8;163000;Royal-Enfield;Classic
?;?;first;delhi;?;?;?;Royal-Enfield;?
2019;7000;first;rajkot;35.0;?;165000;Royal-Enfield;Classic
?;40000;first;bangalore;?;25.0;?;?;Duke
2019;12500;?;coimbatore;35.0;19.8;60000;Royal-Enfield;Classic
2016;?;?;?;50.0;?;70000;?;?
?;9200;first;mumbai;?;18.3;150000;?;YZF-R15
?;8067;?;bangalore;35.0;24.6;?;KTM;?
?;30000;first;delhi;?;?;31000;Bajaj;?
?;13972;first;?;40.0;19.8;105000;?;Bullet
2011;41000;first;mumbai;38.0;?;?;Bajaj;Pulsar
?;?;?;bangalore;42.0;?;?;?;?
2011;?;first;jaipur;65.0;15.0;22000;?;?
2020;48000;fourth;jaipur;?;11.64;?;Bajaj;Pulsar
?;10000;first;gurgaon;32.0;27.2;?;Royal-Enfield;Classic
2018;13000;?;gurgaon;35.0;19.8;?;Royal-Enfield;?
2006;58000;?;navi mumbai;75.0;9.0;15000;?;?
?;?;?;bangalore;40.0;19.0;36000;?;?
?;?;first;delhi;64.0;?;?;Bajaj;Pulsar
2019;21000;?;navi mumbai;?;?;?;Royal-Enfield;?
2008;?;first;?;30.0;?;?;?;?
2019;8586;?;ghaziabad;?;19.8;150000;?;Classic
2009;31000;first;?;65.0;15.0;16000;Bajaj;?
2016;18574;?;bangalore;?;19.8;131918;Royal-Enfield;Classic
?;9600;first;?;35.0;19.1;?;Royal-Enfield;Classic
?;?;?;?;40.0;14.6;82500;Suzuki;Gixxer
2007;?;?;delhi;37.0;19.8;?;?;Bullet
2017;13000;first;delhi;?;19.8;?;Royal-Enfield;?
2016;32000;first;hyderabad;95.0;7.4;40000;?;Sport
2018;6750;?;?;65.0;?;?;Hero;?
?;2500;?;kalyan;35.0;19.8;220000;?;Classic
2019;?;first;?;?;8.17;?;Hero;?
2003;?;first;?;83.0;?;?;?;HF
2018;7200;?;?;65.0;?;23500;Hero;?
?;45000;?;hyderabad;45.0;?;68000;Bajaj;?
2015;?;?;hyderabad;?;19.8;?;?;Classic
?;32000;?;bangalore;?;?;46400;Suzuki;Gixxer
2008;19000;?;?;?;19.8;?;Royal-Enfield;Bullet
2016;55000;first;mumbai;?;19.8;41250;?;?
2020;5500;first;?;58.0;12.2;?;Yamaha;FZS-FI
2018;?;?;?;35.0;19.8;60000;?;?
2011;15502;?;patna;42.0;16.0;?;?;?
?;?;first;?;?;?;?;KTM;RC
?;?;?;delhi;?;26.1;?;?;Standard
?;?;first;?;?;?;?;Bajaj;?
?;?;first;?;50.0;14.3;?;?;Avenger
?;2200;?;mumbai;?;19.8;?;?;Thunderbird
?;5300;?;delhi;?;8.2;68000;Hero;Splendor
?;7000;?;?;35.0;19.8;?;Royal-Enfield;Classic
2014;?;first;?;?;8.9;49000;?;Glamour
2017;95000;first;?;?;21.0;60000;Bajaj;?
2018;?;?;?;38.0;?;78000;Bajaj;Pulsar
2015;19000;first;?;40.0;19.8;?;?;Thunderbird
2018;?;first;delhi;39.4;18.1;?;Hero;?
?;8958;first;bangalore;35.0;24.8;109059;UM;?
?;6400;first;?;?;?;113000;UM;Renegade
?;?;second;delhi;?;24.8;?;UM;?
2018;4584;?;?;81.0;8.2;65000;Hero;Splendor
2016;13589;?;?;35.0;19.0;?;Bajaj;?
2014;43500;first;mumbai;40.0;?;?;Royal-Enfield;?
?;33100;first;mumbai;40.0;19.8;92500;Royal-Enfield;Thunderbird
2012;90000;?;chennai;5.0;8.2;21000;Hero;?
2018;9700;?;mumbai;32.0;27.2;?;Royal-Enfield;Classic
?;12884;?;?;35.0;?;120000;Royal-Enfield;Bullet
2015;12867;?;?;?;25.0;?;?;Duke
?;?;first;pune;25.0;27.2;?;Royal-Enfield;?
?;33000;?;?;?;19.0;?;Bajaj;?
2018;7500;?;ahmedabad;?;25.0;171800;?;?
?;20000;first;mumbai;35.0;?;85700;?;?
?;?;?;pune;25.0;42.9;?;?;Duke
?;?;?;chennai;?;19.8;?;?;?
2019;?;first;?;81.0;8.2;65000;Hero;Splendor
2012;?;?;?;?;27.2;?;Royal-Enfield;?
2016;18500;first;?;?;16.0;?;Yamaha;YZF-R15
2014;34877;first;jaipur;?;?;44000;Bajaj;Pulsar
2018;13925;?;ahmedabad;?;?;120000;UM;Renegade
2017;?;first;mumbai;40.0;19.8;126200;?;Thunderbird
?;?;first;delhi;57.0;11.8;?;Bajaj;V15
2016;?;second;jaipur;?;42.9;122100;?;?
2014;6000;first;?;40.0;?;?;?;Thunderbird
2004;22313;first;24 pargana;30.0;19.8;?;?;Bullet
2018;?;first;pune;?;25.1;117000;KTM;RC
2019;15500;?;?;35.0;19.0;?;?;Avenger
2017;?;first;bangalore;?;14.3;60000;Bajaj;?
?;?;first;vadodara;32.0;27.2;85000;?;?
2015;25600;first;?;?;27.2;?;Royal-Enfield;?
?;8300;?;jaipur;53.0;?;69500;Bajaj;Avenger
?;4973;first;delhi;?;?;?;?;?
2015;?;?;mumbai;?;14.0;48000;Suzuki;?
?;37580;first;pune;40.0;19.0;39000;Bajaj;?
2010;?;first;faridabad;42.0;?;50000;?;?
2005;?;first;faridabad;?;?;?;?;Bullet
2017;?;first;?;?;?;?;UM;Renegade
?;?;?;bangalore;?;19.8;75000;?;?
2016;26000;first;?;42.0;?;85000;?;YZF-R15
2021;4;?;delhi;55.0;?;74000;Hero;Splendor
2016;?;first;?;?;19.8;123250;?;Thunderbird
?;?;first;?;55.0;?;30000;?;?
2011;35000;?;delhi;29.0;26.15;37038;Honda;CBR
?;33034;second;?;35.0;19.0;39450;?;?
?;20000;first;bangalore;?;19.0;69400;Bajaj;?
2018;12000;?;24 pargana;?;12.9;?;Yamaha;FZS
2017;29000;first;delhi;43.0;20.3;?;Yamaha;?
?;1700;first;chennai;?;19.8;?;?;Classic
2014;76544;first;?;65.0;?;21100;?;?
2010;52000;first;?;65.0;12.92;?;Bajaj;Discover
?;21500;?;?;42.0;?;?;Yamaha;YZF-R15
2011;?;first;noida;5.0;?;19051;Hero;?
2019;2829;?;?;35.0;19.8;165000;Royal-Enfield;Classic
2018;?;first;?;35.0;?;?;Royal-Enfield;Classic
2010;?;?;chennai;45.0;13.0;?;?;FZs
2019;?;first;delhi;75.0;9.0;?;Hero;?
2016;?;?;indore;35.0;19.8;?;?;?
?;19456;?;bangalore;?;17.0;?;Bajaj;Pulsar
?;63000;first;bangalore;37.0;?;?;Royal-Enfield;?
?;5411;first;?;55.0;?;62000;Hero;Passion
2015;?;?;?;?;21.0;?;Bajaj;Pulsar
2012;?;?;hyderabad;?;?;?;?;Thunderbird
?;2200;first;delhi;?;?;225000;?;RC
2015;25000;first;?;40.0;19.8;?;?;Thunderbird
?;37000;first;?;?;?;80000;Bajaj;?
?;51000;first;mumbai;65.0;?;?;Bajaj;Pulsar
2009;26000;first;delhi;65.0;15.0;15000;Bajaj;Pulsar
2017;22000;?;?;65.0;17.0;59900;?;Pulsar
2014;8000;?;?;45.0;?;41400;Bajaj;?
2017;?;first;?;?;?;?;?;?
2018;28000;first;?;?;12.0;40000;Bajaj;V12
2020;2000;first;?;55.0;7.91;67000;Hero;?
?;?;?;?;43.0;20.3;?;Yamaha;?
?;12036;first;gurgaon;40.0;19.8;99902;?;?
?;24500;?;delhi;?;?;?;Suzuki;?
2016;4730;?;ghaziabad;?;?;96000;Royal-Enfield;?
2015;?;second;mumbai;29.0;?;75000;?;?
?;20000;?;ambala;60.0;14.0;23000;?;?
2011;28000;?;mumbai;65.0;15.0;24000;?;Pulsar
2017;20000;?;bangalore;25.0;27.2;?;Royal-Enfield;Thunderbird
2007;?;?;?;?;14.0;?;?;Hunk
2001;60000;first;bangalore;55.0;7.5;?;Hero;Passion
2017;?;second;noida;40.0;?;?;Royal-Enfield;?
?;28360;?;chennai;35.0;?;?;Royal-Enfield;Classic
?;10000;first;hyderabad;?;?;100000;Bajaj;?
?;25000;first;thane;?;19.0;70000;?;?
2017;?;?;mumbai;?;21.0;72000;Bajaj;?
?;?;?;ahmedabad;50.0;9.0;60000;Hero;Glamour
2013;?;?;delhi;35.0;19.8;?;Royal-Enfield;?
?;?;first;hyderabad;63.0;?;?;Suzuki;?
2006;?;first;?;?;8.9;5850;?;Glamour
?;?;second;?;35.0;19.8;130000;Royal-Enfield;?
2011;?;?;thane;?;26.15;50000;Honda;?
2018;7226;?;?;40.0;19.8;120000;?;?
2013;38000;second;?;65.0;15.0;31500;Bajaj;Pulsar
?;?;?;delhi;?;21.0;34600;Bajaj;?
2018;?;fourth;?;25.0;42.9;104000;KTM;Duke
2016;?;second;?;38.0;21.0;?;Bajaj;Pulsar
2018;?;first;?;52.0;12.9;76000;Yamaha;FZS
2008;?;?;mumbai;40.0;17.0;25000;?;Karizma
?;25300;first;bangalore;38.0;21.0;?;?;Pulsar
2020;3450;?;howrah;?;?;80000;?;Pulsar
?;?;first;?;?;?;?;Bajaj;?
2019;?;first;bangalore;?;?;130000;Yamaha;?
?;?;first;hyderabad;?;?;?;Bajaj;?
?;85000;third;?;38.0;21.0;46000;Bajaj;Pulsar
2016;?;first;delhi;?;?;160000;Royal-Enfield;Classic
2017;49000;?;?;?;21.0;?;Bajaj;Pulsar
2020;?;?;mumbai;?;11.64;?;?;?
2020;93000;first;mumbai;62.0;?;59700;Bajaj;?
?;?;first;gurgaon;55.0;8.0;?;Hero;Passion
?;5200;first;hyderabad;57.0;11.8;37500;Bajaj;V15
2008;54500;second;delhi;?;?;15500;?;?
2020;10000;first;?;?;7.91;70000;Hero;Splendor
2015;?;first;pune;45.0;13.0;55000;Yamaha;?
2021;?;third;mumbai;62.0;11.64;?;Bajaj;Pulsar
2015;29000;?;mumbai;?;?;47000;Bajaj;Pulsar
2018;13500;first;?;?;25.1;165000;KTM;?
?;?;first;mumbai;60.0;?;30000;Mahindra;Centuro
2016;15000;first;delhi;57.0;?;?;Bajaj;V15
2018;28000;?;?;?;33.0;?;?;Apache
2018;9590;first;delhi;45.0;15.3;82000;?;Avenger
2017;?;?;?;57.0;11.8;39000;Bajaj;V15
2018;16000;first;delhi;35.0;25.1;175000;KTM;RC
2018;18000;?;delhi;35.0;19.8;?;Royal-Enfield;?
?;28000;first;delhi;37.0;?;85000;Royal-Enfield;Bullet
2018;?;?;?;35.0;?;145000;?;Classic
2017;28000;?;jaipur;65.0;17.0;58700;Bajaj;Pulsar
?;?;?;delhi;?;13.8;28500;Hero;?
2018;?;?;?;52.0;?;70000;?;FZS
2013;50562;first;?;?;?;59999;Yamaha;YZF-R15
2014;15000;second;?;?;27.2;110000;?;Thunderbird
2017;23000;?;?;45.0;?;?;Bajaj;Avenger
?;?;?;?;35.0;?;?;?;?
?;23000;first;?;37.0;?;125000;Royal-Enfield;Bullet
2012;?;fourth;?;30.0;?;?;Hyosung;?
2015;89000;?;?;64.0;?;?;Bajaj;Pulsar
2018;84000;fourth;?;38.0;21.0;41000;?;Pulsar
2020;75000;?;jaipur;?;11.64;?;?;?
2020;89000;?;?;42.5;14.0;72000;KTM;?
2019;?;first;delhi;55.0;?;?;Hero;?
2012;?;?;?;40.0;19.8;65000;Royal-Enfield;Bullet
2020;16000;?;?;?;42.9;265000;?;?
2021;1000;?;?;22.0;?;260000;TVS;?
?;?;?;?;40.0;19.8;?;Royal-Enfield;Thunderbird
?;17960;first;delhi;40.0;19.8;90000;Royal-Enfield;Thunderbird
2015;14733;first;?;35.0;?;85000;Royal-Enfield;?
?;?;?;gurgaon;26.0;?;?;KTM;?
?;550000;second;nagpur;38.0;?;50000;Honda;?
?;23000;first;delhi;81.0;8.2;?;Hero;Splendor
2007;35000;?;?;65.0;15.0;?;Bajaj;Pulsar
2018;22800;?;?;42.0;16.0;?;Yamaha;?
2012;?;first;chennai;40.0;17.0;22000;Hero;?
?;?;first;?;?;8.2;?;Hero;?
?;47000;?;?;?;?;?;Bajaj;Avenger
2017;20000;first;bangalore;35.0;24.6;?;?;?
?;15000;first;delhi;?;?;34000;Hero;?
2016;25150;second;?;?;26.45;?;?;Mojo
2015;30000;first;?;42.0;?;65000;?;?
2013;11012;first;?;?;27.2;?;?;Classic
2016;25000;first;hyderabad;?;24.6;120000;?;?
?;10600;?;pune;32.0;27.2;130000;Royal-Enfield;Classic
?;12200;second;?;42.0;?;70000;Yamaha;YZF-R15
?;?;first;delhi;75.0;9.0;?;?;Super
?;?;first;delhi;?;?;90000;?;Classic
?;17600;second;delhi;?;?;95000;Royal-Enfield;Classic
2006;45000;?;ahmedabad;?;7.7;16939;Hero;?
2012;?;first;ahmedabad;81.0;8.2;?;?;Splendor
2012;16000;?;?;38.0;21.0;34700;Bajaj;Pulsar
2010;25000;?;bangalore;65.0;15.0;?;?;Pulsar
?;?;first;ludhiana;35.0;19.8;115500;Royal-Enfield;Classic
?;?;first;?;35.0;19.0;?;?;Avenger
2014;21100;?;?;?;13.0;45000;?;?
2019;?;first;mumbai;63.0;14.0;92000;Suzuki;Gixxer
2016;?;first;?;38.0;?;?;Bajaj;Pulsar
?;16500;?;?;?;24.6;?;KTM;?
2010;?;first;dehradun;38.0;21.0;40000;?;Pulsar
2011;19000;first;?;?;19.0;25000;?;Avenger
?;22363;first;bangalore;45.0;13.0;45000;Yamaha;FZs
2013;?;?;bangalore;?;?;?;Yamaha;?
2014;?;?;bangalore;38.0;?;48000;Bajaj;?
2016;13000;first;delhi;25.0;26.0;112300;Royal-Enfield;?
2017;2500;?;mumbai;?;?;129000;UM;Renegade
?;?;first;ludhiana;?;?;?;?;Duke
2011;?;first;vadodara;?;11.83;23000;Hero;CBZ
2019;?;?;delhi;26.0;42.3;?;?;?
2017;?;first;gurgaon;?;24.5;?;?;?
2016;21000;first;kalyan;?;19.8;86250;?;Classic
2019;?;first;?;81.0;8.2;50000;Hero;?
2016;13998;?;?;?;14.0;56969;Suzuki;Gixxer
2019;?;first;dehradun;?;8.2;65000;?;Splendor
?;30000;?;mumbai;35.0;?;78750;?;?
?;44000;second;pune;35.0;19.8;60000;Royal-Enfield;Thunderbird
2020;88000;?;jaipur;62.0;?;?;?;?
2019;?;first;?;75.0;?;?;Hero;?
?;?;first;?;?;?;150000;?;Gixxer
?;20000;first;?;35.0;25.0;89900;KTM;Duke
2009;61000;first;bangalore;?;11.83;25000;?;CBZ
?;18000;?;gurgaon;35.0;?;?;?;Classic
2006;47000;first;?;40.0;17.0;?;Hero;?
2015;?;?;bangalore;40.0;19.0;?;Bajaj;Avenger
2017;?;?;?;?;42.9;?;?;?
?;3649;?;delhi;?;?;?;?;Classic
2019;2000;?;?;35.0;?;175000;?;Classic
?;15000;first;?;?;24.6;89999;?;Duke
2019;?;?;ahmedabad;?;19.8;?;?;Classic
2016;?;first;?;?;16.8;35000;?;?
2015;?;second;bangalore;26.0;29.1;?;Royal-Enfield;Continental
2009;?;first;?;40.0;?;25000;Hero;?
2017;?;?;chennai;?;?;140000;Royal-Enfield;?
2019;18000;first;?;42.0;16.0;88000;?;YZF-R15
2019;3500;?;mumbai;?;19.8;?;Royal-Enfield;Classic
2020;?;?;faridabad;84.0;?;61400;Bajaj;?
2017;?;second;?;35.0;19.8;?;Royal-Enfield;Classic
2011;?;first;chennai;?;?;?;Yamaha;YZF-R15
2019;30000;?;mumbai;38.0;?;?;?;?
2014;?;first;ghaziabad;?;?;45000;?;Pulsar
?;310000;?;?;38.0;21.0;55000;Bajaj;?
2015;?;second;?;?;?;105000;?;?
?;?;first;jaipur;40.0;19.0;?;Bajaj;Avenger
?;9000;?;?;35.0;19.8;?;?;?
2017;10000;first;chandigarh;65.0;?;85000;Bajaj;?
2012;?;?;?;42.0;?;?;Yamaha;?
2006;60000;first;delhi;?;7.7;?;Hero;CD
2020;6000;first;?;40.0;14.6;132600;Suzuki;Gixxer
2018;24000;?;ahmedabad;40.0;?;80000;Suzuki;?
2019;?;?;mumbai;?;8.2;44000;Hero;?
?;71000;second;ghaziabad;35.0;19.8;70000;Royal-Enfield;Classic
2017;?;first;delhi;35.0;?;?;?;Classic
?;82200;first;?;42.0;?;59000;Yamaha;?
?;?;?;?;25.0;19.8;110000;Royal-Enfield;?
?;8000;first;?;62.0;?;74000;?;?
?;?;?;bangalore;?;19.8;160000;?;Thunderbird
?;20000;first;gurgaon;?;8.17;20000;?;?
2019;19000;first;delhi;?;8.2;60000;Hero;Splendor
2013;?;first;?;52.5;?;35000;?;Splendor
2014;26330;?;hyderabad;?;?;45400;Yamaha;?
?;13500;first;?;?;14.0;?;Suzuki;?
?;900;first;mumbai;35.0;19.1;233438;?;Classic
2017;13000;first;?;35.0;19.8;145000;Royal-Enfield;Classic
?;12000;first;?;55.0;8.17;50000;Hero;HF
?;14000;?;?;?;42.9;185000;?;?
?;?;first;?;?;42.9;245000;KTM;Duke
2017;?;?;?;40.0;19.0;66900;Bajaj;Avenger
2015;18000;?;?;45.0;13.0;30000;?;?
?;?;first;delhi;63.97;8.0;60000;TVS;?
?;67000;?;delhi;62.0;?;56600;?;Pulsar
?;?;?;?;55.0;11.0;39425;Hero;Ignitor
?;?;first;?;?;8.1;50000;Bajaj;CT
?;14800;first;?;?;?;?;KTM;?
2015;18000;?;delhi;45.0;?;?;Yamaha;?
2019;?;first;?;81.0;?;59000;?;Splendor
2019;?;first;chandigarh;?;?;150000;Yamaha;YZF-R15
?;?;first;?;?;?;190000;?;?
2021;1600;?;mumbai;26.0;?;296000;KTM;RC
2013;25000;third;rajkot;?;25.0;?;KTM;?
?;17415;second;?;35.0;?;138880;Royal-Enfield;?
2013;?;second;rajkot;38.0;18.28;62496;Honda;CBR
?;?;?;pune;40.0;19.8;155000;Royal-Enfield;?
2017;35000;first;bangalore;?;12.0;?;Bajaj;V12
?;?;first;jaipur;?;15.0;93000;Hero;?
2018;6000;first;hyderabad;32.0;?;?;?;Himalayan
2017;52000;first;?;45.0;?;62000;?;?
?;?;?;?;35.0;?;69512;?;Classic
2013;?;?;?;?;19.0;?;?;?
2016;?;?;?;?;42.3;128000;?;RC
2016;?;first;bangalore;?;?;120000;?;?
2018;2200;?;delhi;95.0;?;48000;?;?
2011;39000;first;vadodara;?;13.8;20500;Hero;CBZ
2013;?;first;vadodara;?;8.2;?;Hero;Passion
2021;3500;first;kolkata;?;33.0;250000;TVS;?
2017;20000;?;vadodara;5.0;?;?;?;?
?;?;first;vadodara;5.0;?;24500;Hero;Passion
2018;11690;first;hyderabad;53.0;19.0;70000;?;Avenger
?;3500;first;?;?;25.1;166000;KTM;RC
2016;16799;?;?;?;19.0;54998;?;Avenger
2014;?;first;bangalore;37.0;19.0;?;?;Electra
?;8500;first;mumbai;45.0;?;?;Bajaj;?
2013;21421;?;?;?;44.0;?;KTM;Duke
2016;11600;?;?;26.0;42.3;?;KTM;?
2018;11794;first;vadodara;?;19.8;144200;?;?
2015;24000;first;thane;40.0;?;112300;?;Thunderbird
?;?;first;nagpur;40.0;?;150000;?;Thunderbird
2013;21500;first;bangalore;35.0;19.8;95000;?;?
2013;11000;?;delhi;32.0;?;?;Royal-Enfield;Classic
?;?;?;delhi;35.0;?;?;Royal-Enfield;?
2015;?;first;bangalore;?;?;115000;?;Thunderbird
2017;?;first;thane;32.0;24.5;?;?;?
2004;32000;?;chennai;55.0;7.5;?;Hero;Passion
2018;?;first;?;38.0;21.0;88187;Bajaj;?
?;12000;?;?;40.0;19.8;120000;Royal-Enfield;Thunderbird
2017;12129;?;?;25.0;?;120000;Royal-Enfield;Electra
2017;?;first;delhi;43.0;20.3;?;?;FZ25
?;45000;first;?;40.0;?;?;Bajaj;?
?;24900;?;gurgaon;?;?;60000;?;Thunderbird
2017;?;first;mumbai;32.0;?;?;Royal-Enfield;Himalayan
2016;?;first;navi mumbai;25.0;26.0;126100;Royal-Enfield;?
?;40000;first;?;38.0;?;54000;Bajaj;Pulsar
2015;19000;second;?;40.0;?;47800;?;Avenger
?;30000;first;vadodara;55.0;9.0;?;Hero;Passion
2020;?;first;delhi;35.0;?;180000;Royal-Enfield;Classic
2019;?;?;noida;35.0;19.8;75000;?;?
2018;3500;first;bangalore;35.0;19.0;75000;?;?
?;?;?;hyderabad;?;?;?;Bajaj;?
?;?;second;bangalore;40.0;?;50000;Bajaj;?
2016;?;?;chennai;55.0;9.3;?;Hero;Splendor
2013;?;third;delhi;?;?;37200;Yamaha;YZF-R15
?;?;first;?;?;13.0;?;Yamaha;FZs
?;?;?;?;35.0;?;?;Royal-Enfield;?
2020;15000;first;?;40.0;18.3;130000;Yamaha;YZF-R15
2020;?;first;bangalore;35.0;?;?;Royal-Enfield;?
?;?;first;?;32.0;?;?;Royal-Enfield;Himalayan
?;21265;?;mumbai;40.0;19.8;80000;?;Thunderbird
2019;?;first;delhi;35.0;19.8;145600;Royal-Enfield;?
2010;2500;?;delhi;32.0;27.2;88000;Royal-Enfield;?
?;?;?;jaipur;40.0;?;65000;?;?
?;?;first;?;81.0;8.2;35000;?;Splendor
2013;45000;first;?;40.0;19.8;?;Royal-Enfield;Bullet
2018;18000;first;mumbai;25.0;42.9;207100;KTM;?
?;55333;first;?;38.0;?;?;Bajaj;?
2017;99000;?;mumbai;26.0;42.3;93000;?;?
2019;95000;?;bangalore;35.0;?;83000;KTM;RC
2015;?;fourth;?;?;43.0;76000;?;RC
?;43000;?;?;?;?;?;Hero;Passion
2017;14000;second;rajkot;35.0;19.8;134823;?;Classic
2014;11000;?;delhi;?;?;90000;?;Bullet
2015;30720;first;chennai;?;19.8;107000;?;Bullet
?;33500;second;bangalore;29.0;26.15;60000;Honda;CBR
?;19508;first;bangalore;65.0;12.32;?;?;?
?;35000;?;thane;?;?;?;?;?
2015;28000;?;?;60.0;8.5;?;?;?
2014;?;fourth;?;35.0;?;?;KTM;?
2016;22000;first;?;?;17.0;45000;Bajaj;?
2008;45000;?;mumbai;?;?;20000;?;FZs
2019;?;?;?;30.0;67.2;?;?;Z650
2016;35000;second;jaipur;?;21.0;59000;?;Pulsar
2019;14000;first;ghaziabad;?;?;?;Yamaha;?
2007;55051;?;delhi;?;12.32;?;Bajaj;Discover
2010;25000;first;?;?;8.2;?;Hero;Passion
2009;?;second;?;?;8.2;19000;?;Passion
2019;63000;fourth;jaipur;38.0;21.0;47200;?;Pulsar
?;?;first;bangalore;89.0;8.1;29500;Bajaj;?
2017;?;first;?;57.0;11.8;?;?;V15
2015;2500;?;mumbai;20.0;50.0;570625;Harley-Davidson;Iron
?;?;first;?;40.0;19.8;?;?;?
2017;?;?;?;?;24.8;?;UM;Renegade
2005;?;?;mumbai;?;?;?;Bajaj;Avenger
2018;15917;?;?;40.0;?;?;Royal-Enfield;?
2017;9776;first;?;?;?;?;UM;?
2017;?;?;bhubaneshwar;35.0;?;120000;UM;?
?;?;?;?;39.4;18.1;?;Hero;?
?;36948;first;delhi;?;12.92;14000;Bajaj;Discover
?;24520;first;?;?;27.2;121700;Royal-Enfield;Classic
?;4701;?;?;?;?;97750;UM;Renegade
2017;?;?;delhi;?;24.8;100000;UM;Renegade
?;51000;first;thane;?;?;135000;?;Classic
2018;?;?;mumbai;53.0;19.0;?;Bajaj;?
2017;14500;first;?;?;16.7;?;Yamaha;YZF-R15
2017;13000;first;?;40.0;19.8;115000;Royal-Enfield;Thunderbird
2014;?;first;?;40.0;?;?;?;Thunderbird
?;?;first;delhi;26.0;?;?;KTM;RC
2013;29461;second;delhi;38.0;?;?;Honda;CBR
2019;35000;first;bangalore;35.0;19.8;?;Royal-Enfield;?
?;?;?;ahmedabad;25.0;26.0;?;Royal-Enfield;?
2018;15000;first;delhi;40.0;14.6;?;?;?
2012;7000;first;mumbai;25.0;27.2;?;Royal-Enfield;?
2019;?;first;mumbai;?;19.8;?;?;Classic
?;?;first;meerut;45.0;?;44000;Yamaha;?
?;10000;first;mumbai;?;?;60000;?;?
?;?;?;jaipur;85.0;8.2;11000;TVS;?
?;27000;?;hyderabad;35.0;?;?;UM;Renegade
?;50000;first;?;?;16.0;57700;Yamaha;YZF-R15
?;14000;second;?;?;19.0;47000;?;?
2016;?;?;mumbai;?;?;125000;?;RC
2020;?;?;?;95.0;7.4;?;TVS;?
?;11820;first;bangalore;?;27.2;158000;Royal-Enfield;Classic
2019;?;?;bangalore;25.0;?;?;?;?
?;31000;first;pune;40.0;19.8;?;?;Thunderbird
?;39000;?;?;40.0;?;50000;?;Karizma
?;30045;first;surat;63.0;?;80000;?;Gixxer
?;22500;?;?;35.0;?;?;KTM;?
2015;?;?;mumbai;35.0;19.8;?;Royal-Enfield;?
2014;45000;first;ludhiana;42.0;?;55000;?;YZF-R15
?;?;?;delhi;84.0;?;42000;Hero;Passion
2017;16090;?;hyderabad;35.0;19.8;?;?;?
2011;27000;first;surat;65.0;?;?;?;?
2014;30665;second;delhi;?;19.8;?;Royal-Enfield;?
?;36000;?;bangalore;?;19.8;153000;Royal-Enfield;Classic
2017;21000;first;hyderabad;25.0;?;156600;Royal-Enfield;Thunderbird
2017;8000;?;?;?;24.6;?;KTM;Duke
2017;3600;first;?;35.0;19.8;?;Royal-Enfield;Classic
2008;?;first;delhi;30.0;?;?;Royal-Enfield;?
2018;?;first;pune;35.0;24.8;155800;?;?
2016;16500;first;chennai;40.0;19.8;105000;Royal-Enfield;Thunderbird
?;7000;first;?;?;?;?;?;?
2019;?;first;mumbai;84.0;8.2;63000;Hero;Passion
2018;?;?;mumbai;81.0;8.2;?;?;?
2019;?;?;?;20.0;54.2;600000;?;Street
2016;16000;?;jaipur;32.0;27.2;136400;?;?
?;22000;first;bangalore;50.0;14.3;?;Bajaj;?
2018;?;first;?;?;20.3;105000;Yamaha;?
2016;21000;first;delhi;35.0;19.8;?;Royal-Enfield;Classic
?;?;?;?;?;19.8;133400;Royal-Enfield;?
2017;27000;first;?;?;19.8;?;?;Classic
2016;2230;?;delhi;20.0;?;379999;Harley-Davidson;?
?;41000;first;hyderabad;?;19.8;?;?;?
?;?;first;delhi;40.0;?;97500;?;Thunderbird
2017;5000;?;?;35.0;?;141000;?;?
?;?;first;chandigarh;?;?;93500;Royal-Enfield;Thunderbird
2017;2500;?;jaipur;26.0;?;?;Royal-Enfield;?
?;35779;?;?;42.0;16.0;47000;Yamaha;YZF-R15
?;11037;first;jaipur;?;10.59;50000;?;?
?;?;first;faridabad;?;?;?;?;?
?;?;first;?;?;?;42000;?;Pulsar
?;37000;first;?;35.0;19.8;97100;Royal-Enfield;Classic
?;44000;first;pune;5.0;8.2;37000;Hero;Passion
?;?;?;?;25.0;70.0;534000;Harley-Davidson;Street
?;7000;first;bangalore;?;?;?;Royal-Enfield;Classic
2020;?;first;?;81.0;8.2;72000;Hero;?
2017;30000;first;pune;20.0;111.0;750000;?;Street
2019;?;first;?;?;?;?;?;?
2014;?;?;?;?;?;?;?;Street
?;?;?;delhi;25.0;29.9;121771;?;Ninja
2019;?;?;bhubaneshwar;5.0;8.2;28500;Hero;?
?;?;?;?;?;16.8;31694;?;?
2014;?;second;gurgaon;?;27.2;?;?;Classic
2019;14500;?;?;52.0;?;?;Yamaha;FZS
2019;?;?;?;?;19.8;140000;Royal-Enfield;?
?;15000;first;?;65.0;?;?;Bajaj;?
2020;?;first;delhi;55.0;7.91;?;?;Splendor
2015;?;first;?;40.0;?;115000;?;Thunderbird
?;45000;second;?;30.0;19.8;?;Royal-Enfield;Thunderbird
?;5000;?;jaipur;65.0;12.32;21700;?;?
2017;16000;first;faridabad;?;19.8;?;Royal-Enfield;?
2018;22000;?;delhi;?;8.2;47000;?;?
2016;?;first;ahmedabad;50.0;?;?;Bajaj;Avenger
