United Kingdom;?;1997;RR;757-200;May;1996;?;?;?
USA;?;?;PW;DC-8;Oct;1955;?;3;?
?;?;?;?;737-800;Sep;2006;?;2;?
?;?;?;?;?;Jan;1993;North America;10;10
?;?;?;?;?;?;?;North America;1;1
Indonesia;Lion Air;?;CF;?;?;?;Southeast Asia;16;?
Ireland;GPA Group;?;CF;?;Jan;?;Europe;2;?
Niger;?;?;PW;?;Jan;1977;Africa;1;?
Canada;?;?;PW;?;Nov;1968;North America;2;?
?;?;?;PW;?;?;1966;North America;3;?
?;?;?;PW;?;?;1976;Middle East;1;1
?;?;?;RR;?;?;1992;East Asia;?;?
?;BOC Aviation Limited;?;CF;?;Feb;?;Southeast Asia;?;?
Taiwan;?;?;RR;?;Oct;?;Southeast Asia;4;?
?;?;?;CF;?;May;2014;East Asia;1;?
USA;?;?;GE;747-400F;Jun;?;North America;?;?
?;?;2010;?;737-800;Jun;?;East Asia;2;2
?;NAS Aviation Services LLC;?;CF;?;Jan;?;North America;?;3
Czech Republic;CSA;?;CF;737-500;?;1992;?;5;5
Turkmenistan;?;?;GE;777-200LR;?;2008;?;1;1
India;Air India;1968;PW;707/720;Jan;1967;South Asia;1;1
?;TWA;?;?;707/720;?;1965;?;12;12
USA;Saturn Airways;?;?;DC-8;Feb;1966;?;1;1
?;Air China Southwest Branch;?;?;?;Apr;?;?;1;?
France;?;?;PW;?;Jun;?;?;2;?
United Kingdom;?;?;?;?;?;?;?;14;?
?;?;1969;?;?;?;1968;?;?;?
Netherlands;Air France-KLM Group;?;?;?;?;?;?;?;?
?;Transavia Airlines;?;?;?;Mar;?;?;?;?
?;?;1981;RR;?;?;?;?;?;?
?;?;?;PW;?;?;1981;Europe;?;?
?;?;2014;PW;767-300ER;?;?;Central Asia;1;?
?;SilkAir;2014;CF;737-800;Nov;2012;Southeast Asia;8;8
?;?;2022;GE;777F;Dec;2020;?;1;?
Tajikistan;?;?;CF;737-900ER;Feb;2010;?;2;?
Australia;?;?;CF;737-800;Jan;2004;Oceania;?;?
?;Air Canada;?;PW;747-100;?;1973;?;1;1
?;Aero Lloyd;?;PW;MD-80;?;?;Europe;?;1
?;Essex Wire Corp.;?;PW;?;?;?;North America;?;1
?;?;?;PW;?;Oct;?;?;?;1
?;Irish Aerospace;1988;PW;?;Jan;1988;?;?;1
?;LATAM Airlines Group;2009;?;?;Jan;2007;?;2;2
?;Pacific Northern;1962;?;707/720;?;?;?;2;2
?;Rolls-Royce A/C Management;1999;?;757-200;Aug;?;?;?;4
?;?;2017;CF;737 MAX;Nov;?;?;1;1
?;Everbright Financial Leasing;?;CF;?;Jul;?;East Asia;1;1
United Kingdom;Virgin Atlantic Airways;?;RR;?;Mar;?;Europe;?;7
USA;United States Navy;2002;CF;737-700C;Jan;?;North America;?;1
USA;?;?;PW;737-200;Jan;1979;North America;?;?
United Kingdom;?;?;CF;?;Jan;2018;?;?;?
?;?;?;CF;?;?;2018;Europe;?;?
Luxembourg;?;?;RR;?;?;2003;Europe;?;?
Italy;?;?;PW;?;?;1987;Europe;2;2
Italy;?;?;PW;DC-9;?;1969;Europe;1;?
Tanzania United Republic of;?;2018;RR;?;Dec;2016;Africa;1;?
?;?;2017;?;?;?;2016;?;?;?
?;?;1979;?;?;?;1979;?;?;?
?;?;1968;?;?;?;?;Europe;1;?
?;Albaraka;?;CF;?;?;1989;Middle East;1;?
?;PLUNA;?;PW;737-200;Dec;?;South America;1;1
?;SonAir;?;CF;737-700;?;?;Africa;1;1
?;?;?;CF;737-800;?;?;East Asia;1;?
Poland;LOT Polish Airlines;?;RR;787-8;?;?;Europe;1;1
USA;American Airlines;?;?;727;?;?;North America;?;6
Taiwan;Hwa-Hsia Leasing;?;?;MD-90;?;1996;?;?;3
?;Continent Air Paris;1988;?;MD-80;?;?;?;?;3
?;?;1985;?;737-200;?;1985;Africa;?;1
?;?;1987;?;737-300;?;?;?;?;1
Sweden;?;?;?;MD-80;Sep;?;?;?;1
Thailand;Royal Thai Air Force;1995;?;?;Feb;?;?;?;?
?;Fiji Airways;2021;CF;?;?;2017;?;3;?
Australia;?;1969;PW;?;Feb;1969;?;?;?
?;?;1975;PW;?;Jan;?;?;?;?
?;?;1969;?;DC-8;Jan;?;South America;1;?
Brazil;GOL Linhas Aereas;2006;?;?;Jan;?;?;?;4
Unidentified;Unidentified Customer(s);?;?;?;?;2014;?;?;4
Afghanistan;Ariana Afghan Airlines;?;?;?;?;1969;Central Asia;?;1
Indonesia;?;?;?;707/720;Dec;?;?;?;1
China;?;1991;?;MD-80;?;?;?;?;?
Spain;?;1974;?;DC-9;?;?;?;?;?
Germany;?;1971;PW;747-200;Apr;?;?;1;?
China;?;1986;?;737-300;Jan;?;?;1;1
USA;?;1999;?;BBJ;Jan;?;North America;1;?
Norway;?;2017;?;?;Jan;?;Europe;6;?
USA;TWA;1959;?;707/720;Jan;1957;North America;?;?
?;Air New Zealand;1975;?;DC-10;?;?;Oceania;?;?
?;Mandarin Airlines;1995;?;747-400;?;?;Southeast Asia;?;?
?;Midwest Airlines Inc.;2004;?;717-200;Apr;2002;North America;6;?
China;Shanghai Airlines;1994;?;767-300;?;1993;?;1;?
Chile;LADECO;1981;PW;737-200;?;1980;South America;1;?
USA;BDS U.S. Navy (P-8A Poseidon);2020;?;737-800A;?;?;North America;3;?
Sweden;KB Flygplanet;1988;?;MD-80;?;?;Europe;?;?
?;American Flyers Airlines;?;?;?;?;?;North America;?;?
?;?;?;CF;?;?;1999;North America;?;?
?;?;1992;?;?;?;1991;Europe;?;3
Brazil;?;1961;?;?;?;1955;South America;?;?
Denmark;Sterling Air A/S;?;?;757-200;?;1989;Europe;1;?
Germany;Suedflug;?;?;DC-9;Jan;1966;?;2;?
?;TAME;1981;PW;?;?;1981;?;1;1
?;Airlift International;1963;?;?;?;1963;?;1;?
?;BOC Aviation Limited;?;?;737-800;?;2015;?;?;3
Denmark;Maersk Air;?;?;737-200;?;1976;?;?;2
USA;World Airways Inc.;?;PW;707/720;?;1963;North America;?;?
USA;Aloha Airlines;?;?;737-200;?;1968;North America;?;3
Taiwan;EVA Air;?;?;?;?;1995;Southeast Asia;?;1
Ethiopia;?;?;?;737-200;?;1987;?;1;?
?;?;?;?;737-800;?;2013;?;3;?
?;?;2017;?;?;?;2014;North America;2;2
?;buzz;?;?;?;?;1992;Europe;1;1
?;MyTravel Airways;?;?;?;?;1993;?;2;2
?;Middle East Airlines;?;PW;747-200;?;1974;?;3;3
?;VASP Airlines;?;?;727;?;1980;?;?;4
?;Korean Air;?;?;747-200;Feb;1978;East Asia;1;1
Mexico;VivaAerobus;1991;?;?;?;1989;Central America and Mexico;2;2
USA;Universal Airlines;1968;GE;?;?;1966;North America;2;2
USA;?;1969;PW;?;?;1967;?;1;1
USA;?;1981;PW;?;?;1980;?;?;3
Mexico;?;?;?;?;?;?;Central America and Mexico;?;2
France;?;?;?;?;Sep;?;?;?;8
United Kingdom;?;1981;?;?;Feb;?;?;?;1
?;Security Pacific EuroFinance;1991;CF;?;Jun;?;?;?;1
?;?;1976;GE;?;Mar;?;?;?;1
USA;?;1996;CF;?;Jan;?;?;1;1
Namibia;Air Namibia;1999;?;?;Apr;1999;?;1;1
Kuwait;?;2010;CF;737-800;Mar;?;?;5;5
Nauru;?;1993;?;?;Jan;?;?;?;?
Italy;?;1989;?;MD-80;Jan;?;?;?;?
Italy;?;1987;?;MD-80;?;?;?;?;?
?;?;1967;PW;?;?;?;?;?;?
Saudi Arabia;Kingdom of Saudi Arabia;1987;CF;707/720;Jun;?;Middle East;7;7
Germany;TUI Group;1981;PW;737-200;Mar;?;Europe;4;4
Mongolia;MIAT Mongolian Airlines;2013;GE;?;May;?;Central Asia;1;1
Tunisia;TunisAir;1974;PW;?;Apr;?;Africa;1;1
Cyprus;Skyways Leasing;2017;CF;?;?;?;Europe;1;?
France;?;1972;PW;?;?;?;?;3;?
Netherlands;?;1975;?;?;Mar;1974;?;3;?
Japan;All Nippon Airways Co. Ltd.;1965;?;?;Jan;1964;East Asia;3;3
USA;Airlift International;?;?;DC-8;?;?;North America;1;?
Uzbekistan;Uzbekistan Airways;?;?;787-8;?;?;Central Asia;?;?
?;?;?;?;737-200;Oct;?;Middle East;1;?
?;Estado Nacional Argentino ENA;?;PW;707/720;?;?;South America;?;?
?;Libyan Airlines;1977;PW;727;?;?;?;?;?
USA;MarkAir;1985;PW;737-200;Sep;?;?;?;?
Japan;?;?;CF;737-500;Jul;?;?;?;?
France;?;?;PW;DC-8;Feb;?;Europe;?;?
Austria;Austrian Airlines;?;PW;DC-9;?;1977;Europe;?;?
?;?;1971;PW;737-200;?;1969;North America;?;1
?;?;1979;RR;747-200;?;?;East Asia;?;1
?;?;?;CF;?;?;?;Europe;?;2
China;9 Air;?;?;?;May;2014;?;4;4
?;Executive Jet Aviation;?;PW;?;?;1966;?;?;2
?;Air New Zealand;?;?;737-200;?;1978;?;?;1
China;Kunming Airlines;?;?;737-800;?;?;?;?;?
Ireland;?;1970;PW;747-100;?;?;?;?;?
Canada;Nordair;1968;?;737-200;?;?;?;?;?
USA;Flying Tiger;1969;?;?;?;1968;North America;?;3
?;?;?;?;737-700;?;?;East Asia;?;2
?;?;1992;?;?;Jan;1992;Oceania;?;1
?;?;2016;CF;?;?;2014;Europe;?;4
China;?;2016;CF;?;?;?;?;?;?
?;?;1968;PW;DC-8;Jan;?;?;4;?
?;?;2005;?;?;?;?;?;3;3
Senegal;?;1976;PW;?;?;?;?;1;1
?;?;2014;GE;?;Feb;?;?;?;?
?;?;2014;GE;?;Apr;?;?;?;2
?;?;2008;CF;?;Feb;?;Europe;?;2
USA;?;1967;PW;?;Feb;?;?;?;1
Japan;ANA Holdings Inc.;2018;?;?;Mar;?;?;?;1
Kuwait;LoadAir Cargo;2009;?;?;?;?;Middle East;?;?
?;Standard Chartered Aviation Fi;?;CF;?;Apr;2016;?;3;?
?;BDS UK P-8;?;CF;737-800A;Jan;2019;?;?;?
?;Braniff Airlines;1971;PW;?;Jan;?;?;?;?
Oman;?;?;?;?;Mar;?;Middle East;?;?
?;?;?;?;?;Jun;?;Africa;?;1
?;Indonesian Air Force-DUPLICATE;1983;?;?;Apr;?;Southeast Asia;?;2
Singapore;?;1969;?;737-100;May;?;Southeast Asia;5;5
Japan;Japan Transocean Air;1984;?;737-200;May;1983;East Asia;1;?
