Ramn Alegre Biosca;M;23.0;171.0;71.0;Spain;ESP;2004 Summer;2004;Summer;Athina;Hockey
Pekka Ahti Kalervo Alanen;M;19.0;170.0;57.0;Finland;FIN;1964 Summer;1964;Summer;Tokyo;Wrestling
Gevorg Davtyan;M;25.0;165.0;77.0;Armenia;ARM;2008 Summer;2008;Summer;?;?
Bruce Robert Baumgartner;M;35.0;188.0;?;?;?;?;1996;Summer;Atlanta;Wrestling
Linda Bjar;?;31.0;160.0;56.0;Mexico;MEX;1968 Summer;1968;Summer;Mexico City;?
Cristiane Rozeira de Souza Silva;F;27.0;176.0;69.0;Brazil;BRA;2012 Summer;2012;Summer;London;Football
ngel Luis Andreo Gabn;M;31.0;191.0;84.0;Spain;?;2004 Summer;2004;Summer;Athina;Water Polo
Israil Magomedgireyevich Arsamakov;M;?;169.0;85.0;Soviet Union;URS;1988 Summer;1988;Summer;Seoul;Weightlifting
?;M;42.0;177.0;73.0;Mexico;MEX;2008 Summer;2008;Summer;Beijing;Equestrianism
David Dibben;M;24.0;183.0;82.0;Cayman Islands;?;?;1984;Summer;Los Angeles;Cycling
Cheng Fei;F;16.0;?;?;China;CHN;2004 Summer;2004;Summer;Athina;Gymnastics
Tjeertje Bergers-Duif;F;24.0;?;60.0;Netherlands;NED;1968 Summer;1968;Summer;Mexico City;Canoeing
Geert Dejonghe;M;26.0;?;74.0;Belgium;BEL;1992 Winter;1992;Winter;Albertville;Short Track Speed Skating
Julian Carl Bush Dean;M;33.0;178.0;72.0;New Zealand;?;2008 Summer;2008;Summer;?;Cycling
Gerhard Auer;M;29.0;189.0;95.0;West Germany;FRG;1972 Summer;1972;Summer;Munich;Rowing
Diego Alberto Brambilla;M;27.0;175.0;71.0;Italy;ITA;?;1996;Summer;Atlanta;Judo
Teresa Edwards;F;28.0;175.0;68.0;United States;USA;1992 Summer;1992;?;Barcelona;Basketball
An Yulong;?;23.0;173.0;70.0;China;CHN;2002 Winter;2002;?;?;Short Track Speed Skating
Rajmond Debevec;M;45.0;182.0;72.0;Slovenia;SLO;2008 Summer;2008;Summer;Beijing;Shooting
Hans Bchi;M;23.0;180.0;73.0;Switzerland;SUI;1952 Summer;1952;Summer;Helsinki;?
?;M;23.0;178.0;72.0;Spain;ESP;?;1984;Summer;Los Angeles;Swimming
Rolf-Gran Bengtsson;M;34.0;171.0;67.0;Sweden;SWE;?;1996;Summer;Atlanta;Equestrianism
Henry Stoddard Harry Babcock;M;21.0;188.0;75.0;United States;USA;1912 Summer;1912;Summer;Stockholm;Athletics
Khasan Makharbekovich Baroyev;M;21.0;188.0;120.0;?;?;2004 Summer;2004;Summer;Athina;Wrestling
Andrew James Baildon;M;20.0;186.0;78.0;Australia;AUS;1992 Summer;?;Summer;Barcelona;?
Stefano Brecciaroli;M;33.0;177.0;71.0;Italy;?;2008 Summer;2008;Summer;Beijing;Equestrianism
Igor Andreyevich Berezutsky;M;20.0;188.0;78.0;Russia;RUS;?;2004;Summer;Athina;Swimming
Edward Pennington Ed Ballinger;M;24.0;?;80.0;United States;USA;1976 Summer;1976;Summer;Montreal;Fencing
Tiffany Lisa Cohen (-Adams -Lalonde);F;?;?;63.0;United States;USA;1984 Summer;?;Summer;Los Angeles;Swimming
Bjrn Bakken;M;31.0;174.0;65.0;Norway;NOR;1972 Summer;1972;Summer;Munich;Shooting
Alison Rachel Fitch;F;16.0;176.0;69.0;New Zealand;NZL;1996 Summer;1996;Summer;Atlanta;Swimming
Clarence Chester Childs;M;28.0;183.0;102.0;United States;USA;?;1912;?;Stockholm;Athletics
Alessandro Sandro Brogini;M;21.0;?;73.0;Italy;ITA;1980 Summer;1980;Summer;Moskva;Athletics
Beate Bhler (-Faure);F;20.0;175.0;67.0;West Germany;FRG;1984 Summer;1984;Summer;Los Angeles;Volleyball
Sara DeCosta (-Hayes);F;20.0;178.0;59.0;United States;USA;1998 Winter;1998;Winter;Nagano;Ice Hockey
Paola Milagros Espinosa Snchez;F;22.0;156.0;48.0;Mexico;MEX;2008 Summer;2008;Summer;Beijing;Diving
?;M;23.0;191.0;82.0;Australia;AUS;2014 Winter;?;Winter;Sochi;Snowboarding
Hans-Joachim Fanacht;M;21.0;?;70.0;West Germany;FRG;?;1972;Summer;Munich;Swimming
James Tully Jim Beatty;M;25.0;167.0;?;United States;?;1960 Summer;1960;Summer;Roma;Athletics
Pavel Churav;M;24.0;179.0;69.0;Czech Republic;CZE;2002 Winter;2002;Winter;Salt Lake City;Nordic Combined
Peter James Doyle;M;26.0;?;?;?;IRL;1972 Summer;?;Summer;Munich;Cycling
Grace Daniel;F;24.0;176.0;70.0;Nigeria;NGR;2008 Summer;2008;Summer;?;Badminton
Guadalupe Canseco;F;18.0;153.0;53.0;Mexico;MEX;1980 Summer;1980;Summer;Moskva;Diving
Erika Fasana;F;16.0;155.0;50.0;Italy;?;2012 Summer;2012;Summer;?;Gymnastics
Ioana Lorena Diaconescu;F;17.0;180.0;74.0;Romania;ROU;?;1996;Summer;Atlanta;Swimming
Karl Bernhard Brunner;M;?;173.0;79.0;Italy-1;ITA;1980 Winter;?;Winter;?;Luge
Marisa Roseanne Dick;F;19.0;?;47.0;?;TTO;2016 Summer;2016;Summer;Rio de Janeiro;Gymnastics
Dominique Lorraine Diezi (-O'Brien);F;19.0;177.0;69.0;Switzerland;SUI;1996 Summer;1996;Summer;Atlanta;Swimming
?;M;20.0;183.0;70.0;Australia;AUS;2004 Summer;2004;Summer;Athina;Football
Robert John Rob Bruniges;M;19.0;188.0;?;Great Britain;GBR;1976 Summer;1976;Summer;Montreal;Fencing
Patricio Escudero;M;33.0;182.0;79.0;Chile;CHI;1968 Summer;1968;?;Mexico City;Equestrianism
Michael Kofi Mike Ahey;M;?;196.0;72.0;Ghana;GHA;1964 Summer;1964;Summer;Tokyo;Athletics
Ander Elosegi Alkain;M;24.0;186.0;80.0;Spain;ESP;2012 Summer;2012;?;London;Canoeing
Kelly Graeme Evernden;M;?;?;70.0;New Zealand;NZL;1988 Summer;?;?;Seoul;Tennis
Sophie de Ronchi;F;22.0;176.0;65.0;France;FRA;2008 Summer;2008;Summer;Beijing;Swimming
Henri Chammartin;M;33.0;?;71.0;Switzerland;SUI;1952 Summer;?;Summer;Helsinki;Equestrianism
Nancy Judith lvarez;F;28.0;164.0;68.0;Argentina;ARG;2004 Summer;2004;Summer;Athina;Triathlon
Rnar (Ruslan-) Alexandersson (Ovtinnikov-);M;23.0;171.0;?;Iceland;ISL;2000 Summer;2000;Summer;Sydney;Gymnastics
Francis Davis Frank Chapot;M;36.0;?;70.0;United States;USA;1968 Summer;?;Summer;Mexico City;Equestrianism
Andre De Grasse;M;21.0;176.0;70.0;Canada;CAN;2016 Summer;2016;Summer;Rio de Janeiro;Athletics
Ivano Brugnetti;M;27.0;176.0;61.0;Italy;ITA;2004 Summer;2004;Summer;Athina;?
Valerio Donnianni;M;?;175.0;73.0;Italy;ITA;1992 Summer;1992;Summer;Barcelona;Shooting
Ioan Marian Blaj;M;23.0;180.0;68.0;Romania;ROU;?;2002;Winter;Salt Lake City;Biathlon
?;F;28.0;?;71.0;Great Britain;GBR;1976 Summer;1976;Summer;Montreal;Rowing
Giovanna Aldegani;F;19.0;170.0;80.0;Italy;ITA;1996 Summer;1996;Summer;Atlanta;Archery
Iera Echebarra Fernndez;F;23.0;160.0;63.0;Spain;ESP;2016 Summer;2016;?;Rio de Janeiro;Rugby Sevens
rni Mr rnason;M;24.0;194.0;85.0;?;ISL;2012 Summer;2012;Summer;London;Swimming
Nazario Fiakaifonu;M;?;189.0;123.0;Vanuatu;VAN;2012 Summer;2012;Summer;London;Judo
Mara Alexandra Escobar Guerrero;F;36.0;161.0;58.0;Ecuador;ECU;2016 Summer;2016;Summer;Rio de Janeiro;Weightlifting
Muhammad Bashir;M;?;168.0;73.0;?;PAK;?;1964;?;?;Wrestling
Glen Wilson Dawson;M;30.0;180.0;70.0;United States;USA;1936 Summer;1936;Summer;Berlin;Athletics
Cary Glen Adgate;M;22.0;173.0;74.0;United States;USA;1976 Winter;1976;Winter;Innsbruck;Alpine Skiing
Jeanette Bolden;F;24.0;174.0;65.0;?;USA;1984 Summer;1984;Summer;Los Angeles;?
Alyan Sultan Ali Al-Qahtani;M;24.0;165.0;58.0;Saudi Arabia;KSA;1996 Summer;?;Summer;Atlanta;Athletics
Franck Ducheix;M;30.0;170.0;68.0;France;FRA;1992 Summer;?;Summer;Barcelona;Fencing
Mariya Vladimirovna Borodakova-Borisenko;F;22.0;190.0;80.0;Russia;?;2008 Summer;2008;Summer;?;Volleyball
Chen Haiwei;M;21.0;188.0;78.0;China;CHN;2016 Summer;2016;Summer;Rio de Janeiro;Fencing
Frode Estil;M;?;188.0;82.0;Norway;NOR;2002 Winter;2002;Winter;Salt Lake City;Cross Country Skiing
Jacques Dohen;M;22.0;187.0;82.0;France;FRA;1952 Summer;?;Summer;Helsinki;Athletics
?;M;21.0;173.0;64.0;United States;USA;1968 Summer;1968;Summer;Mexico City;Gymnastics
Richard James Scott Jim Clark;M;30.0;190.0;89.0;?;GBR;1980 Summer;1980;?;Moskva;Rowing
?;M;?;179.0;80.0;Great Britain;GBR;1952 Summer;1952;Summer;Helsinki;Athletics
Christoph Bieler;M;24.0;180.0;70.0;Austria;AUT;2002 Winter;?;Winter;Salt Lake City;Nordic Combined
John Aalberg;M;33.0;183.0;72.0;United States;USA;1994 Winter;1994;Winter;Lillehammer;Cross Country Skiing
Jonathan Jon Beare;M;30.0;185.0;75.0;Canada;CAN;2004 Summer;2004;Summer;Athina;Rowing
?;M;?;?;76.0;Netherlands;NED;2012 Summer;2012;Summer;London;?
?;M;24.0;?;69.0;Italy;ITA;2008 Summer;2008;?;Beijing;Weightlifting
Marie-Jolle Conjungo;F;25.0;168.0;62.0;Central African Republic;CAF;2000 Summer;2000;Summer;Sydney;Athletics
Peter Martin Pete Eberling;M;19.0;173.0;63.0;United States;?;1972 Winter;1972;?;Sapporo;Speed Skating
Pietro G. Peter Brugnani;M;?;185.0;92.0;Great Britain-2;GBR;1984 Winter;1984;?;Sarajevo;Bobsleigh
?;M;?;184.0;72.0;Italy;ITA;1996 Summer;?;Summer;Atlanta;Rowing
Giuseppe Francesco D'Angelo;?;20.0;184.0;66.0;Italy;ITA;1972 Summer;1972;Summer;Munich;Canoeing
Salman Akbar;M;26.0;180.0;85.0;Pakistan;PAK;2008 Summer;2008;Summer;Beijing;Hockey
Dlia Vieirinho da Cunha-Sammer;F;23.0;164.0;63.0;Portugal;POR;1952 Summer;1952;Summer;Helsinki;Gymnastics
Leila Maryam Ben Youssef;F;26.0;160.0;55.0;Tunisia;TUN;2008 Summer;2008;Summer;Beijing;Athletics
Gabriel Adrin Arroyo;?;35.0;194.0;95.0;Argentina;ARG;2012 Summer;2012;Summer;London;Volleyball
Agnese boltia;F;17.0;166.0;60.0;?;LAT;2014 Winter;2014;?;Sochi;Alpine Skiing
Phara Anacharsis;F;?;177.0;58.0;France;FRA;2012 Summer;2012;Summer;London;Athletics
Troy Lane Dalbey;M;19.0;190.0;77.0;United States;USA;1988 Summer;1988;Summer;Seoul;Swimming
?;F;21.0;174.0;62.0;East Germany;GDR;1976 Summer;1976;Summer;Montreal;Athletics
Ingrid Kristine Berntsen;?;23.0;161.0;59.0;Norway;NOR;2002 Winter;2002;Winter;Salt Lake City;Freestyle Skiing
?;F;16.0;160.0;46.0;Italy;ITA;1976 Summer;?;?;Montreal;Gymnastics
Aurimas Adomaviius;M;22.0;204.0;100.0;Lithuania;LTU;2016 Summer;2016;Summer;Rio de Janeiro;?
ric Battista;?;?;170.0;70.0;France;FRA;1964 Summer;1964;Summer;Tokyo;Athletics
?;F;18.0;160.0;58.0;Czechoslovakia;TCH;1960 Summer;1960;Summer;Roma;Gymnastics
Noel Baxter;M;20.0;173.0;73.0;Great Britain;GBR;2002 Winter;2002;Winter;Salt Lake City;?
Andrey Alberto Aguilar Komissarov;M;23.0;178.0;?;Costa Rica;CRC;?;1984;Summer;Los Angeles;Swimming
gnes Ferencz;F;35.0;163.0;63.0;Hungary;HUN;1992 Summer;1992;Summer;Barcelona;?
Vladimir Vitalyevich Chepelin;M;25.0;171.0;74.0;Belarus;BLR;2014 Winter;2014;?;?;Biathlon
Gvrise Emane;F;29.0;162.0;70.0;France;FRA;2012 Summer;2012;Summer;London;Judo
Erica Barbieri;?;31.0;179.0;70.0;?;ITA;2012 Summer;2012;Summer;London;Judo
Petar Cupa;M;36.0;182.0;77.0;Croatia;CRO;2016 Summer;?;Summer;Rio de Janeiro;Sailing
Erika Lynn Brown;F;41.0;170.0;64.0;United States;USA;2014 Winter;2014;Winter;Sochi;Curling
Lakdar Bouzid;M;24.0;178.0;75.0;Tunisia;TUN;1960 Summer;1960;Summer;Roma;Modern Pentathlon
Shaban El-Tantawy;M;25.0;179.0;76.0;Egypt;?;1984 Summer;1984;Summer;Los Angeles;?
Elsabeth Ellie Black;F;16.0;155.0;?;Canada;CAN;2012 Summer;2012;Summer;?;Gymnastics
Jess Antonio Almada Flix;M;25.0;171.0;67.0;Mexico;MEX;1956 Summer;1956;Summer;?;Modern Pentathlon
Per Olov Bengtsson;M;24.0;189.0;82.0;Sweden;?;1992 Winter;1992;Winter;Albertville;Speed Skating
Albert Maximo Cristina;M;29.0;194.0;95.0;Netherlands;NED;2000 Summer;2000;Summer;Sydney;Volleyball
Vladimr Dolej;M;20.0;177.0;79.0;Czechoslovakia;TCH;1976 Summer;1976;?;Montreal;Canoeing
Jakov Fak;?;26.0;181.0;80.0;Slovenia;SLO;2014 Winter;2014;Winter;Sochi;Biathlon
Danilo Caro Guarnieri;?;38.0;175.0;74.0;Colombia;COL;2004 Summer;2004;?;Athina;Shooting
Ronalds Arjs;M;20.0;179.0;82.0;Latvia;LAT;2008 Summer;2008;Summer;?;Athletics
Jannette Weston Burr (-Bray -Johnson);F;24.0;?;60.0;United States;USA;1952 Winter;1952;Winter;Oslo;Alpine Skiing
?;M;18.0;?;84.0;Canada;CAN;?;1984;Winter;?;Ice Hockey
Mansour Barzegar;M;29.0;178.0;74.0;Iran;IRI;1976 Summer;1976;Summer;Montreal;Wrestling
Gail Marion Daley (-Bakker);F;18.0;156.0;47.0;?;CAN;1964 Summer;?;Summer;Tokyo;Gymnastics
Paul Darragh;M;39.0;160.0;60.0;Ireland;IRL;1992 Summer;1992;?;Barcelona;Equestrianism
?;M;?;197.0;115.0;Russia-2;RUS;2014 Winter;2014;Winter;Sochi;Bobsleigh
Nadia Centoni;F;27.0;182.0;63.0;Italy;ITA;2008 Summer;2008;Summer;Beijing;Volleyball
?;M;22.0;193.0;100.0;Switzerland;SUI;?;?;Summer;Rio de Janeiro;Rowing
?;M;26.0;190.0;60.0;Indonesia;INA;1988 Summer;?;Summer;Seoul;Fencing
Mark Conrad Elliott;M;?;173.0;63.0;Great Britain;GBR;1988 Summer;1988;Summer;Seoul;Boxing
?;M;21.0;162.0;59.0;Chinese Taipei;TPE;?;1968;Summer;Mexico City;Weightlifting
Ulf Peter Tobias Eriksson;M;36.0;176.0;66.0;Sweden;SWE;1996 Summer;1996;Summer;?;Equestrianism
Choi Im-Jeong;F;27.0;182.0;75.0;South Korea;KOR;2008 Summer;?;Summer;?;Handball
Alister Millar Allan;?;44.0;162.0;68.0;Great Britain;GBR;1988 Summer;?;Summer;Seoul;Shooting
Adeoye Adetunji;M;22.0;174.0;71.0;Nigeria;NGR;1980 Summer;1980;Summer;Moskva;Boxing
Blanca Iris Alejo Tejeda;F;34.0;152.0;45.0;Dominican Republic;DOM;1996 Summer;1996;Summer;Atlanta;Table Tennis
Francis Frans Chetcuti;M;?;177.0;?;Malta;MLT;1984 Summer;1984;Summer;Los Angeles;Shooting
Auguste mile Arbogast;M;19.0;171.0;75.0;France;FRA;1920 Summer;1920;Summer;Antwerpen;Swimming
Jeanne Chesley Ashworth (-Walker-);F;?;157.0;57.0;United States;USA;1960 Winter;1960;Winter;Squaw Valley;Speed Skating
Thomas Matthijs Adrianus Tom Cordes;M;22.0;179.0;70.0;Netherlands;NED;1988 Summer;1988;Summer;Seoul;Cycling
Franck Dumoulin;M;?;171.0;73.0;France;FRA;2012 Summer;2012;Summer;London;Shooting
James Aryee Addy;M;24.0;183.0;75.0;Ghana;GHA;1964 Summer;1964;?;Tokyo;Athletics
Espen Odd Bredesen;M;26.0;176.0;60.0;Norway;NOR;1994 Winter;1994;Winter;Lillehammer;Ski Jumping
Marshall Scott Avener;M;25.0;170.0;55.0;?;USA;1976 Summer;1976;Summer;Montreal;Gymnastics
Samararatne V. A. Dharmasena;M;29.0;173.0;60.0;Sri Lanka;SRI;1980 Summer;1980;Summer;Moskva;Athletics
Carlon Blackman;F;19.0;162.0;59.0;Barbados;?;1984 Summer;1984;Summer;Los Angeles;Athletics
Parviz Bahmani;M;20.0;175.0;60.0;Iran;?;1976 Summer;1976;Summer;Montreal;Boxing
Gheorghe Condovici;M;?;174.0;66.0;Romania;ROU;1964 Summer;1964;Summer;Tokyo;Gymnastics
?;M;23.0;179.0;74.0;Switzerland;SUI;2010 Winter;2010;Winter;?;Cross Country Skiing
Lenka Faltusov;F;26.0;166.0;61.0;?;CZE;2006 Winter;2006;Winter;Torino;Biathlon
Adam Edward Basil;M;29.0;176.0;76.0;Australia;AUS;2004 Summer;2004;Summer;Athina;Athletics
?;F;22.0;169.0;?;Great Britain;GBR;2012 Summer;?;Summer;London;?
Choi Seung-Yong;F;18.0;160.0;58.0;South Korea;KOR;1998 Winter;1998;Winter;?;?
?;M;20.0;182.0;80.0;Guinea Bissau;GBS;2008 Summer;?;?;Beijing;?
Deng Yaping;F;23.0;150.0;53.0;China;CHN;1996 Summer;1996;Summer;Atlanta;Table Tennis
Sarah Blake Bateman;F;?;165.0;55.0;Iceland;ISL;2008 Summer;2008;Summer;Beijing;?
Antje Buschschulte (-Meeuw);F;21.0;186.0;75.0;Germany;GER;2000 Summer;2000;Summer;Sydney;Swimming
Choi Tae-Uk;M;23.0;173.0;67.0;South Korea;KOR;2004 Summer;2004;Summer;Athina;Football
Dominique Basset;M;22.0;182.0;85.0;France;FRA;?;1980;Summer;Moskva;Rowing
Marcello Bartalini;M;22.0;193.0;90.0;?;ITA;1984 Summer;1984;Summer;Los Angeles;?
Larry Arbuthnot;M;?;175.0;70.0;Canada-1;CAN;1976 Winter;1976;Winter;Innsbruck;Luge
Maik Eckhardt;M;30.0;187.0;90.0;Germany;GER;2000 Summer;?;Summer;Sydney;Shooting
Gertrude Traudi Beierlein;F;23.0;171.0;58.0;Germany;GER;1964 Summer;1964;Summer;?;Swimming
Mark Bulkeley;M;25.0;191.0;87.0;?;GBR;2004 Summer;2004;Summer;Athina;Sailing
Robert Rob Braknis;M;23.0;190.0;89.0;Canada;CAN;1996 Summer;?;Summer;Atlanta;?
Sarah Joan Bombell;F;25.0;167.0;60.0;Australia;AUS;?;2008;Summer;?;Synchronized Swimming
Sergi Bruguera Torner;M;21.0;?;75.0;Spain;ESP;1992 Summer;1992;Summer;Barcelona;Tennis
Mickal Stphane Bourgain;M;32.0;181.0;77.0;France;?;2012 Summer;2012;Summer;London;Cycling
Olabisi Bisi Afolabi;F;20.0;180.0;?;Nigeria;NGR;1996 Summer;1996;Summer;Atlanta;Athletics
Milena Chlumov;F;25.0;?;42.0;Czechoslovakia;?;1972 Winter;1972;Winter;Sapporo;?
John-John Dohmen;?;24.0;174.0;69.0;Belgium;BEL;2012 Summer;2012;Summer;London;?
?;M;27.0;180.0;?;Ireland;IRL;2016 Summer;2016;Summer;Rio de Janeiro;Boxing
Marc Bouet;M;41.0;177.0;73.0;France;FRA;1992 Summer;1992;Summer;Barcelona;Sailing
Thomas Aretz;M;20.0;?;91.0;West Germany;FRG;1968 Summer;?;Summer;Mexico City;Swimming
Aleksandr Artynyuk;M;24.0;?;67.0;Soviet Union;URS;1960 Summer;1960;?;Roma;Athletics
Christopher Williams Chris Dunn;M;21.0;196.0;86.0;United States;USA;1972 Summer;1972;Summer;Munich;Athletics
?;F;27.0;175.0;78.0;Netherlands;NED;1980 Summer;?;Summer;Moskva;Rowing
?;M;26.0;173.0;70.0;United States;USA;1992 Winter;1992;Winter;Albertville;Biathlon
Jonas Mikael Axeldahl;M;21.0;176.0;?;Sweden;SWE;1992 Summer;1992;Summer;Barcelona;Football
Abdul Latif Al-Sayed Abbas Youssef Hashem;M;27.0;176.0;64.0;Kuwait;KUW;1980 Summer;1980;Summer;Moskva;Athletics
Gonzalo Fernndez de Crdoba y Larios;M;38.0;178.0;73.0;Spain;ESP;1972 Summer;1972;Summer;Munich;Sailing
Pablo Guillermo Arraya;M;30.0;182.0;72.0;Peru;?;1992 Summer;?;Summer;Barcelona;Tennis
Leyla Felicita Chihun;F;25.0;180.0;66.0;Peru;PER;2000 Summer;2000;Summer;Sydney;Volleyball
Samuel Sam Berger;M;19.0;188.0;82.0;United States;USA;1904 Summer;?;Summer;St. Louis;Boxing
Erzsbet Bartos-Heldt;F;?;162.0;52.0;Hungary;HUN;1960 Summer;1960;?;Roma;Athletics
?;F;27.0;158.0;50.0;France;FRA;1972 Winter;?;Winter;Sapporo;Alpine Skiing
?;M;22.0;178.0;71.0;Finland;FIN;?;1960;?;?;Gymnastics
Vincent Confait;M;24.0;179.0;67.0;Seychelles;SEY;1984 Summer;1984;Summer;Los Angeles;Athletics
Yarelis Barrios Castaeda;F;29.0;172.0;89.0;Cuba;CUB;2012 Summer;2012;Summer;London;Athletics
Miroslava Danzanovna Dagbayeva;?;20.0;168.0;58.0;Russia;RUS;2008 Summer;2008;Summer;Beijing;Archery
Nils Peter Andersson;M;29.0;190.0;92.0;Sweden;SWE;1992 Winter;1992;Winter;Albertville;Ice Hockey
Hnat Domenichelli;M;33.0;183.0;86.0;Switzerland;SUI;2010 Winter;2010;Winter;Vancouver;Ice Hockey
?;M;19.0;176.0;76.0;Lebanon;LIB;1972 Summer;1972;Summer;Munich;Fencing
Fabienne Diato-Pasetti;F;38.0;165.0;58.0;Monaco;?;2004 Summer;2004;Summer;Athina;Shooting
Byron Hamish Black;M;?;175.0;70.0;Zimbabwe;ZIM;1996 Summer;1996;Summer;Atlanta;Tennis
Hersony Gadiel Caneln Vera;M;?;176.0;73.0;Venezuela;VEN;2012 Summer;2012;Summer;London;Cycling
Olgierd Ciepy;M;28.0;184.0;94.0;Poland;POL;1964 Summer;1964;Summer;Tokyo;Athletics
Oleksandr Mykolaiovych Beresh;M;22.0;171.0;64.0;Ukraine;?;2000 Summer;2000;Summer;?;Gymnastics
Lars-Gran slund;M;26.0;185.0;77.0;Sweden;SWE;1972 Winter;1972;Winter;Sapporo;Cross Country Skiing
Ivo Danilevi;M;35.0;188.0;107.0;Czech Republic-1;CZE;2006 Winter;2006;Winter;Torino;Bobsleigh
Franca Capetta (-Birsioli);F;?;158.0;58.0;?;ITA;1980 Summer;1980;Summer;Moskva;Archery
Felice De Nicolo;M;17.0;?;62.0;Italy;ITA;1960 Winter;?;Winter;Squaw Valley;Alpine Skiing
Toms Tom Coman;M;20.0;190.0;82.0;?;IRL;2000 Summer;2000;Summer;Sydney;Athletics
?;M;29.0;174.0;65.0;Australia;AUS;1980 Summer;1980;Summer;Moskva;Athletics
Ronald Jean-Martin Agnor;M;23.0;180.0;79.0;Haiti;HAI;1988 Summer;1988;Summer;Seoul;Tennis
Eduardo Jos  Domingos de Sousa;M;16.0;177.0;77.0;Portugal;?;1960 Summer;1960;Summer;Roma;Swimming
Eugeniusz Bedeniczuk;M;31.0;186.0;80.0;Poland;POL;1992 Summer;1992;Summer;Barcelona;Athletics
Felix Denayer;M;26.0;190.0;85.0;Belgium;?;2016 Summer;2016;Summer;Rio de Janeiro;Hockey
Olof Viktor Olle berg;M;27.0;181.0;78.0;?;SWE;1952 Summer;1952;Summer;Helsinki;Athletics
Chang Qing;M;21.0;?;75.0;?;CHN;1988 Summer;1988;Summer;Seoul;Swimming
Miguel Arellano Moreno;M;23.0;187.0;81.0;Mexico;MEX;1964 Summer;1964;Summer;Tokyo;Basketball
Islam Ilyasovich Bayramukov;M;29.0;186.0;97.0;Kazakhstan;KAZ;2000 Summer;?;Summer;Sydney;Wrestling
Jannet Alegria Pea;?;24.0;154.0;49.0;Mexico;MEX;2012 Summer;2012;Summer;London;Taekwondo
Krasimir Anev;M;26.0;174.0;73.0;Bulgaria;BUL;2014 Winter;2014;Winter;?;Biathlon
Andr Domingos da Silva;M;?;187.0;78.0;Brazil;?;2000 Summer;2000;Summer;Sydney;Athletics
Alexandru Aposteanu;M;26.0;189.0;83.0;Romania;ROU;1968 Summer;1968;Summer;Mexico City;?
Choi Yun-Gyeom;M;26.0;176.0;75.0;South Korea;?;1988 Summer;1988;Summer;Seoul;Football
Jan-Armin Eichhorn;M;24.0;?;80.0;Germany;GER;2006 Winter;2006;Winter;Torino;Luge
Markus Bott;M;22.0;184.0;82.0;?;FRG;1984 Summer;1984;?;Los Angeles;Boxing
Erika Bertnyi;F;29.0;173.0;68.0;Hungary;HUN;1988 Summer;1988;Summer;Seoul;Rowing
Rafael Carlos da Silva;M;29.0;?;160.0;Brazil;?;2016 Summer;2016;Summer;Rio de Janeiro;Judo
Valentina Neli Elisei (Ardean-);F;26.0;172.0;?;Romania;ROU;2008 Summer;2008;Summer;Beijing;Handball
Oleksiy Olehovych Bryzhalov;M;29.0;176.0;74.0;Ukraine;?;2000 Summer;2000;Summer;Sydney;Fencing
Reinhard Egger;M;24.0;191.0;96.0;?;AUT;2014 Winter;2014;Winter;Sochi;Luge
Choi Hyeon-Ju;F;27.0;172.0;65.0;South Korea;KOR;2012 Summer;2012;Summer;London;Archery
Michiel Bernhard Emiel Marie Bartman;M;29.0;193.0;90.0;Netherlands;NED;1996 Summer;?;Summer;Atlanta;Rowing
Andrea Brewster;?;33.0;163.0;62.0;Ireland;IRL;2016 Summer;2016;Summer;Rio de Janeiro;Sailing
Flavio Cannone;M;30.0;165.0;62.0;Italy;ITA;2012 Summer;2012;Summer;London;?
Iain Finlayson;M;20.0;170.0;69.0;Great Britain;GBR;1972 Winter;?;Winter;Sapporo;Alpine Skiing
Fan Kexin;F;20.0;170.0;?;China;CHN;2014 Winter;2014;Winter;Sochi;?
Jos Arza Laurenz;M;?;175.0;?;Spain;ESP;1992 Summer;1992;Summer;Barcelona;Baseball
Mariya Aleksandrovna Bespalova;F;26.0;183.0;85.0;Russia;RUS;2012 Summer;2012;Summer;London;Athletics
Ashani Kemarley Brown;M;?;182.0;85.0;Bahrain;BRN;2016 Summer;2016;Summer;Rio de Janeiro;Athletics
Jrg Biner;M;29.0;186.0;78.0;Switzerland;SUI;1994 Winter;1994;Winter;Lillehammer;Freestyle Skiing
Michel Bouchonnet;?;24.0;170.0;67.0;France;FRA;1964 Summer;1964;Summer;Tokyo;Gymnastics
?;M;?;182.0;72.0;Australia;AUS;1996 Summer;1996;Summer;Atlanta;Rowing
Leonard Bundu;M;25.0;170.0;67.0;Italy;ITA;2000 Summer;2000;Summer;Sydney;Boxing
Ifeoma Nnenna Dieke;F;31.0;165.0;63.0;Great Britain;GBR;2012 Summer;2012;?;London;Football
Ilona Bublov;F;24.0;169.0;59.0;Czech Republic;CZE;2002 Winter;2002;Winter;Salt Lake City;Cross Country Skiing
?;M;19.0;172.0;70.0;France;FRA;?;1908;Summer;London;?
Ulrich Ueli Bachmann;?;26.0;171.0;63.0;?;SUI;1976 Summer;1976;Summer;?;Gymnastics
Pablo Damin lvarez;M;26.0;180.0;85.0;Argentina;ARG;2004 Summer;2004;Summer;?;Shooting
Daniel Rae Bell;M;18.0;180.0;72.0;New Zealand;NZL;2008 Summer;2008;?;Beijing;Swimming
Rgis Bonnissent;M;24.0;174.0;70.0;France;FRA;1972 Summer;1972;Summer;Munich;Fencing
