Sentayehu Ejigu Tamerat;F;19.0;160.0;44.0;Ethiopia;ETH;2004 Summer;2004;Summer;Athina;Athletics
Maureen Caird (-Jones);F;20.0;?;52.0;Australia;AUS;?;1972;Summer;Munich;Athletics
Martin Burkert;M;27.0;183.0;?;Austria;AUT;1984 Summer;1984;Summer;Los Angeles;Shooting
Kristie Boogert;F;?;178.0;63.0;Netherlands;?;2000 Summer;2000;?;Sydney;Tennis
Plamen Bratoychev;M;29.0;176.0;90.0;Bulgaria;BUL;1996 Summer;?;Summer;Atlanta;Weightlifting
Pablo Damin lvarez;M;22.0;180.0;85.0;Argentina;ARG;2000 Summer;2000;Summer;Sydney;Shooting
Masako Chiba;F;20.0;156.0;39.0;Japan;JPN;?;1996;Summer;Atlanta;Athletics
Jana Duktov;F;?;180.0;64.0;?;SVK;2016 Summer;2016;?;?;Canoeing
Katalin Boros;F;19.0;?;63.0;Hungary;?;1960 Summer;1960;Summer;Roma;Swimming
Salman Akbar;M;22.0;180.0;85.0;Pakistan;PAK;2004 Summer;2004;Summer;?;Hockey
Clodomiro Jos Cortoni;M;25.0;170.0;72.0;?;ARG;1948 Summer;1948;Summer;?;?
Cornelia Margreta Maria Carla Braan (-Buijs);F;14.0;162.0;50.0;?;NED;1976 Summer;1976;Summer;Montreal;Gymnastics
Malcolm Allen;M;23.0;185.0;74.0;Australia;AUS;1996 Summer;1996;Summer;Atlanta;?
Yves Bouquel;M;25.0;166.0;55.0;France;FRA;1980 Summer;?;Summer;Moskva;?
Bjrnar Elgetun;M;22.0;175.0;75.0;Norway;NOR;1994 Winter;1994;Winter;Lillehammer;Short Track Speed Skating
Andrea Bieger;?;16.0;160.0;47.0;West Germany;FRG;1976 Summer;1976;Summer;Montreal;Gymnastics
Istvn Brczi;M;27.0;172.0;65.0;Hungary;HUN;1972 Summer;1972;Summer;Munich;Gymnastics
Caroline Frances Evers-Swindell (-Meyer);?;?;178.0;76.0;New Zealand;NZL;2008 Summer;2008;Summer;Beijing;Rowing
Muhammad Faiz;M;?;176.0;79.0;Pakistan;PAK;1960 Summer;1960;Summer;Roma;Wrestling
Federico Eduardo Castaing;M;36.0;176.0;69.0;Argentina;ARG;1996 Summer;1996;Summer;Atlanta;Equestrianism
John Ira Courtney;?;23.0;180.0;72.0;United States;USA;1912 Summer;1912;Summer;?;Athletics
Yevgeny Aleksandrovich Chigishev;M;29.0;187.0;126.0;Russia;RUS;2008 Summer;2008;Summer;?;Weightlifting
?;F;29.0;173.0;64.0;Bahamas;BAH;2000 Summer;2000;Summer;Sydney;Athletics
Christine Louise Bjerendal;F;29.0;?;?;?;?;?;2016;Summer;?;Archery
Orazio Fagone;M;25.0;170.0;68.0;Italy;ITA;1994 Winter;1994;Winter;Lillehammer;Short Track Speed Skating
Pedro Diz Espeleta;M;20.0;176.0;?;Argentina;ARG;?;1964;Summer;Tokyo;Swimming
Jhonnatan Botero Villegas;M;24.0;167.0;58.0;Colombia;COL;2016 Summer;2016;Summer;Rio de Janeiro;Cycling
Kafoumba Coulibaly;M;22.0;179.0;71.0;Cote d'Ivoire;CIV;2008 Summer;?;Summer;Beijing;Football
Vasilios Dimitriadis;M;23.0;180.0;89.0;Greece;GRE;2002 Winter;2002;Winter;Salt Lake City;?
Geir Einang;M;22.0;183.0;72.0;Norway;NOR;1988 Winter;1988;Winter;Calgary;Biathlon
Attia El-Sayed Aly;M;21.0;183.0;79.0;Egypt;EGY;1976 Summer;1976;Summer;Montreal;Volleyball
Andrew Bruce;M;21.0;182.0;75.0;?;TTO;1980 Summer;1980;?;Moskva;Athletics
David Sylvre Patrick Boui;M;28.0;187.0;?;Central African Republic;CAF;2016 Summer;2016;Summer;?;Taekwondo
Duje Draganja;M;17.0;197.0;86.0;Croatia;CRO;2000 Summer;2000;Summer;Sydney;Swimming
lvaro Domnguez Soto;M;23.0;185.0;81.0;Spain;ESP;2012 Summer;2012;Summer;?;Football
Geoffrey Ferreira;M;22.0;180.0;85.0;?;TTO;1972 Summer;1972;Summer;Munich;Swimming
Matteo Castaldo;M;30.0;188.0;86.0;Italy;ITA;2016 Summer;2016;Summer;?;Rowing
Pauline Biscarat;F;27.0;157.0;53.0;?;FRA;2016 Summer;2016;Summer;Rio de Janeiro;Rugby Sevens
Misa Amano;F;17.0;161.0;53.0;Japan;JPN;2004 Summer;2004;Summer;Athina;Swimming
Suzanne Dando (-MacLean -Roberts -Reynolds);F;19.0;163.0;49.0;Great Britain;GBR;1980 Summer;1980;Summer;Moskva;Gymnastics
Gudrun Beckmann;F;?;174.0;62.0;West Germany;FRG;1976 Summer;?;Summer;Montreal;Swimming
Herv Dagorn;M;21.0;178.0;70.0;France;FRA;1988 Summer;1988;Summer;Seoul;Cycling
Aleksandr Petrovich Chernovyanov;M;29.0;200.0;95.0;?;RUS;2008 Summer;2008;Summer;Beijing;Handball
Artur Kamilevich Akhmatkhuzin;M;24.0;187.0;79.0;Russia;?;2012 Summer;2012;Summer;London;Fencing
?;M;26.0;185.0;79.0;United States;USA;2006 Winter;2006;?;Torino;Speed Skating
Anna Maria Ans Dekker (-Pieters);F;17.0;167.0;54.0;?;NED;1972 Summer;1972;Summer;?;Gymnastics
Pierre Browne;M;28.0;175.0;71.0;Canada;CAN;2008 Summer;2008;Summer;Beijing;Athletics
Mohamed Azreen Bahari;M;16.0;168.0;?;Malaysia;MAS;2000 Summer;2000;Summer;Sydney;Diving
Vigilio Fait;M;41.0;182.0;84.0;Italy;?;2004 Summer;2004;Summer;Athina;?
Hartmut Briesenick;M;?;191.0;?;East Germany;GDR;1972 Summer;?;?;Munich;Athletics
Chen Yibing;M;23.0;160.0;58.0;China;CHN;2008 Summer;2008;Summer;Beijing;Gymnastics
Chang Shou-Chung;?;29.0;?;?;Chinese Taipei;TPE;1984 Summer;1984;Summer;Los Angeles;Judo
Alemu Bekele Gebre;M;26.0;162.0;?;Bahrain;BRN;2016 Summer;2016;Summer;Rio de Janeiro;?
Eduardo Arrillaga Arjona;M;22.0;?;89.0;Mexico;MEX;1984 Summer;?;Summer;Los Angeles;Rowing
?;?;?;175.0;60.0;Australia;AUS;2016 Summer;2016;Summer;Rio de Janeiro;Athletics
Giovanni De Gennaro;M;24.0;185.0;80.0;Italy;ITA;2016 Summer;2016;Summer;Rio de Janeiro;Canoeing
Mirabella Viliamivna Akhunu;?;17.0;159.0;50.0;Ukraine;UKR;2004 Summer;2004;Summer;Athina;Gymnastics
Attila Decker;M;28.0;197.0;94.0;Hungary;HUN;2016 Summer;2016;Summer;Rio de Janeiro;Water Polo
Alfons Fons De Wolf;M;20.0;184.0;75.0;Belgium;BEL;1976 Summer;1976;?;Montreal;Cycling
Gregorio Aldo Arencibia Guerra;M;29.0;183.0;82.0;Cuba;CUB;1976 Summer;1976;Summer;Montreal;Cycling
Abdullah Roaei Al-Mabrouk;M;?;167.0;55.0;Saudi Arabia;KSA;1972 Summer;1972;Summer;Munich;Athletics
Anwar Mohamed Ali;M;25.0;170.0;58.0;Yemen;YEM;1996 Summer;1996;?;?;Athletics
Paolo Casarsa;M;29.0;192.0;91.0;?;?;2004 Summer;2004;Summer;Athina;Athletics
Nikola upin;?;21.0;188.0;82.0;Yugoslavia;YUG;1960 Summer;1960;Summer;Roma;?
Renn Jerome Crichlow;M;20.0;187.0;92.0;Canada;CAN;1988 Summer;1988;Summer;Seoul;Canoeing
Jacob Jorrit Bergsma;M;28.0;188.0;73.0;Netherlands;NED;2014 Winter;2014;Winter;Sochi;Speed Skating
Tyler Botha;M;25.0;196.0;96.0;South Africa;?;2006 Winter;2006;?;Torino;Skeleton
Patrick Pat Bouchard;M;24.0;177.0;78.0;Canada;CAN;1998 Winter;1998;Winter;Nagano;Speed Skating
Moussa Daweye;M;26.0;?;64.0;Niger;NIG;1984 Summer;1984;Summer;Los Angeles;Athletics
Anthony E. Tony Cosey;M;25.0;180.0;66.0;United States;USA;2000 Summer;2000;Summer;Sydney;Athletics
Elisngela Almeida de Oliveira;F;25.0;184.0;78.0;Brazil;BRA;2004 Summer;2004;Summer;Athina;Volleyball
Adolfo Consolini;M;?;183.0;100.0;?;ITA;1948 Summer;1948;?;London;Athletics
Andrei Baraba;M;26.0;179.0;65.0;Romania;ROU;1964 Summer;1964;Summer;Tokyo;Athletics
Jaime Bladas Santasusagna;M;28.0;168.0;70.0;Spain;ESP;?;1964;Summer;Tokyo;Shooting
Peter Michael Byrne;M;36.0;180.0;75.0;Canada;CAN;1972 Summer;1972;Summer;Munich;Sailing
Monica Johanna Petronella Monique Bolleboom;F;13.0;162.0;48.0;Netherlands;NED;1976 Summer;1976;Summer;Montreal;Gymnastics
Walter Bar;M;26.0;182.0;?;Switzerland;SUI;1964 Summer;1964;Summer;Tokyo;Fencing
Laila Solveig Egman-Andersson;F;22.0;168.0;59.0;Sweden;SWE;1964 Summer;1964;Summer;Tokyo;Gymnastics
Anna Yevgenyevna Batyushko;F;22.0;164.0;69.0;Belarus;BLR;2004 Summer;2004;Summer;Athina;Weightlifting
Grard Fenouil;M;23.0;177.0;72.0;France;FRA;1968 Summer;1968;Summer;Mexico City;Athletics
Mehrez Berriri;?;29.0;190.0;89.0;Tunisia;TUN;?;2004;Summer;Athina;?
Zbynk Fiala;M;24.0;188.0;79.0;Czechoslovakia;TCH;1988 Summer;1988;Summer;Seoul;Cycling
Giuseppe Carando;M;20.0;190.0;90.0;Italy;ITA;1984 Summer;1984;Summer;Los Angeles;Rowing
Martine Duvivier (-Jacquemin);F;19.0;171.0;56.0;France;FRA;1972 Summer;1972;Summer;Munich;Athletics
?;?;25.0;180.0;79.0;Hungary;HUN;2012 Summer;2012;Summer;London;Canoeing
Vesna Fabjan;?;24.0;?;62.0;Slovenia;SLO;2010 Winter;?;Winter;Vancouver;Cross Country Skiing
Cherrelle Fennell;F;17.0;157.0;52.0;Great Britain;GBR;2004 Summer;2004;?;Athina;Gymnastics
Philip Phil Brown;M;22.0;182.0;87.0;Canada;CAN;2014 Winter;2014;Winter;Sochi;Alpine Skiing
Baek Seung-Do;M;32.0;?;58.0;South Korea;KOR;2000 Summer;2000;Summer;?;Athletics
Albert Mikhaylovich Demchenko;M;26.0;?;95.0;Russia-2;RUS;?;1998;Winter;Nagano;Luge
Mark Daniel Coleman;M;27.0;185.0;100.0;United States;USA;1992 Summer;1992;Summer;Barcelona;?
Ivan aklec;M;32.0;173.0;75.0;Yugoslavia;YUG;1964 Summer;1964;Summer;Tokyo;Gymnastics
?;M;18.0;185.0;76.0;Hungary;HUN;1992 Summer;?;?;Barcelona;Swimming
Hlder Cavaco;?;23.0;165.0;65.0;Portugal;POR;?;1988;Summer;Seoul;Shooting
Tobias Dahm;M;29.0;205.0;124.0;Germany;GER;?;?;?;Rio de Janeiro;Athletics
Marios Athanasiadis;M;25.0;?;70.0;Cyprus;CYP;2012 Summer;2012;?;London;Cycling
Stphanie Falzon;F;29.0;170.0;68.0;France;?;2012 Summer;2012;Summer;London;Athletics
?;F;?;170.0;49.0;?;RUS;?;2000;Summer;Sydney;Swimming
Craig Robert Adair;M;21.0;?;81.0;New Zealand;NZL;1984 Summer;?;Summer;Los Angeles;Cycling
Margit Marta Bhler (-Tschikof);F;16.0;175.0;65.0;Liechtenstein;LIE;1968 Winter;1968;Winter;?;Alpine Skiing
Craig John Agena;M;23.0;170.0;66.0;United States;USA;1984 Summer;1984;Summer;Los Angeles;Judo
Thomas Tom Evenson;?;26.0;170.0;?;?;GBR;?;1936;Summer;Berlin;Athletics
Rdiger Borchardt;M;24.0;198.0;90.0;East Germany;GDR;1988 Summer;1988;?;Seoul;Handball
Rogrio Dutra Silva;?;?;178.0;73.0;?;BRA;?;2016;Summer;Rio de Janeiro;Tennis
Edward Czernik;M;24.0;181.0;82.0;Poland;POL;1964 Summer;1964;Summer;?;Athletics
?;F;21.0;165.0;51.0;Thailand;THA;2004 Summer;2004;Summer;Athina;Athletics
Khalid Bashir;M;24.0;177.0;65.0;Pakistan;PAK;1992 Summer;1992;Summer;Barcelona;Hockey
Daniele Cesaretti;M;18.0;176.0;68.0;San Marino;SMR;1972 Summer;1972;Summer;?;Cycling
Csaba Csutors;M;27.0;186.0;84.0;Hungary;HUN;1964 Summer;1964;Summer;Tokyo;Athletics
Karen Cashman (-Lehmann);F;22.0;165.0;61.0;United States;?;1994 Winter;1994;Winter;Lillehammer;Short Track Speed Skating
Valeri Belenki;?;22.0;163.0;59.0;Unified Team;EUN;1992 Summer;1992;Summer;Barcelona;Gymnastics
Choi Myong-Hui;F;14.0;135.0;25.0;North Korea;PRK;1980 Summer;1980;Summer;Moskva;Gymnastics
Kenneth Ken Campbell;M;19.0;184.0;76.0;Canada;CAN;?;1968;Summer;Mexico City;Swimming
Romana Dubnov (Block-);F;29.0;178.0;58.0;Czech Republic;CZE;2008 Summer;2008;Summer;Beijing;Athletics
?;?;19.0;173.0;67.0;Italy;ITA;1972 Summer;1972;Summer;?;Gymnastics
Mikhail Ivanovich Burtsev;M;32.0;?;74.0;Soviet Union;URS;1988 Summer;1988;Summer;Seoul;Fencing
Galina isakovov (-Beskrovnaj);F;33.0;169.0;?;Slovakia;SVK;1996 Summer;1996;Summer;Atlanta;Athletics
Antonio Corell Fornet;M;22.0;174.0;78.0;Spain;ESP;1972 Summer;1972;Summer;Munich;Swimming
David Aebischer;M;24.0;186.0;85.0;Switzerland;SUI;2002 Winter;2002;Winter;Salt Lake City;Ice Hockey
Pieralberto Carrara;M;27.0;173.0;57.0;Italy;ITA;1994 Winter;1994;Winter;Lillehammer;Biathlon
?;?;23.0;158.0;45.0;Italy;ITA;1992 Winter;1992;Winter;Albertville;?
Valerio Checchi;M;29.0;180.0;73.0;Italy;ITA;2010 Winter;2010;Winter;Vancouver;Cross Country Skiing
Ccilia Berder;F;26.0;171.0;65.0;France;FRA;2016 Summer;2016;Summer;Rio de Janeiro;Fencing
?;M;29.0;173.0;75.0;?;USA;2016 Summer;?;Summer;Rio de Janeiro;Gymnastics
Anua Ctun;?;27.0;155.0;44.0;Romania;ROU;1996 Summer;1996;Summer;Atlanta;Athletics
sa Nilla Maria Fischer;?;32.0;?;68.0;Sweden;SWE;2016 Summer;2016;Summer;Rio de Janeiro;Football
Ibrahim Tanko Braimah;M;25.0;175.0;74.0;Ghana;GHA;2004 Summer;2004;Summer;Athina;Athletics
Sbastien Darrigade;M;24.0;?;68.0;France;FRA;1996 Summer;1996;Summer;Atlanta;Gymnastics
Ilario Di Bu;M;34.0;175.0;90.0;Italy;ITA;2000 Summer;2000;Summer;Sydney;Archery
Ingrid Margareta Almqvist;F;29.0;162.0;57.0;Sweden;SWE;1956 Summer;1956;Summer;Melbourne;Athletics
Yury Milanovich Danilochkin;M;22.0;182.0;78.0;Belarus;?;2014 Winter;2014;?;Sochi;Alpine Skiing
Lubomr Buchta;?;30.0;194.0;87.0;Czech Republic;CZE;1998 Winter;1998;Winter;Nagano;Cross Country Skiing
Alenka Dovan;F;25.0;164.0;60.0;Slovenia;SLO;2002 Winter;2002;Winter;Salt Lake City;Alpine Skiing
Shae-Lynn Bourne (-Morozov);F;18.0;163.0;53.0;?;CAN;1994 Winter;1994;Winter;Lillehammer;Figure Skating
Anatoly Mikhaylovich Bykov;M;22.0;170.0;74.0;Soviet Union;URS;1976 Summer;1976;Summer;Montreal;Wrestling
Nikia Hillarie Deveaux;F;18.0;165.0;62.0;Bahamas;BAH;2004 Summer;2004;Summer;Athina;Swimming
Dariusz Baranowski;M;24.0;177.0;79.0;Poland;POL;1996 Summer;1996;Summer;?;Cycling
Maria Helena Pacheco Cunha;F;16.0;168.0;63.0;Portugal;POR;1960 Summer;1960;Summer;Roma;Gymnastics
Juha Kalevi Dahllund;M;26.0;181.0;75.0;Finland;FIN;1980 Summer;1980;Summer;Moskva;Football
Charlotte Bonin;F;29.0;173.0;60.0;Italy;?;2016 Summer;2016;Summer;Rio de Janeiro;Triathlon
Barbara Barthel;F;27.0;?;63.0;West Germany;FRG;1968 Winter;1968;Winter;?;Cross Country Skiing
?;M;26.0;172.0;65.0;Finland;?;1952 Winter;1952;?;Oslo;Alpine Skiing
Atanas Vasilev Atanasov;M;21.0;179.0;77.0;Bulgaria;BUL;?;1956;Summer;Melbourne;Basketball
va Csulik (Boz-);F;26.0;170.0;61.0;Hungary;HUN;?;1980;Summer;Moskva;Handball
Andrew Clough;M;22.0;180.0;?;Great Britain-1;GBR;1992 Summer;1992;Summer;Barcelona;Canoeing
An Kum-Ae;F;32.0;160.0;52.0;North Korea;PRK;2012 Summer;2012;Summer;London;Judo
Herman Boelen;?;25.0;190.0;76.0;Netherlands;NED;1964 Summer;1964;Summer;?;Rowing
?;M;25.0;186.0;90.0;Russia;RUS;2000 Summer;2000;Summer;Sydney;Athletics
Amparo Caicedo Mina;F;23.0;?;50.0;Colombia;COL;1988 Summer;1988;Summer;Seoul;Athletics
Evan Bates;M;20.0;188.0;81.0;United States-3;USA;2010 Winter;2010;Winter;Vancouver;?
Vanessa Czarnecki;F;24.0;165.0;68.0;Greece;GRE;2004 Summer;2004;Summer;?;Softball
Stphanie Brieussel;F;42.0;169.0;55.0;France;FRA;2016 Summer;2016;Summer;Rio de Janeiro;Equestrianism
Antonio Candreva;M;21.0;180.0;?;Italy;ITA;2008 Summer;2008;Summer;Beijing;Football
Michael Jay Mike Burton;M;21.0;?;70.0;United States;USA;1968 Summer;1968;Summer;Mexico City;?
Stefano Battistelli;M;22.0;176.0;61.0;Italy;ITA;1992 Summer;1992;?;?;Swimming
Hugo Dietsche;M;29.0;165.0;68.0;?;SUI;1992 Summer;1992;?;Barcelona;?
Sylvaine Deltour;F;22.0;168.0;63.0;France;FRA;1976 Summer;1976;Summer;Montreal;Canoeing
Imke Duplitzer;F;36.0;186.0;79.0;Germany;?;2012 Summer;2012;Summer;London;Fencing
Marshall Scott Avener;M;25.0;170.0;55.0;United States;USA;1976 Summer;1976;Summer;Montreal;Gymnastics
Peter Blang;M;35.0;205.0;94.0;?;NED;2000 Summer;2000;Summer;Sydney;?
Martina Boesler (-Kirchner -Wieduwilt);?;23.0;175.0;70.0;East Germany;GDR;1980 Summer;?;Summer;Moskva;Rowing
Mitsuhiro Abiko;M;19.0;169.0;62.0;Japan;JPN;2008 Summer;2008;Summer;Beijing;Athletics
Uwe Eisenreich;M;25.0;189.0;?;West Germany-2;FRG;1984 Winter;1984;Winter;Sarajevo;Bobsleigh
Irene Karine Dalby;?;21.0;181.0;?;Norway;NOR;1992 Summer;1992;Summer;Barcelona;Swimming
Dashtserengiin Saintsetseg;F;17.0;166.0;54.0;Mongolia;MGL;2008 Summer;2008;Summer;Beijing;?
Daniel Biveson;?;?;175.0;79.0;Sweden;SWE;2002 Winter;2002;Winter;Salt Lake City;Snowboarding
Valery Aleksandrovich Abramov;M;23.0;173.0;61.0;Soviet Union;URS;1980 Summer;1980;Summer;Moskva;Athletics
Bertino Alves de Souza;M;?;170.0;75.0;Brazil;BRA;1972 Summer;1972;Summer;Munich;Shooting
Donald Cobley;M;28.0;172.0;68.0;?;?;1956 Summer;1956;?;Melbourne;Modern Pentathlon
Jos Amado Fernandes;M;25.0;175.0;?;Portugal;?;1960 Summer;1960;Summer;?;Fencing
Guy Duraffourg;M;31.0;180.0;75.0;France;FRA;1968 Winter;1968;Winter;Grenoble;Biathlon
Bjrn Bergvall;M;21.0;182.0;75.0;Sirene;NOR;1960 Summer;?;Summer;Roma;Sailing
Kenneth Frederick Ken Buffin;?;28.0;163.0;64.0;Great Britain;GBR;?;1952;Summer;Helsinki;Gymnastics
Khaled Al-Mudhaf;M;38.0;?;105.0;Individual Olympic Athletes;IOA;2016 Summer;2016;Summer;Rio de Janeiro;Shooting
?;M;23.0;190.0;73.0;West Germany;FRG;1988 Winter;1988;Winter;Calgary;Speed Skating
Malcolm Mac Cone;M;43.0;188.0;82.0;Canada;CAN;1996 Summer;?;Summer;Atlanta;Equestrianism
Toma opi;?;34.0;173.0;63.0;?;SLO;2004 Summer;2004;Summer;Athina;Sailing
Chen Feng-Min;M;30.0;172.0;80.0;Chinese Taipei;TPE;2008 Summer;2008;Summer;Beijing;?
Nancy Arendt-Kemp;F;19.0;169.0;55.0;Luxembourg;?;1988 Summer;1988;Summer;Seoul;Swimming
Francesco Casagrande;M;?;171.0;64.0;Italy;ITA;1996 Summer;1996;Summer;Atlanta;Cycling
Andrzej Wojciech Fiedor;?;22.0;181.0;81.0;Poland;POL;1968 Winter;1968;Winter;?;Biathlon
?;M;26.0;190.0;84.0;United States;USA;1928 Summer;1928;Summer;Amsterdam;Rowing
Nelson Fernndez Alonso;M;18.0;157.0;72.0;Cuba;CUB;1976 Summer;1976;Summer;Montreal;Gymnastics
Dominique Damiani;?;31.0;162.0;56.0;France;FRA;1984 Summer;1984;Summer;?;Cycling
Azzedine Basbas;M;21.0;165.0;56.0;?;?;1988 Summer;1988;Summer;Seoul;Weightlifting
Istvn Aranyos;M;26.0;169.0;63.0;Hungary;HUN;1968 Summer;1968;Summer;?;Gymnastics
Caroline Brunet;F;35.0;175.0;70.0;Canada;CAN;2004 Summer;2004;Summer;Athina;Canoeing
Catherine Bertone;F;44.0;160.0;45.0;Italy;ITA;2016 Summer;?;Summer;Rio de Janeiro;Athletics
Bjarne Amore Ansbl;M;23.0;172.0;72.0;Denmark;DEN;1960 Summer;?;?;?;Wrestling
Nataa Bajin-ljepica;F;26.0;157.0;49.0;Yugoslavia;YUG;1972 Summer;1972;Summer;Munich;Gymnastics
Daniel Bowker;M;28.0;191.0;89.0;Australia;AUS;2016 Summer;2016;Summer;Rio de Janeiro;?
Marian Drgulescu;M;23.0;?;64.0;Romania;ROU;2004 Summer;2004;Summer;Athina;Gymnastics
Jennifer Barbara Jenny Donnet;F;17.0;164.0;56.0;Australia;?;1980 Summer;1980;Summer;Moskva;?
Jessica Charmoore Cosby (-Toruga);F;26.0;173.0;79.0;United States;USA;2008 Summer;2008;Summer;Beijing;Athletics
Matthew Arneborg;M;17.0;173.0;67.0;British Virgin Islands;IVB;?;1988;Summer;Seoul;Sailing
?;F;26.0;168.0;58.0;?;JAM;2008 Summer;2008;Summer;Beijing;Athletics
Anne Briand-Bouthiaux;F;23.0;174.0;52.0;France;FRA;1992 Winter;1992;Winter;Albertville;Biathlon
Elizabeth Anne Beth Botsford;F;15.0;165.0;49.0;United States;USA;1996 Summer;1996;Summer;Atlanta;Swimming
Maxime Chataignier;M;25.0;165.0;65.0;France;FRA;2014 Winter;?;Winter;Sochi;Short Track Speed Skating
Shirley Frances Babashoff;F;15.0;?;67.0;United States;USA;1972 Summer;1972;Summer;Munich;Swimming
Albta Dufkov;?;18.0;?;60.0;Czech Republic;CZE;2008 Summer;?;Summer;?;Synchronized Swimming
Raymond Tyler Ray Downey;M;23.0;177.0;71.0;Canada;CAN;1992 Summer;1992;Summer;Barcelona;Boxing
Pentti Kalervo Eskola;M;26.0;182.0;73.0;Finland;FIN;1964 Summer;1964;?;Tokyo;Athletics
Fabin Ferrari;M;?;181.0;71.0;?;ARG;1984 Summer;1984;Summer;Los Angeles;Swimming
Oksana Anatolyevna Dorodnova;F;22.0;178.0;?;Russia;RUS;1996 Summer;1996;?;Atlanta;Rowing
Sergey Anatolyevich Bukreyev;M;28.0;183.0;72.0;Russia;?;2004 Summer;2004;Summer;Athina;Rowing
Antoine Xavier Adams;M;23.0;180.0;79.0;Saint Kitts and Nevis;SKN;2012 Summer;?;Summer;London;Athletics
Eugen Georg Oskar Ekman;?;26.0;178.0;71.0;Finland;FIN;1964 Summer;?;Summer;Tokyo;Gymnastics
Jess I. Feliciano Amadeo;M;36.0;170.0;74.0;Puerto Rico;PUR;1992 Summer;1992;Summer;Barcelona;Baseball
Corrado Dal Fabbro;M;26.0;172.0;84.0;Italy-2;ITA;1972 Winter;1972;Winter;Sapporo;Bobsleigh
Anna Aleksandre Dogonadze-Lilkendey;F;?;158.0;52.0;Germany;GER;2012 Summer;2012;Summer;London;Trampolining
Dedeh Erawati;F;28.0;167.0;55.0;Indonesia;INA;2008 Summer;2008;Summer;Beijing;Athletics
Carol Cummings (-Kellum);F;26.0;162.0;50.0;Jamaica;JAM;1976 Summer;1976;Summer;?;Athletics
Chiang Peng-Lung;M;32.0;184.0;?;Chinese Taipei;TPE;?;?;Summer;Beijing;Table Tennis
Vincent Franois Marie Defrasne;M;32.0;174.0;63.0;?;FRA;2010 Winter;2010;Winter;?;Biathlon
Jos Luz Zequinha Barbosa;M;27.0;184.0;68.0;Brazil;BRA;?;1988;Summer;Seoul;Athletics
Eric John Blake;M;22.0;177.0;71.0;Great Britain;GBR;1968 Summer;1968;Summer;Mexico City;Boxing
Christian Coleman;M;20.0;175.0;72.0;United States;USA;?;2016;Summer;Rio de Janeiro;?
?;M;26.0;174.0;61.0;Australia;AUS;1968 Summer;1968;Summer;?;Athletics
Kobala Vithanage Damayanthi Dharsha;F;25.0;169.0;58.0;Sri Lanka;SRI;2000 Summer;2000;Summer;Sydney;Athletics
?;M;26.0;?;68.0;Switzerland;SUI;1960 Winter;1960;Winter;Squaw Valley;Cross Country Skiing
Aleksandra Georgiyevna Chudina;F;28.0;?;73.0;Soviet Union;URS;?;1952;Summer;Helsinki;Athletics
Timothy John Tim Caldwell;M;30.0;183.0;79.0;United States;USA;1984 Winter;1984;Winter;Sarajevo;Cross Country Skiing
?;?;?;210.0;118.0;Italy;ITA;2004 Summer;2004;Summer;Athina;Basketball
Lyne Hlne Bessette (-Johnson);F;25.0;178.0;61.0;Canada;CAN;2000 Summer;?;?;Sydney;Cycling
?;F;?;167.0;54.0;Canada;CAN;2000 Summer;2000;Summer;Sydney;Synchronized Swimming
Roland Dalhuser;M;22.0;191.0;?;Switzerland;SUI;1980 Summer;1980;Summer;?;Athletics
Abdellah Falil;?;32.0;163.0;63.0;Morocco;MAR;?;2008;?;Beijing;Athletics
Samuel Costa;M;?;?;53.0;Italy;?;2014 Winter;2014;Winter;Sochi;Nordic Combined
Stphan Malcolm Caron;M;18.0;200.0;82.0;?;FRA;1984 Summer;1984;Summer;Los Angeles;?
Yves Crettenand;M;?;175.0;76.0;France;FRA;1992 Winter;1992;Winter;Albertville;Ice Hockey
Mathias Behounek;M;26.0;186.0;95.0;Germany;GER;2002 Winter;2002;?;?;Snowboarding
Sylvia Burka (-Lovell);F;25.0;170.0;68.0;Canada;CAN;1980 Winter;1980;?;Lake Placid;Speed Skating
Jos Luis Espinosa Mares;M;31.0;179.0;75.0;Mexico;MEX;1972 Summer;1972;Summer;Munich;Boxing
Martin Neil Bell;M;27.0;180.0;82.0;Great Britain;GBR;1992 Winter;1992;Winter;Albertville;Alpine Skiing
Donald William Brook;M;50.0;175.0;92.0;Australia;AUS;1988 Summer;1988;?;Seoul;Shooting
Beatrice Nicoleta Coad-Claru;?;25.0;170.0;64.0;Romania;ROU;2000 Summer;2000;Summer;Sydney;Swimming
Francis Johann Wilhelm Franz Duhne;M;19.0;168.0;?;?;GER;1900 Summer;1900;Summer;Paris;Athletics
Tami Lee Bruce (-Armstrong);F;21.0;170.0;62.0;United States;USA;1988 Summer;1988;Summer;Seoul;Swimming
Teja erne;F;19.0;173.0;64.0;Slovenia;SLO;2004 Summer;2004;Summer;Athina;Sailing
Vronique Dugailly;F;26.0;169.0;56.0;Belgium;BEL;1994 Winter;1994;Winter;Lillehammer;Alpine Skiing
Michelle Denee Carter;F;26.0;176.0;136.0;United States;USA;2012 Summer;2012;Summer;London;Athletics
Yaro Dachniwsky;M;33.0;190.0;84.0;United States;USA;1996 Summer;1996;Summer;Atlanta;Handball
Tendai Chimusasa;M;25.0;180.0;60.0;Zimbabwe;ZIM;1996 Summer;1996;Summer;Atlanta;Athletics
