?;nm0474774;Brothers;2015;?;6.5;?
?;?;?;?;?;5.7;?
?;?;Mr. Jones;?;7347;6.9;tt6828390
?;?;A Soldier's Revenge;2020;437;3.7;?
Matthew Modine;?;Mia and the Migoo;?;?;?;?
Spencer Garrett;nm0308208;?;?;?;7.5;tt0315983
?;nm0935541;?;?;?;7.0;?
?;?;Fragments;?;6921;?;tt0948547
Dakota Goyo;nm2023672;?;?;?;7.1;tt0433035
Fred Willard;nm0929609;This Is Spinal Tap;1984;?;?;?
?;nm0491402;?;?;21322;5.5;?
Don Swayze;?;Edge of Honor;?;339;?;?
John McIntire;?;War Arrow;1953;720;?;tt0046532
?;?;?;?;?;4.8;?
?;nm0001719;The Quiller Memorandum;1966;?;6.3;tt0060880
?;nm0524197;?;2013;1797;?;tt1462411
John Russell;nm0751245;?;?;4499;?;?
?;?;?;?;5415;5.9;tt0071508
Joseph Mawle;?;Made in Dagenham;2010;?;7.2;?
?;?;North;1994;13298;?;tt0110687
?;?;Ferocious;2013;?;?;tt1753821
?;nm3255459;?;2015;81590;6.3;tt1051904
?;?;?;?;?;?;tt0401787
Louis Gossett Jr.;?;?;?;314;?;tt0106925
?;nm5200476;Someone Marry Barry;2014;7381;?;?
Helen McCrory;?;?;?;52236;6.5;tt0402894
?;?;?;?;?;?;?
Bruce Bennett;?;A Stolen Life;?;3197;?;?
?;nm0001872;?;?;43462;?;tt1196141
Chris Marquette;nm0549815;?;?;241;?;?
?;?;Under the Silver Lake;2018;34395;?;tt5691670
Kate Dickie;nm0225483;The Witch;2015;?;?;?
?;?;?;2006;?;?;?
Dennis Franz;?;?;1978;?;?;?
John Larroquette;?;?;1995;21846;6.7;tt0114608
Anne Francis;?;Impasse;?;?;?;?
?;?;Chaplin;1992;54114;7.6;tt0103939
?;nm0001739;Divorce American Style;1967;1448;6.3;?
Danny Glover;?;Day of the Mummy;2014;824;2.5;tt3116438
Trine Dyrholm;?;P.O.V. - Point of View;?;167;5.4;tt0219876
Jenifer Lewis;?;?;?;?;?;?
Sabina Gadecki;nm2718712;The Experience;2019;?;4.8;?
Ethan Peck;nm0669656;?;?;?;6.1;?
?;nm0748620;?;?;4582;6.5;tt0401244
?;nm0000284;?;?;?;5.7;tt0817538
Freddie Highmore;nm0383603;The Vault;2021;3698;?;?
?;nm0005356;Kicking and Screaming;1995;12212;?;?
Katey Sagal;nm0005408;The Good Mother;1988;?;5.8;?
Mary Steenburgen;?;Philadelphia;1993;226332;7.7;tt0107818
?;nm0005517;?;?;?;6.6;?
?;?;?;2009;?;8.1;?
?;?;The Destructors;?;?;?;?
Gillian Jacobs;nm1843026;Gardens of the Night;?;4184;6.9;?
?;nm0922995;?;2017;232;5.8;?
Ron Lester;?;?;1999;?;6.5;?
Elinor Donahue;?;?;1950;276;6.3;?
Amanda Anka;nm0030136;?;?;40414;?;tt0316732
?;nm0001429;?;?;?;7.6;tt0266308
Gemma Jones;?;The Winslow Boy;?;7420;7.3;tt0155388
Hyun Bin;?;?;2004;?;6.1;tt0406713
?;?;?;?;9598;5.5;tt3282858
Fred Willard;?;Silver Streak;?;18007;?;?
?;?;?;?;156;4.6;?
?;nm0385346;Renegade;2004;10362;?;tt0276830
?;nm0462712;?;?;?;?;?
Joanna Cassidy;nm0001026;?;1987;?;?;?
Neil Morrissey;nm0607403;Run for Your Wife;?;756;?;tt1965057
Arnold Vosloo;?;Warrior Angels;?;317;4.1;tt0302017
Eamonn Walker;nm0907708;Unbreakable;2000;390007;?;tt0217869
?;?;Deadpool 2;?;489623;?;?
?;?;King of Kings;?;?;7.0;?
?;nm0470981;Plastic;?;7670;6.0;tt2556874
?;nm0238445;?;1954;704;6.0;tt0047582
?;nm0511798;Cauldron of Blood;1970;?;?;tt0061494
Sarita Choudhury;nm0002004;Admission;2013;33418;?;tt1814621
?;nm0000110;Pirate Radio;2009;?;?;?
Gabriel Byrne;?;Gothic;?;?;?;tt0091142
Ray Wise;?;?;2014;?;5.6;tt3279176
?;nm5077317;Cloro;?;?;?;tt4077742
?;?;Last Lives;?;?;3.9;tt0119499
?;?;?;?;29955;4.8;tt0326856
Frank Vincent;nm0898634;?;?;87075;6.9;?
?;?;Mother!;?;?;6.6;?
John Lithgow;?;?;?;803;?;?
?;nm0774386;?;?;?;4.8;?
Lainie Kazan;nm0443577;?;1999;595;?;tt0180303
?;nm0000579;?;2016;?;?;?
?;?;The Rose Technique;?;181;?;tt0283574
Bruce Glover;nm0323098;Hard Times;1975;?;?;tt0073092
Timothy Simons;?;The Hustle;2019;49034;?;tt1298644
Michael Dudikoff;?;Fury of the Fist and the Golden Fleece;2018;205;?;tt2490148
Matt Lucas;?;The Queen's Corgi;?;5688;?;?
?;?;Saw V;?;116071;5.8;tt1132626
?;?;Byzantium;2012;?;?;?
James Garner;nm0001258;The Thrill of It All;1963;4939;?;?
Scoot McNairy;nm1058940;12 Years a Slave;?;647726;?;?
Tom Berenger;nm0000297;?;2001;713;?;tt0268755
Jean-Claude Van Damme;?;Enemies Closer;?;?;5.2;?
Lawrence Gilliard Jr.;nm0319142;Simply Irresistible;?;13369;5.3;?
James Faulkner;?;?;?;?;4.5;tt0115976
Alexandra Shipp;nm3381295;?;2009;44310;4.5;tt1231580
Bonnie Somerville;?;Shades of Ray;?;?;7.0;tt0886531
?;?;?;1997;69285;6.1;?
?;nm1476601;22 Jump Street;2014;348489;?;?
?;?;?;?;97313;7.6;?
Groucho Marx;nm0000050;?;?;210;6.0;?
Eddie Steeples;?;Wristcutters: A Love Story;2006;?;?;?
Joseph Millson;nm0590243;Angel Has Fallen;2019;81169;6.4;?
?;?;Hum Kisi Se Kum Nahin;?;?;4.4;tt0320097
Clarence Williams III;?;Deep Cover;?;?;?;?
Jonathan Brandis;?;Ghost Dad;?;?;4.4;tt0099654
?;?;What's the Worst That Could Happen?;2001;?;?;?
?;?;?;?;?;?;tt0073906
?;?;How the Grinch Stole Christmas;2000;217220;6.2;tt0170016
Jamie Farr;?;Kismet;?;1378;?;?
?;nm0001373;?;1985;39190;?;?
Michaela Conlin;?;Baby Baby Baby;2015;?;5.8;?
?;nm0000652;?;?;?;5.9;?
?;?;Deadly Sanctuary;2017;?;3.5;tt3447876
?;?;?;?;?;?;tt0814255
?;nm0001999;Mr. Destiny;1990;11642;6.4;tt0100201
?;?;?;?;?;?;?
?;?;?;2012;?;6.5;tt1389096
?;nm0217936;?;?;527;?;tt1847615
Halle Berry;nm0000932;New Year's Eve;?;82579;?;?
?;?;Kya Love Story Hai;?;343;?;tt0887753
Martin Sheen;nm0000640;?;2004;203;?;tt0419858
Chris Eigeman;?;?;?;2006;?;tt0119717
Pablo Schreiber;nm1032567;?;2015;459;?;tt2633666
?;?;?;2018;31630;?;?
?;nm0810103;The Whole Ten Yards;2004;54359;5.5;tt0327247
John Cleese;?;?;?;?;6.4;tt0076770
Danielle Macdonald;?;Lady Bird;?;247035;7.4;?
Claire Forlani;nm0001231;?;2011;?;5.3;tt1519663
?;nm0000299;?;?;1616;?;?
?;nm0281956;?;?;6017;3.0;?
C. Thomas Howell;?;The Return of the Musketeers;?;?;6.0;?
?;nm0000158;?;?;?;7.8;tt1979376
?;?;Anchor and Hope;?;914;6.3;?
?;?;?;2003;139108;8.0;tt0276919
?;?;?;?;?;?;tt4701182
?;?;Hong Kong 97;?;?;?;?
John Robinson;?;The Amityville Murders;2018;?;4.7;?
?;?;?;2018;?;6.3;tt5431284
Ricardo Montalban;nm0001544;The Three Musketeers;?;215;?;?
?;?;The Forgotten;2004;?;5.8;tt0356618
Danny Webb;?;Crow;?;?;?;tt4114630
?;nm0335275;?;1996;?;?;?
Andrea Anders;nm1627969;Return to Zero;2014;903;6.4;tt2538130
M.C. Gainey;nm0301370;Breakdown;1997;50106;?;tt0118771
?;?;Random Hearts;1999;20131;?;tt0156934
Samantha Mathis;nm0000526;The Music of Chance;1993;?;7.1;tt0107623
Jennifer Robertson;?;Undercover Grandpa;2017;2061;5.2;tt3891538
Patrick Fabian;nm0264579;End Game;2006;?;?;tt0415778
?;nm0516093;The Nude Bomb;1980;3027;?;?
David Harbour;nm1092086;?;2015;?;6.9;?
Daran Norris;?;Jekyll;?;?;?;tt0393394
?;?;?;?;?;?;tt0207116
?;?;?;?;?;?;?
Fred Tatasciore;?;?;?;?;?;?
P.J. Byrne;nm0126260;?;?;?;?;?
Tina Louise;nm0001481;The Trap;1959;459;6.7;?
Javier Botet;nm2306701;Crimson Peak;2015;?;6.5;tt2554274
?;nm0365445;Southland Tales;?;?;?;?
Angelababy;?;?;2010;?;?;tt1519640
?;nm1175678;Wind Walkers;2015;259;3.5;?
Lloyd Bochner;?;The Dunwich Horror;1970;?;5.5;tt0065669
Luke Wilson;nm0005561;?;2004;?;5.9;tt0327437
?;nm0300824;?;?;525;4.9;?
Scott Eastwood;nm2207222;?;?;?;?;?
?;nm0131974;?;2002;339;5.5;?
Kathy Bates;nm0000870;North;?;13298;4.5;tt0110687
Laura Harris;?;?;1992;?;6.3;?
George Reeves;?;Four Wives;1939;563;?;?
?;nm0001608;Flags of our Fathers;2006;118171;?;?
Jonathan Del Arco;?;The Mambo Kings;?;?;6.4;tt0104802
Parker Posey;nm0000205;?;?;?;6.6;?
?;?;Happy Together;?;1617;6.0;?
Jessica Lange;nm0001448;Music Box;1989;7061;7.4;?
Jean Harlow;nm0001318;?;1932;1171;?;tt0022660
?;nm0940851;Easy;2003;1624;5.8;tt0379270
?;nm0001309;?;2016;52808;?;?
?;?;Boogie Nights;1997;?;?;?
Gina Philips;?;Breaking Free;?;305;6.6;tt0112575
?;nm0000267;Hawaii;1966;2700;?;tt0060491
Jeremy Irons;?;?;2021;?;8.2;?
Ola Rapace;?;?;?;384;?;?
?;?;Dear Lemon Lima;2009;1106;?;tt1242423
?;?;?;?;?;?;tt0119544
?;nm0569226;The Ballad of Gregorio Cortez;?;365;6.9;?
?;nm0000279;?;?;51507;?;?
?;nm0000653;Independence Day;?;531335;?;tt0116629
?;?;Two Can Play That Game;?;6371;6.2;tt0269341
John Corbett;?;The Silence;?;38732;5.3;tt7315484
?;nm1501738;Nancy Drew;?;?;?;?
Faye Dunaway;?;?;?;?;6.5;tt0064041
Ian Hart;nm0001324;?;1998;1566;?;tt0119802
Maury Sterling;?;?;?;50964;6.3;tt0251114
Eddie Izzard;?;?;2000;?;5.6;tt0191037
?;nm0538683;Cruel Game;2002;?;4.1;?
?;?;Pup Star: Better 2Gether;2017;192;4.7;?
Tom Wood;nm0940052;Avalon;1990;5820;7.2;tt0099073
Lake Bell;nm1128572;?;2010;?;5.4;tt1283887
Brad Dourif;nm0000374;Child's Play;?;88493;6.6;tt0094862
Kelly Macdonald;?;?;2011;?;?;tt1201607
?;nm0002121;?;?;?;?;?
Sean Penn;?;I'm Still Here;2010;?;?;tt1356864
Jason Momoa;?;Justice League;2017;?;?;tt0974015
?;nm0671567;Ant-Man and the Wasp;?;319007;7.0;tt5095030
Stellan Skarsgard;?;The Killing Gene;?;?;5.7;?
?;nm0000737;?;?;1163;6.4;tt0067168
Daryl Hannah;nm0000435;?;?;?;4.3;?
?;nm0000658;Music of the Heart;1999;?;6.8;?
?;nm0836121;?;2012;246853;7.3;?
Geoffrey Rush;?;?;2007;68233;6.8;tt0414055
Aunjanue Ellis;nm0254712;?;2016;20203;6.4;?
Claudette Colbert;nm0001055;It Happened One Night;1934;95109;8.1;?
David Morse;?;Mother and Child;2009;?;?;?
Jessica Hecht;?;?;2007;?;?;tt0758784
Hill Harper;nm0004991;?;2015;?;?;?
Ann Magnuson;?;?;?;?;?;?
?;nm0123632;Mariachi Gringo;?;?;6.2;?
?;?;Hostel: Part II;?;85938;?;?
?;nm0001262;?;?;?;7.2;tt0401711
?;nm0099054;?;1975;332;6.8;tt0073529
?;nm0001577;The Voice of Bugle Ann;1936;209;?;tt0028471
?;?;Ever After: A Cinderella Story;1998;?;7.0;tt0120631
Christopher Lee;nm0000489;?;1968;8113;7.0;tt0062885
Jennifer Elise Cox;?;Poolboy: Drowning Out the Fury;?;?;4.8;tt1693843
?;?;?;1933;?;7.5;tt0024772
?;?;Satisfaction;?;?;?;?
?;nm0593258;?;1998;?;?;tt0119304
?;nm2197298;Born a Champion;?;?;?;?
Erica Leerhsen;nm0498713;Little Athens;?;926;5.5;?
Dylan Baker;?;Oxygen;1999;?;?;?
Emilio Estevez;nm0000389;?;?;41122;?;?
?;nm0609845;Tully;?;1855;7.2;tt0212604
Bing Russell;nm0751032;?;1966;2091;?;?
Steve Guttenberg;nm0000430;Police Academy 3: Back in Training;1986;?;5.4;?
?;nm0356021;?;2017;34762;6.2;tt3564472
Logan Paul;?;?;?;1869;?;tt5716848
Laura Spencer;nm3189010;Black Box;?;176;?;?
?;?;?;?;2500;5.4;tt1266036
Viggo Mortensen;?;?;?;3900;5.8;tt0095904
?;?;The Institute;2017;?;4.2;tt5788136
?;?;?;?;?;?;tt0043955
Dylan Sprayberry;?;Man of Steel;?;708780;?;?
?;?;Choking Man;?;526;5.9;?
?;?;?;?;2868;?;tt2381931
Adrian Grenier;nm0004978;?;?;6560;?;?
?;nm0756083;The Unbelievable Truth;?;?;7.3;?
?;?;Spiders;2000;2757;4.0;?
?;nm1715275;Zambezia;2012;?;5.8;?
?;?;Shining Through;1992;?;6.5;?
Billy Jayne;nm0419747;Demonwarp;?;?;?;?
Ted Raimi;nm0001646;Postcards from the Edge;1990;15747;6.7;tt0100395
?;?;?;?;?;7.0;tt5689056
?;nm0790071;Rented Lips;1988;?;3.9;tt0095978
?;?;?;2006;2149;6.5;tt0480251
?;nm0199842;?;1999;455;6.3;tt0181534
?;nm0461136;Berlin I Love You;2019;2647;?;?
?;nm0238628;?;?;225;4.6;tt0473043
?;nm3629668;?;?;?;?;tt1650043
?;?;Dickie Roberts: Former Child Star;2003;?;5.6;tt0325258
?;nm0000651;A Home at the End of the World;2004;13194;6.7;?
?;?;Up the Academy;?;1570;?;?
Grace Gummer;nm3501146;?;?;?;7.1;?
?;?;Being;?;?;2.8;tt3877590
David Patrick Kelly;nm0446314;Dreamscape;?;?;?;tt0087175
?;?;The Doe Boy;?;259;7.0;?
Dave Foley;nm0004929;?;?;532307;?;tt0120363
?;nm0403134;?;2005;275;5.3;?
?;?;Steel City;?;537;?;tt0439833
Woody Harrelson;nm0000437;The Sunchaser;?;?;6.2;tt0117781
?;nm0000469;?;?;?;6.2;?
?;?;?;?;29295;6.5;tt0360009
?;nm0733427;Small Soldiers;?;?;6.2;?
?;nm0001136;Marnie;1964;?;?;?
?;?;Skipped Parts;?;?;?;tt0209322
Vincent Perez;?;Fanfan;1993;2756;6.9;?
Martin Balsam;?;Two-Minute Warning;1976;?;6.2;?
Aasif Mandvi;nm0541902;?;?;?;5.6;?
?;?;?;?;?;?;tt4871018
Jack Huston;nm1658935;The Garden of Eden;?;?;?;tt1031243
Mark Hamill;?;?;?;?;5.7;?
Mary Elizabeth McGlynn;nm0569479;?;1997;348804;8.4;tt0119698
?;?;Tangled;2001;2340;?;tt0238137
Blake Clark;nm0163703;Click;2006;308139;6.4;tt0389860
Sarah Burns;?;Brother Nature;?;1254;?;?
?;?;Monk Comes Down the Mountain;2015;1486;?;?
Tania Raymonde;?;?;2020;?;4.7;tt11946300
?;?;5th Passenger;2017;?;3.2;tt3165632
?;nm0004898;?;?;48986;6.6;tt0116126
?;?;Stage to Thunder Rock;?;?;5.6;tt0058612
?;?;?;?;799753;8.2;tt0095016
?;?;?;2001;388;4.9;tt0209486
M. Night Shyamalan;?;?;1999;?;?;tt0167404
Hemky Madera;nm0534822;Pimp Bullies;?;227;?;?
?;nm1395532;?;?;?;?;tt0347304
?;?;?;2005;?;7.2;tt0428038
?;?;Ratcatcher;?;?;?;tt0171685
Mathieu Amalric;nm0023832;Michou d'Auber;?;?;?;tt0478705
Ben Mendelsohn;nm0578853;?;2014;?;?;tt1528100
?;?;?;1993;?;?;tt0107147
?;?;The Mean Season;?;?;?;tt0089572
Richard Grieco;nm0001298;?;1995;?;4.4;tt0112843
?;?;Barnyard;?;?;5.6;?
Tom Skerritt;?;?;?;?;?;?
?;nm0359430;The Dark Mile;2017;?;4.1;?
?;?;Live by Night;?;?;6.4;?
?;nm0089710;?;2003;1339;4.7;?
?;nm0001305;?;2014;9153;5.6;tt2251281
Shirley Temple;?;?;1936;?;7.1;?
James Brolin;?;The Car;?;?;6.2;tt0075809
Alain Delon;?;?;1967;?;?;?
?;nm0949835;?;1933;?;6.0;tt0023945
?;?;9 Fingers;2017;306;5.2;?
?;nm0000419;?;?;?;?;?
?;?;?;1979;2445;?;?
?;nm0000142;?;?;?;?;tt0066999
?;?;Some Kind of Hero;?;?;?;?
?;?;Napoleon Dynamite;?;?;?;tt0374900
Robert De Niro;nm0000134;Raging Bull;?;?;?;?
?;?;?;2011;32971;?;tt1440345
?;nm0001600;?;?;3426;5.4;?
?;nm0175262;The Boondock Saints;?;?;?;?
?;nm0479471;?;?;9744;4.8;?
Vivica A. Fox;?;?;?;99176;?;tt0096969
Jimmy Fallon;nm0266422;Anything Else;2003;?;6.3;tt0313792
?;?;?;1988;33824;?;tt0095444
Emile Hirsch;?;The Outsider;?;?;6.3;?
?;nm1834115;?;?;650154;?;tt1270798
Corin Nemec;?;Drone Wars;2016;376;?;?
?;?;?;1952;1603;6.7;?
Ian McNeice;?;?;2002;511;?;tt0243904
Sophie Nelisse;nm4563869;Monsieur Lazhar;2011;?;7.5;?
Joanna Kulig;nm2251846;?;?;53892;7.4;tt2718492
Whoopi Goldberg;?;?;?;?;4.8;?
Luke Evans;?;Robin Hood;?;?;6.6;?
?;?;Ted 2;2015;?;?;?
James Marsden;nm0005188;?;?;?;4.7;tt0110676
Sasha Frolova;nm6205739;Little Women;?;?;7.8;?
?;nm0773973;?;2009;25365;6.9;tt0810784
Gina Holden;nm1248373;LA Apocalypse;2015;?;?;tt3312936
?;nm0569479;?;2011;4352;?;?
Ben Daniels;nm0199842;Doom;?;?;?;tt0419706
?;nm0603402;?;1976;?;7.6;?
Fredric March;nm0545298;?;1942;?;7.1;?
?;nm0001417;?;?;7637;6.9;?
?;?;?;2004;?;5.6;?
?;?;S. Darko;2009;?;?;?
Ian Holm;nm0000453;?;?;2443;?;?
Fay Wray;?;?;?;?;6.4;tt0025948
?;?;Broken Bridges;2006;?;?;?
Kristin Scott Thomas;nm0000218;Leaving;2009;4065;?;?
John Cassavetes;?;?;1955;637;6.2;?
Katharine Ross;?;They Only Kill Their Masters;?;1027;?;?
Alex Jennings;nm0421105;?;?;?;7.3;tt2404181
?;nm0675950;?;1998;?;4.8;tt0144255
Colman Domingo;nm0231458;?;?;15535;?;tt0349467
?;nm0000641;The Quick and the Dead;1995;?;?;tt0114214
Catherine Hicks;nm0382819;Eight Days a Week;?;?;?;?
?;nm0513281;?;?;?;?;?
?;nm0000020;?;1968;8518;?;tt0062755
?;nm0903272;?;?;29001;6.9;?
?;?;The Lost World: Jurassic Park;?;382490;6.6;?
?;nm1209966;?;2012;286858;6.6;?
John Diehl;?;Singularity Principle;2013;161;?;tt1773617
?;?;Broadway Melody of 1940;?;?;7.4;?
?;?;Sixteen Candles;1984;?;?;?
?;?;Baby Face;1933;?;7.6;?
?;?;4.3.2.1.;?;10375;?;tt1514041
?;nm0000271;?;?;738;?;?
?;?;?;1952;4069;?;?
Maggie Smith;nm0001749;Young Cassidy;1965;?;?;?
Linda Blair;?;?;1981;?;5.8;?
?;?;?;?;?;6.6;?
?;?;?;?;421664;7.7;?
Patty McCormack;nm0566478;House of Deadly Secrets;?;?;?;tt7930006
?;?;The Devil Is a Woman;1935;?;?;tt0026276
Matt Dallas;nm1678720;Alaska Is a Drag;2017;?;?;tt4341390
?;nm0000901;?;2000;?;?;?
Darren McGavin;?;?;1976;?;6.6;?
June Lockhart;nm0001478;T-Men;1947;3279;?;tt0039881
Luke Arnold;nm2315197;Deadman Standing;2018;?;?;tt5604902
Doug Hutchison;nm0006535;The Green Mile;?;1163069;?;tt0120689
?;?;Avengers: Infinity War;?;860288;?;?
?;?;First We Take Brooklyn;?;?;3.9;?
Alan Arkin;nm0000273;Simon;1980;764;?;?
?;?;The Frighteners;1996;?;?;?
Blair Brown;?;One-Trick Pony;1980;614;?;?
Teresa Palmer;nm1954240;Ride Like a Girl;2019;?;?;?
?;?;The Twilight Saga: Breaking Dawn - Part 2;?;?;?;?
Dominic Cooper;nm1002641;Mamma Mia! Here We Go Again;?;81885;?;?
Elke Sommer;?;?;?;?;5.4;?
Bette Midler;?;Freak Show;?;?;?;?
Tom Burlinson;nm0001979;?;?;?;5.6;?
?;?;A Fare to Remember;?;?;6.0;?
?;nm0656929;Teeth;2007;41758;?;?
?;nm0593192;?;1953;?;?;tt0046202
James Earl Jones;?;?;?;?;?;?
Dan Bakkedahl;nm2045884;?;?;12089;6.0;?
Elizabeth Berrington;?;?;2016;2872;6.1;?
?;nm0001656;Saturday's Hero;1951;?;?;?
Zachary Quinto;?;?;?;?;?;tt10199914
?;?;?;2009;11878;5.7;?
Celia Weston;nm0922927;?;?;3418;6.6;?
?;nm0001420;Gunfight at Comanche Creek;1963;?;6.2;?
James Roday Rodriguez;?;Baby Baby Baby;?;688;5.8;tt3829884
?;nm0004626;?;2008;4958;?;tt0995752
John C. Reilly;?;Sing;2016;135885;7.1;?
?;?;?;2011;78934;6.7;?
?;?;Johnny Cool;1963;?;?;?
Bingbing Fan;nm1549063;Shinjuku Incident;?;11784;?;?
Richard Conte;?;?;?;184;6.0;?
?;?;Toy Story 3;2010;?;8.2;?
Debbie Allen;nm0000739;?;1995;?;4.4;tt0114068
?;?;The Stray;?;?;?;tt5342904
Elsa Pataky;?;Manuale d'amore 2 (Capitoli successivi);?;1990;5.6;tt0847745
Robert Blake;nm0086706;Apache War Smoke;1952;176;5.8;tt0044369
Catherine Keener;?;?;?;?;5.7;tt0436331
?;nm0717157;?;?;?;?;?
?;nm0001059;Nuns on the Run;?;?;?;?
Emily Beecham;nm2387806;?;2019;2647;?;?
Herve Villechaize;?;The Man with the Golden Gun;1974;?;?;?
?;?;Ella Enchanted;?;?;?;?
?;?;Slavers;?;125;4.6;?
?;nm1568512;One Kine Day;?;104;?;tt1438214
Christopher Plummer;?;?;1981;769;?;tt0082005
Kate Lyn Sheil;?;?;2019;?;5.7;?
Joan Hickson;?;?;?;235;?;?
?;?;Please Stand By;?;11007;6.7;tt4652650
Chauncey Leopardi;?;Coldwater;2013;4023;?;tt2198956
Colm Meaney;nm0000538;One Chance;2013;?;?;?
Glenn Morshower;?;After Earth;?;192543;?;tt1815862
Danny Trejo;nm0001803;Wedlock;1991;?;?;?
Dennis Quaid;nm0000598;?;?;11369;?;?
Beatrice Dalle;nm0001095;?;?;1470;?;tt2811878
?;?;Picking Up the Pieces;2000;?;4.8;?
?;?;?;?;?;6.0;?
?;?;?;2010;530;?;tt1343740
?;nm0751518;Cowboys & Aliens;?;208961;?;?
Lizzie Brochere;nm1227053;Rings;?;?;?;?
?;?;?;2004;12020;?;tt0340012
?;?;Bridesmaids;?;270768;?;tt1478338
?;nm0322407;?;?;1344;?;?
Tom Savini;nm0767741;?;2005;1096;?;tt0417686
?;nm0000562;?;?;?;6.4;?
Richard Kind;nm0454236;Bewitched;?;69671;?;?
?;?;City Heat;1984;?;5.5;?
?;nm0267812;Breaking and Entering;2006;?;6.5;tt0443456
John C. Reilly;nm0000604;Chicago Cab;1997;1847;?;?
?;nm0000103;?;1997;?;6.0;tt0118603
?;nm4360085;?;2014;1560;6.2;?
Famke Janssen;nm0000463;?;2011;1129;5.9;tt1155060
Wanda De Jesus;?;?;1995;253;4.8;tt0112626
Phyllis Logan;nm0517642;Soft Top Hard Shoulder;?;?;6.4;?
Mae Whitman;nm0926165;?;2015;?;?;?
?;nm0002077;?;?;?;6.7;tt0120483
David Patrick Kelly;?;?;1985;147913;6.8;?
?;nm0875861;Boston Blackie Goes Hollywood;1942;388;?;?
Bob Hoskins;nm0001364;Maid in Manhattan;2002;?;5.3;tt0252076
?;nm0001416;Simpatico;1999;3325;4.7;?
Jeffrey Hunter;?;Dimension 5;1966;253;?;tt0060311
Raymond J. Barry;nm0000855;?;1987;?;?;?
Michael Ansara;?;?;?;?;6.2;tt0036579
?;nm0000634;Your Past Is Showing;1957;?;6.9;tt0050749
Alec Baldwin;nm0000285;Elizabethtown;?;67764;6.4;tt0368709
John Glover;?;Night of the Running Man;?;1451;5.9;tt0110668
Michelle Gomez;nm0327056;The Wedding Video;?;?;?;tt2035670
?;nm0851317;?;2006;37236;5.8;tt0429589
?;nm0002989;?;1997;?;?;?
?;?;Gettysburg;?;26209;7.6;?
Susan Strasberg;nm0001782;?;?;?;5.8;?
Mary Kay Place;nm0005316;?;2016;11771;?;?
?;?;?;?;337;6.5;tt0026338
?;nm4359664;Every Secret Thing;2014;?;?;tt1706598
Mickey Rooney;?;Love Finds Andy Hardy;1938;?;6.8;tt0030386
?;?;?;?;?;?;?
Selena Gomez;nm1411125;?;2016;?;?;?
?;?;3:15;1986;593;?;?
?;?;Dracula 2000;?;32278;?;tt0219653
Roger Rees;?;The Invasion;2007;?;?;?
Steve Coogan;?;Tales of the Riverbank;?;?;4.9;?
?;?;?;?;?;5.7;?
Jeremy Davies;nm0001111;?;?;?;?;?
Laurence Olivier;?;Inchon;?;?;?;?
Sophie Colquhoun;?;?;?;701;?;tt3592750
?;nm0428121;?;1995;507;6.1;tt0113044
Martin Kove;?;?;2019;?;6.1;tt9894470
Billy Zane;?;?;2010;964;2.0;tt1244588
?;?;Some Girl;?;827;?;?
Bruno Kirby;?;Where the Buffalo Roam;1980;11207;6.7;?
Patti LuPone;?;?;1989;100539;7.3;?
Mickey Rooney;?;Summer Holiday;1948;508;5.8;?
?;?;?;2010;?;?;?
?;?;?;2019;?;1.5;?
?;nm0005112;Any Given Sunday;1999;112789;?;tt0146838
Saskia Reeves;?;?;?;2155;6.2;tt0119565
?;?;CIA II: Target Alexa;1993;?;?;tt0109360
Dabbs Greer;?;?;?;1667;?;tt0044075
Dabbs Greer;?;?;?;12996;?;?
Jonathan Loughran;nm0521781;Little Nicky;?;99677;5.3;tt0185431
Haley Joel Osment;?;Secondhand Lions;2003;52844;?;tt0327137
Pete Postlethwaite;nm0000592;Closing the Ring;2007;?;?;tt0488380
Demian Bichir;nm0065007;Death in Buenos Aires;2014;1977;?;tt3621802
?;?;Reckless;?;?;?;tt0026914
Christiane Paul;?;Eltern;?;?;6.7;tt2633110
Gerard Butler;nm0124930;?;?;?;6.1;?
Ian Hart;nm0001324;Blind Flight;?;659;?;?
Steven Berkoff;?;?;?;?;7.8;tt1568346
?;?;A Wedding;1978;?;7.1;?
Kristen Wiig;nm1325419;?;2014;?;6.8;?
?;?;Dolphin Tale 2;2014;8454;6.4;tt2978462
Rico Rodriguez;?;?;?;?;4.3;?
?;?;Eksik;?;286;5.8;?
Woody Harrelson;nm0000437;?;?;5256;?;tt0783608
?;?;?;2006;239;?;?
?;?;?;?;721;?;tt0122743
Olga Kurylenko;?;?;?;?;?;tt1020558
?;nm0000553;?;?;?;5.0;?
Orlando Bloom;?;Romans;2017;1037;?;tt5200368
?;?;The Last Word;2008;?;6.2;?
Hope Davis;nm0204706;?;1996;?;?;tt0117102
?;nm0095478;?;?;?;?;?
?;nm0000018;?;1951;?;?;tt0043276
?;nm0339428;?;1963;861;?;?
Gary Lewis;nm0507207;?;?;?;7.3;tt0111149
Carice van Houten;nm0396924;Dorothy Mills;2008;5418;6.0;?
Rory Kinnear;?;Wild Target;?;36373;6.8;?
?;?;Necessary Roughness;?;?;?;?
Phylicia Rashad;?;?;?;12590;5.9;?
Khalil Kain;nm0435074;?;1994;16799;6.2;tt0110971
?;nm0949574;?;?;16434;?;?
?;nm3147751;?;2017;77377;?;?
