China;Hebei Airlines Company LTD;2015;?;?;Dec;2013;East Asia;1;1
USA;?;?;CF;737-800;?;2000;North America;4;?
Germany;?;1986;?;757-200;Jan;1986;Europe;1;1
USA;Polaris Aircraft Leasing;1991;PW;MD-80;May;1989;North America;?;?
?;Vistara;?;?;787-9;Oct;2018;?;?;?
Philippines;Philippine Airlines;1968;PW;?;?;?;Southeast Asia;1;1
United Arab Emirates;flydubai;?;CF;737-800;Jul;?;Middle East;6;6
?;Air Jamaica-See CBL;1974;PW;DC-9;?;1973;Caribbean;1;1
Japan;Atlantis Aviation Corporation;2021;GE;787-9;?;2018;East Asia;2;2
?;Northwest-Merged w Delta;?;?;?;Jan;?;North America;?;2
China;Cathay Pacific Airways;1990;RR;?;Feb;1990;?;1;?
USA;Oak Hill;2012;GE;777F;Apr;?;North America;2;2
Slovenia;Adria Airways d.d.;1970;PW;DC-9;Mar;1969;Europe;1;1
?;MG Aviation Limited;?;RR;787-9;Jul;?;Middle East;?;2
?;?;1995;?;MD-80;?;?;Europe;2;?
?;?;1968;PW;DC-9;?;?;Europe;10;?
?;Aviation Capital Group;?;CF;?;Jan;2008;North America;?;2
Nepal;Nepal Airlines Corporation;1987;RR;757-200;?;1986;South Asia;?;1
?;?;1996;CF;737-300;Jan;1996;Europe;1;1
?;Alaska Airlines;1981;PW;737-200;Jan;?;?;?;2
?;Republic of Portugal;1971;?;?;Jan;1971;Europe;2;2
Brazil;Cruzeiro;1975;?;737-200;May;1974;South America;6;6
?;East African Airways;1971;?;?;Apr;1970;Africa;2;2
?;NASA;?;PW;737-100;Mar;?;North America;?;1
USA;BDS USAF Tanker Program;2018;PW;?;Jan;2017;North America;?;?
Gabon;?;?;PW;737-200;Apr;1977;Africa;1;?
?;Hainan Airlines Holding;2009;CF;737-800;?;2006;East Asia;1;?
China;Air China Cargo;?;GE;777F;?;?;?;1;1
USA;Delta Air Lines;1966;PW;?;?;1965;North America;1;?
?;?;2005;CF;?;Feb;2004;Europe;2;?
Saudi Arabia;?;1983;PW;727;?;1983;?;1;1
?;Air Zimbabwe;1990;?;767-200ER;Mar;?;?;?;1
?;Transtar Airlines Corporation;1982;?;MD-80;?;1982;?;2;2
USA;?;?;CF;737-700;Dec;1996;North America;?;3
Brazil;Transbrasil;?;GE;767-200;Jul;1981;South America;3;?
USA;Pan Am World Airways;?;PW;?;Jan;1969;?;6;6
?;?;2011;GE;777-200LR;Mar;2009;Africa;?;?
Portugal;Air Atlantis;?;PW;DC-8;Apr;1969;Europe;?;1
Romania;?;2001;CF;737-700;Jun;1999;Europe;2;2
Australia;Jetstar - Duplicated (See JSA);?;RR;717-200;Feb;?;?;1;1
El Salvador;Avianca El Salvador;1986;GE;767-200;May;1986;?;?;?
Gibraltar;GB Airways;1998;CF;737-300;Mar;1997;?;?;?
Saudi Arabia;?;?;PW;?;?;1965;Middle East;3;3
?;Sberbank Leasing;2018;CF;?;Feb;2017;Europe;?;4
Australia;Qantas Airways;?;?;747-200;Jan;1980;?;?;2
?;City Bird;1998;GE;?;May;1997;?;?;1
Czech Republic;Smartwings a.s.;?;CF;737 MAX;?;2013;Europe;?;1
China;?;?;PW;747-400F;Feb;2001;East Asia;?;2
?;?;1999;CF;737-500;May;?;?;1;?
?;Handlingair Establishment;1975;PW;727;Feb;1974;North America;?;?
Dominican Republic;?;1975;PW;?;Apr;1975;Caribbean;1;?
Switzerland;Flightlease;2000;PW;?;Dec;?;Europe;4;4
Germany;Lufthansa;1968;?;?;Jan;1968;Europe;?;?
USA;Miami Air;2006;CF;737-800;Dec;2004;North America;?;1
China;Ruili Airlines;2014;CF;737-700;Dec;2013;East Asia;1;1
Ireland;?;2013;?;737-800;Oct;2010;?;?;3
?;Nok Air;2016;?;?;May;2014;?;?;?
?;United States Navy;2011;CF;?;Jan;2011;North America;2;?
Belgium;Trans European Airways;1979;PW;737-200;Feb;1979;?;1;1
Belgium;Air Belgium;?;CF;737-400;?;1988;Europe;1;?
USA;?;?;PW;727;Apr;1969;North America;2;?
USA;?;2000;GE;747-400F;Feb;1999;?;2;?
Australia;BDS Australia P-8;2018;CF;737-800A;Jan;2016;Oceania;?;1
Jamaica;?;1969;PW;?;Jan;?;Caribbean;2;?
China;?;2018;?;?;Apr;2017;?;2;2
Yemen;Alyemen Airlines;1984;PW;?;?;?;Middle East;2;?
Canada;Canadian Air Force;1970;PW;707/720;Feb;1970;North America;4;4
Turkey;SunExpress Airlines;2015;CF;737-800;Feb;?;Europe;5;?
?;Reno Air;?;RR;MD-90;Jan;1996;North America;?;?
Brazil;Cruzeiro;1971;PW;?;Jun;1970;South America;3;3
USA;Southern Airways - USA (Inacti;1967;PW;?;Jun;1965;North America;3;?
Colombia;Avianca;1967;PW;727;?;1966;South America;?;?
Sudan;Sudan Airways;1975;?;737-200;Dec;1974;?;2;2
?;Texas Air Corporation;1974;PW;?;?;1973;North America;?;1
?;West Coast Airlines - UK (Inac;1966;PW;DC-9;Feb;1965;Europe;3;3
?;?;?;PW;747-200;Jan;?;Middle East;1;?
Japan;?;2005;GE;747-400F;Jan;2004;?;2;2
Turkey;Cyprus Turkish Airlines (KTHY);?;RR;?;?;1996;Europe;2;2
?;Martinair Cargo;1973;GE;?;?;1972;Europe;1;1
?;Avianca;?;PW;727;Jan;1967;?;?;2
?;?;1991;CF;?;May;?;?;1;?
Yemen;Yemenia;?;PW;727;?;1979;Middle East;?;?
Japan;Nippon Cargo Airlines;2006;?;?;Jan;2004;East Asia;?;1
USA;Trans Carib Air;?;GE;DC-8;Mar;?;North America;?;1
USA;?;1972;GE;DC-10;?;1972;North America;2;2
Oman;Oman Air (SAOC);2022;CF;737 MAX;Mar;2021;Middle East;2;2
Angola;?;2007;CF;?;Dec;2005;?;1;1
Cyprus;?;2017;?;?;Jul;?;Europe;?;?
?;Air Tanzania;1979;PW;737-200;Mar;1978;Africa;1;1
Jordan;Hashemite Kingdom of Jordan;1980;PW;727;Sep;?;?;1;?
?;Presidential Flight;1999;GE;?;Nov;?;?;1;1
China;Air China Southwest Branch;1994;CF;?;?;?;?;?;2
?;Linjeflyg;?;?;737-500;?;?;Europe;?;?
USA;Boeing Capital Corporation;2019;GE;777F;?;2018;?;1;1
?;easyJet;2002;CF;737-700;?;2000;Europe;4;4
Australia;?;2003;?;?;Oct;?;?;1;1
Morocco;Royal Moroccan Air Force;1982;PW;707/720;?;?;Africa;?;1
United Kingdom;TUI Travel PLC;1994;RR;?;?;1993;Europe;4;?
Australia;?;?;?;727;Feb;?;Oceania;?;?
?;Air Austral;2011;GE;777-200LR;?;2010;?;1;1
?;?;1973;PW;DC-9;Mar;?;North America;?;1
?;Starflite Corporation;?;RR;?;Dec;?;North America;1;?
USA;Executive Jet Aviation;?;PW;707/720;Nov;?;North America;2;2
Turkey;Sky Airlines;2009;?;?;?;2006;Europe;2;2
?;Dream Aviation Ltd.;1999;GE;?;Nov;?;?;1;?
USA;?;?;GE;?;?;2018;?;1;1
Brazil;Varig Airlines;1974;GE;DC-10;Jan;1974;South America;?;?
Austria;?;2001;?;737-700;Jan;1999;Europe;2;2
Cameroon;Cameroon Airlines;1985;?;?;Jan;1985;Africa;1;?
USA;Panagra Cargo;1966;PW;?;Nov;1965;North America;1;?
?;?;1987;PW;737-200;?;1986;Europe;1;1
?;Lion Air;2014;CF;737-900ER;Feb;2008;Southeast Asia;4;4
Serbia;Air Serbia;1974;?;727;?;?;Europe;?;1
?;?;2011;?;737-800;Mar;2006;Europe;2;2
USA;DHL;2019;GE;777F;Jun;2018;North America;4;4
Italy;Italian Air Force Tanker;?;GE;767-200ER;Apr;?;?;?;1
?;Air Madagascar;?;PW;737-200;Mar;1972;?;1;1
United Kingdom;?;?;PW;?;Mar;1981;Europe;1;?
South Korea;?;2010;PW;777-200ER;Jan;2008;?;1;1
Equatorial Guinea;Ceiba Intercontinental;?;?;737-800;Aug;2010;Africa;3;3
Turkey;Turkish Air Force Peace Eagle;?;?;737-700W;Aug;2003;Europe;1;1
?;easyJet;?;CF;?;Mar;2000;Europe;7;7
Denmark;Maersk Air;1989;CF;737-300;?;1989;?;1;1
?;China Xinhua Airlines;?;CF;737-300;Aug;1992;East Asia;1;1
Australia;Australian Airlines Limited;1992;?;?;?;?;Oceania;2;2
USA;McDonnell Douglas;1981;PW;MD-80;Jan;1980;?;1;?
?;Thai Airways International;1995;?;747-400;Mar;1992;Southeast Asia;1;1
Ireland;Timaero Ireland Limited;?;CF;737 MAX;Jan;2014;Europe;?;2
Russian Federation;UTair Aviation;2013;CF;?;Sep;2011;Europe;?;?
China;Donghai Airlines;2015;CF;?;?;?;East Asia;4;4
?;AirBridgeCargo Airlines;2016;?;747-8F;Mar;?;Europe;2;?
Bahamas;?;?;PW;737-200;Feb;?;?;?;1
United Kingdom;MyTravel Airways;1997;RR;757-200;May;1996;Europe;1;1
USA;?;1960;PW;DC-8;Oct;1955;?;3;3
Czech Republic;?;?;?;737-800;Sep;?;Europe;2;2
USA;UPS;1996;?;?;?;1993;North America;?;10
?;?;1975;PW;707/720;?;1975;North America;1;1
Indonesia;Lion Air;2014;?;737-800;Feb;2008;?;16;16
Ireland;GPA Group;?;CF;737-500;Jan;1988;Europe;2;?
?;?;?;?;737-200;Jan;1977;Africa;1;1
Canada;Transair (Inactive);1970;?;?;Nov;1968;North America;2;2
?;ATAircraft One;?;PW;?;Jan;1966;North America;3;3
Yemen;Yemenia;1976;PW;?;Jun;?;Middle East;1;1
China;?;?;RR;MD-90;Dec;1992;East Asia;?;3
Singapore;BOC Aviation Limited;2017;CF;?;?;?;Southeast Asia;2;2
Taiwan;UNI Airways;1998;RR;MD-90;Oct;1998;Southeast Asia;4;4
China;Okay Airways Company Limited;2017;?;737-800;May;?;?;1;?
USA;Atlas Air Inc.;?;?;747-400F;Jun;1997;North America;5;5
Japan;?;?;CF;737-800;Jun;2009;East Asia;2;2
USA;NAS Aviation Services LLC;1996;CF;737-400;Jan;1996;North America;3;3
?;?;1992;CF;737-500;Mar;1992;Europe;5;?
Turkmenistan;Turkmenhowayollary Agency;?;?;?;Jan;?;Central Asia;1;?
India;Air India;1968;?;707/720;Jan;1967;?;1;1
USA;TWA;1966;PW;?;Jan;?;North America;?;?
USA;?;1968;GE;?;?;?;North America;?;?
China;Air China Southwest Branch;1993;?;737-300;?;?;East Asia;?;1
France;Air-Lib;1991;?;MD-80;?;?;Europe;2;2
United Kingdom;Jet2.com Ltd;2017;?;?;Sep;2015;Europe;14;?
USA;Wien Air Alaska;?;PW;?;Jan;?;North America;1;1
Netherlands;Air France-KLM Group;2016;GE;777-300ER;May;2014;?;1;1
Netherlands;Transavia Airlines;1989;CF;737-300;Mar;1988;Europe;2;2
Australia;Qantas Airways;?;RR;747-100;Jan;1980;Oceania;2;2
United Kingdom;Orion Airways;1982;PW;737-200;?;?;Europe;1;?
Kazakhstan;Air Astana;2014;?;767-300ER;Feb;2012;?;1;1
Singapore;SilkAir;?;CF;737-800;?;2012;Southeast Asia;8;8
USA;DHL Aviation Americas;2022;GE;777F;?;2020;?;?;1
Tajikistan;Somon Air;?;?;737-900ER;?;?;Central Asia;2;2
?;Virgin Australia Airlines;2005;CF;737-800;Jan;?;Oceania;?;2
Canada;Air Canada;?;?;747-100;Jan;1973;?;1;1
Germany;?;?;PW;MD-80;Oct;1985;Europe;?;1
USA;Essex Wire Corp.;1969;PW;737-200;Sep;1969;North America;1;1
?;AVIOGENEX;?;?;737-200;Oct;1987;?;?;1
Ireland;?;1988;PW;?;Jan;1988;Europe;1;1
?;LATAM Airlines Group;2009;GE;767-300ER;Jan;2007;?;2;2
?;Pacific Northern;1962;PW;707/720;Apr;?;?;2;2
?;Rolls-Royce A/C Management;?;?;757-200;Aug;?;Europe;4;?
?;Mauritania Airlines;2017;?;737 MAX;Nov;2016;?;?;1
China;Everbright Financial Leasing;2016;?;737-800;?;?;East Asia;1;1
?;Virgin Atlantic Airways;2015;RR;?;?;2007;Europe;?;7
?;United States Navy;2002;CF;?;Jan;2001;North America;1;1
USA;Air Florida;1980;?;?;?;1979;?;?;?
United Kingdom;BDS UK P-8;2020;CF;737-800A;?;2018;Europe;3;3
?;SMBC Aviation Capital;?;?;737 MAX;Jan;2018;?;?;1
Luxembourg;?;?;?;747-400F;Jan;?;Europe;1;1
Italy;Air Trading 92;1990;PW;MD-80;?;1987;Europe;?;2
?;Aero Trasporti Italiani;?;PW;DC-9;Feb;1969;Europe;1;?
Tanzania United Republic of;Tanzania;?;RR;787-8;?;2016;Africa;1;?
Ireland;Standard Chartered Aviation Fi;?;CF;737-800;Apr;2016;Europe;?;7
Norway;Busy Bee;1979;PW;?;?;1979;Europe;1;?
Portugal;TAP Portugal;?;PW;707/720;?;?;Europe;1;1
Saudi Arabia;Albaraka;?;CF;737-400;Oct;1989;?;1;1
Uruguay;PLUNA;1969;PW;?;Dec;1969;South America;?;?
Angola;SonAir;2008;?;737-700;Jun;2006;?;?;1
China;Ruili Airlines;?;CF;?;May;2014;?;?;1
Poland;LOT Polish Airlines;?;?;787-8;?;2007;Europe;?;?
?;American Airlines;1975;PW;727;Jan;1974;North America;6;6
Taiwan;Hwa-Hsia Leasing;?;RR;MD-90;Jun;?;?;3;?
France;Continent Air Paris;1988;?;?;Dec;1986;Europe;3;?
Angola;TAAG Angola Airlines;1985;PW;?;?;1985;Africa;?;?
?;Transavia Airlines;1987;CF;737-300;Jan;1986;?;1;1
Sweden;?;1988;PW;?;?;1986;Europe;1;?
?;Royal Thai Air Force;?;CF;737-400;Feb;1995;Southeast Asia;?;1
Fiji;Fiji Airways;2021;CF;?;?;2017;Oceania;3;3
Australia;Ansett Australia;1969;?;727;Feb;1969;?;1;?
Canada;?;?;PW;737-200;Jan;1975;North America;?;2
Venezuela;VIASA;1969;?;DC-8;?;1967;South America;1;1
Brazil;GOL Linhas Aereas;?;CF;?;Jan;2005;South America;?;4
?;Unidentified Customer(s);?;GE;777F;Jan;?;Unidentified;?;?
Afghanistan;Ariana Afghan Airlines;1970;PW;?;?;1969;Central Asia;1;?
Indonesia;Pelita Air Service;?;PW;?;Dec;?;Southeast Asia;1;?
China;CATIC;?;?;?;Mar;1990;East Asia;?;?
Spain;AVIACO;1974;PW;DC-9;?;1973;?;4;4
Germany;?;1971;PW;747-200;Apr;?;?;1;1
China;China Eastern Yunnan Airlines;1986;?;737-300;Jan;1985;?;1;1
USA;Business Jet / VIP Customer(s);?;?;?;?;?;North America;1;1
Norway;Norwegian Air Shuttle;2017;CF;737 MAX;Jan;2012;?;?;6
USA;TWA;?;PW;?;Jan;1957;?;4;?
?;Air New Zealand;1975;GE;?;Feb;1974;Oceania;2;2
Taiwan;Mandarin Airlines;1995;PW;747-400;?;1994;Southeast Asia;1;1
?;?;?;BR;717-200;Apr;2002;North America;?;?
?;Shanghai Airlines;1994;PW;767-300;?;1993;?;?;1
Chile;LADECO;1981;PW;737-200;May;1980;South America;?;?
USA;BDS U.S. Navy (P-8A Poseidon);2020;CF;?;Jan;?;North America;3;3
Sweden;KB Flygplanet;1988;PW;MD-80;Feb;1988;?;1;1
USA;?;?;?;727;Aug;?;North America;?;2
USA;ARAMCO Associated Company;2000;?;737-700;Dec;?;North America;3;3
?;?;1992;?;767-300ER;Jul;1991;Europe;3;3
?;?;1961;PW;DC-8;Oct;1955;South America;2;2
?;Sterling Air A/S;1990;RR;?;?;?;Europe;?;?
?;Suedflug;?;PW;DC-9;?;1966;Europe;2;2
Ecuador;?;1981;PW;?;Oct;1981;South America;?;1
?;?;1963;?;DC-8;Feb;1963;?;?;1
Singapore;BOC Aviation Limited;?;CF;737-800;Feb;2015;?;?;?
Denmark;Maersk Air;?;PW;737-200;?;?;Europe;2;?
USA;?;1963;PW;?;Jan;?;?;1;1
?;?;1969;?;737-200;Jan;1968;North America;3;3
Taiwan;EVA Air;1995;GE;?;Jan;?;Southeast Asia;1;?
?;Ethiopian Airlines Group;1987;?;737-200;Jan;?;Africa;1;1
China;Bank of Communications Leasing;2015;?;737-800;?;2013;East Asia;3;3
USA;Voyager Aviation Aircraft Leas;?;GE;777-300ER;?;2014;North America;2;2
United Kingdom;?;1992;CF;737-400;Apr;?;Europe;1;1
?;MyTravel Airways;1994;GE;767-300ER;Aug;?;Europe;?;2
?;Middle East Airlines;1975;PW;?;Jun;1974;Middle East;3;3
Brazil;VASP Airlines;1980;?;727;?;1980;?;4;?
South Korea;Korean Air;1979;?;747-200;?;1978;East Asia;1;?
Mexico;VivaAerobus;?;CF;737-300;?;1989;?;2;2
USA;Universal Airlines;?;?;?;Sep;1966;North America;2;?
?;Purdue Airlines;1969;PW;DC-9;Jun;1967;North America;1;?
?;Republic Airlines;1981;PW;727;May;?;?;3;3
