017XX N HALSTED ST;0620;?;?;STREET;?;?;?;43.0;7.0
070XX S NORMAL BLVD;?;BATTERY;SIMPLE;STREET;0;0;?;6.0;68.0
?;1320;CRIMINAL DAMAGE;?;?;?;0;8.0;13.0;64.0
?;0484;BATTERY;?;SCHOOL PRIVATE BUILDING;?;0;10.0;28.0;30.0
010XX N CROSBY ST;0810;THEFT;OVER $500;CHURCH/SYNAGOGUE/PLACE OF WORSHIP;0;0;18.0;27.0;8.0
?;0486;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;0;1;3.0;5.0;?
027XX W SUNNYSIDE AVE;?;THEFT;OVER $500;RESIDENCE;0;0;17.0;33.0;14.0
086XX S INGLESIDE AVE;4387;OTHER OFFENSE;VIOLATE ORDER OF PROTECTION;APARTMENT;1;?;6.0;?;?
015XX S KEELER AVE;031B;?;ARMED: OTHER FIREARM;?;0;0;10.0;24.0;?
015XX N MASSASOIT AVE;1121;?;?;RESIDENCE;0;?;?;29.0;?
067XX S THROOP ST;0630;BURGLARY;ATTEMPT FORCIBLE ENTRY;APARTMENT;0;?;7.0;17.0;67.0
007XX E 131ST ST;?;?;?;?;0;?;?;?;54.0
?;143A;WEAPONS VIOLATION;?;?;?;?;3.0;5.0;43.0
?;143A;WEAPONS VIOLATION;UNLAWFUL POSS OF HANDGUN;STREET;1;0;11.0;24.0;29.0
033XX W DOUGLAS BLVD;0486;BATTERY;?;?;0;?;10.0;24.0;?
?;0460;BATTERY;SIMPLE;DEPARTMENT STORE;0;0;9.0;12.0;61.0
016XX W SHERWIN AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;?;0;?;?;?
012XX N KEDZIE AVE;?;?;$500 AND UNDER;?;0;0;14.0;26.0;23.0
015XX N ROCKWELL ST;041A;BATTERY;AGGRAVATED: HANDGUN;SIDEWALK;?;0;14.0;26.0;24.0
078XX S MARSHFIELD AVE;?;BURGLARY;UNLAWFUL ENTRY;APARTMENT;?;0;?;17.0;71.0
047XX N WHIPPLE ST;0486;BATTERY;?;APARTMENT;0;?;17.0;33.0;14.0
007XX S LAVERGNE AVE;0820;?;$500 AND UNDER;?;?;1;?;?;25.0
?;1310;CRIMINAL DAMAGE;TO PROPERTY;?;?;1;7.0;?;67.0
?;?;?;STRONGARM - NO WEAPON;?;0;?;2.0;4.0;35.0
?;?;BATTERY;AGGRAVATED: OTHER DANG WEAPON;OTHER;1;0;14.0;35.0;?
059XX W RICE ST;?;CRIMINAL DAMAGE;TO VEHICLE;?;?;1;?;29.0;25.0
?;0486;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;0;?;?;8.0;44.0
049XX W VAN BUREN ST;1310;CRIMINAL DAMAGE;TO PROPERTY;APARTMENT;1;1;?;24.0;25.0
012XX W 87TH ST;0820;THEFT;$500 AND UNDER;?;?;0;6.0;21.0;?
003XX N GREEN ST;0810;THEFT;OVER $500;PARKING LOT/GARAGE(NON.RESID.);0;0;12.0;?;28.0
021XX N MOODY AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;1;1;?;29.0;?
009XX N CALIFORNIA AVE;031A;ROBBERY;?;BAR OR TAVERN;0;?;?;26.0;?
014XX W BELMONT AVE;?;?;KEEP PLACE OF PROSTITUTION;OTHER;1;0;19.0;?;6.0
020XX E 95TH ST;0910;MOTOR VEHICLE THEFT;?;SMALL RETAIL STORE;1;?;?;7.0;51.0
052XX W LAKE ST;?;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;?;1;15.0;?;25.0
061XX S BISHOP ST;?;ASSAULT;?;?;?;0;?;16.0;67.0
035XX N HARLEM AVE;?;BATTERY;?;STREET;0;0;16.0;?;17.0
001XX N ABERDEEN ST;0820;THEFT;$500 AND UNDER;?;?;0;12.0;?;28.0
006XX E MARQUETTE RD;0486;BATTERY;DOMESTIC BATTERY SIMPLE;?;1;?;?;?;42.0
?;?;MOTOR VEHICLE THEFT;AUTOMOBILE;?;0;0;8.0;?;?
037XX W 64TH ST;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;?;?;?;13.0;?
?;0650;BURGLARY;?;?;0;?;?;8.0;?
064XX W NORTH AVE;1122;DECEPTIVE PRACTICE;COUNTERFEIT CHECK;?;?;?;?;36.0;25.0
049XX N ST LOUIS AVE;0486;?;DOMESTIC BATTERY SIMPLE;APARTMENT;0;1;17.0;39.0;14.0
019XX N CLYBOURN AVE;0860;THEFT;?;SMALL RETAIL STORE;?;0;18.0;32.0;7.0
?;?;BURGLARY;FORCIBLE ENTRY;?;?;0;6.0;17.0;69.0
?;0930;?;THEFT/RECOVERY: AUTOMOBILE;STREET;0;?;8.0;?;70.0
?;?;?;?;STREET;?;?;24.0;50.0;2.0
057XX S MARSHFIELD AVE;2825;OTHER OFFENSE;?;RESIDENCE;0;0;?;?;?
?;?;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;?;0;5.0;9.0;?
028XX W 59TH ST;?;?;AGGRAVATED: HANDGUN;?;0;?;8.0;16.0;?
084XX S THROOP ST;1310;CRIMINAL DAMAGE;?;RESIDENCE;0;1;6.0;21.0;71.0
026XX W 21ST PL;0620;BURGLARY;UNLAWFUL ENTRY;?;?;0;10.0;28.0;30.0
068XX S CARPENTER ST;0820;THEFT;$500 AND UNDER;?;0;0;7.0;17.0;68.0
?;?;PROSTITUTION;SOLICIT ON PUBLIC WAY;STREET;1;0;?;24.0;?
079XX S GREENWOOD AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;?;1;6.0;?;?
028XX W SHAKESPEARE AVE;0325;?;VEHICULAR HIJACKING;ALLEY;0;?;14.0;35.0;22.0
004XX W 66TH ST;0486;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;?;1;7.0;?;68.0
079XX S WESTERN AVE;0810;THEFT;?;PARKING LOT/GARAGE(NON.RESID.);0;?;?;18.0;70.0
?;3731;?;OBSTRUCTING IDENTIFICATION;?;?;0;4.0;?;46.0
?;4625;?;?;STREET;1;0;?;25.0;31.0
031XX S MICHIGAN AVE;0580;STALKING;?;?;?;1;?;3.0;35.0
?;0820;THEFT;$500 AND UNDER;STREET;0;0;14.0;1.0;22.0
?;?;BURGLARY;FORCIBLE ENTRY;RESIDENCE;0;0;24.0;49.0;77.0
043XX N KIMBALL AVE;2017;NARCOTICS;?;PARKING LOT/GARAGE(NON.RESID.);1;?;17.0;33.0;16.0
020XX W CHICAGO AVE;?;THEFT;?;GROCERY FOOD STORE;0;0;?;?;24.0
0000X W LAKE ST;1150;DECEPTIVE PRACTICE;?;STREET;0;?;1.0;42.0;32.0
035XX W NORTH AVE;0860;THEFT;RETAIL THEFT;GAS STATION;1;0;?;?;23.0
013XX W 82ND ST;2825;OTHER OFFENSE;HARASSMENT BY TELEPHONE;APARTMENT;0;1;6.0;21.0;?
034XX S BELL AVE;1121;DECEPTIVE PRACTICE;COUNTERFEITING DOCUMENT;RESIDENCE;?;0;?;?;59.0
008XX W WELLINGTON AVE;?;CRIMINAL DAMAGE;TO VEHICLE;?;0;?;?;?;?
040XX N DRAKE AVE;5002;OTHER OFFENSE;OTHER VEHICLE OFFENSE;?;0;0;17.0;?;16.0
084XX S COTTAGE GROVE AVE;0820;THEFT;$500 AND UNDER;OTHER;0;0;6.0;8.0;?
041XX S EMERALD AVE;1320;CRIMINAL DAMAGE;?;STREET;?;0;9.0;?;?
075XX N WESTERN AVE;0860;THEFT;?;SMALL RETAIL STORE;1;0;24.0;50.0;2.0
007XX S KARLOV AVE;1130;DECEPTIVE PRACTICE;FRAUD OR CONFIDENCE GAME;RESIDENCE;0;0;?;?;26.0
054XX S SHORE DR;1320;?;TO VEHICLE;?;0;0;2.0;?;41.0
067XX S EAST END AVE;?;?;DOMESTIC BATTERY SIMPLE;APARTMENT;?;?;3.0;5.0;43.0
?;?;DECEPTIVE PRACTICE;?;?;?;0;18.0;?;?
?;?;BURGLARY;UNLAWFUL ENTRY;RESIDENCE;0;0;25.0;?;?
036XX W 60TH PL;1310;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE-GARAGE;0;0;8.0;13.0;65.0
067XX S THROOP ST;0610;BURGLARY;?;?;0;0;7.0;17.0;67.0
114XX S UNION AVE;1310;?;TO PROPERTY;RESIDENCE;0;0;22.0;34.0;49.0
028XX W NORTH AVE;?;ROBBERY;STRONGARM - NO WEAPON;PARK PROPERTY;?;?;14.0;1.0;?
006XX N KEDZIE AVE;0486;?;?;?;?;?;12.0;27.0;?
083XX S LAFAYETTE AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;?;0;6.0;21.0;44.0
034XX W CULLOM AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;0;0;?;33.0;?
002XX W DIVISION ST;0620;BURGLARY;UNLAWFUL ENTRY;?;0;0;18.0;43.0;?
005XX W MARQUETTE RD;0497;BATTERY;AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON;APARTMENT;0;1;7.0;6.0;68.0
083XX S PHILLIPS AVE;1154;DECEPTIVE PRACTICE;FINANCIAL IDENTITY THEFT $300 AND UNDER;RESIDENCE;0;?;4.0;7.0;46.0
010XX W ADDISON ST;502P;OTHER OFFENSE;?;STREET;1;0;19.0;?;6.0
013XX N MONITOR AVE;0610;BURGLARY;?;RESIDENCE;0;0;25.0;29.0;25.0
081XX S CLYDE AVE;0486;?;?;SIDEWALK;?;1;4.0;8.0;46.0
011XX E 67TH ST;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;?;0;3.0;5.0;?
?;?;?;$500 AND UNDER;RESIDENCE;?;?;11.0;27.0;?
026XX S PULASKI RD;0320;ROBBERY;STRONGARM - NO WEAPON;SIDEWALK;?;?;10.0;?;30.0
004XX W 70TH ST;1822;NARCOTICS;?;STREET;1;0;7.0;6.0;?
048XX S VINCENNES AVE;2825;?;?;?;0;1;2.0;3.0;38.0
042XX N DAMEN AVE;1310;CRIMINAL DAMAGE;?;RESIDENCE PORCH/HALLWAY;?;0;19.0;47.0;5.0
005XX W 128TH ST;?;BATTERY;DOMESTIC BATTERY SIMPLE;?;0;0;5.0;9.0;53.0
?;0620;BURGLARY;UNLAWFUL ENTRY;APARTMENT;0;?;?;17.0;71.0
?;031A;ROBBERY;ARMED: HANDGUN;SMALL RETAIL STORE;0;0;?;28.0;26.0
065XX S DR MARTIN LUTHER KING JR DR;0331;ROBBERY;ATTEMPT: AGGRAVATED;?;?;?;?;?;42.0
?;0520;ASSAULT;AGGRAVATED:KNIFE/CUTTING INSTR;APARTMENT;0;?;?;?;61.0
055XX S LOOMIS BLVD;?;?;?;?;?;0;7.0;16.0;67.0
093XX S HALSTED ST;0430;BATTERY;AGGRAVATED: OTHER DANG WEAPON;STREET;0;0;?;21.0;73.0
060XX N NORTHWEST HWY;1310;CRIMINAL DAMAGE;TO PROPERTY;?;0;?;16.0;?;?
0000X W DIVISION ST;0460;BATTERY;SIMPLE;BAR OR TAVERN;1;0;18.0;42.0;8.0
?;0820;?;$500 AND UNDER;STREET;0;0;3.0;6.0;69.0
?;1750;OFFENSE INVOLVING CHILDREN;CHILD ABUSE;RESIDENCE;?;?;16.0;?;17.0
?;?;?;AGGRAVATED DOMESTIC BATTERY: HANDGUN;TAVERN/LIQUOR STORE;0;1;5.0;?;51.0
063XX S INGLESIDE AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;APARTMENT;?;0;3.0;20.0;42.0
?;2024;NARCOTICS;POSS: HEROIN(WHITE);STREET;1;0;11.0;27.0;23.0
065XX S UNIVERSITY AVE;?;MOTOR VEHICLE THEFT;THEFT/RECOVERY: AUTOMOBILE;?;0;?;?;20.0;42.0
?;0820;THEFT;$500 AND UNDER;STREET;?;?;17.0;?;14.0
?;0560;ASSAULT;SIMPLE;GAS STATION;1;0;6.0;21.0;?
015XX S SPAULDING AVE;2026;NARCOTICS;POSS: PCP;APARTMENT;1;0;10.0;24.0;?
010XX W WILSON AVE;1330;CRIMINAL TRESPASS;?;RESTAURANT;?;?;19.0;?;?
008XX W BELMONT AVE;0860;?;RETAIL THEFT;DEPARTMENT STORE;0;0;19.0;?;6.0
061XX S HERMITAGE AVE;0610;?;?;SCHOOL PUBLIC BUILDING;1;0;7.0;15.0;67.0
073XX S YALE AVE;0486;BATTERY;?;?;?;1;7.0;17.0;69.0
039XX W LAWRENCE AVE;0910;MOTOR VEHICLE THEFT;?;STREET;0;0;17.0;?;14.0
063XX S CAMPBELL AVE;1020;ARSON;BY FIRE;ABANDONED BUILDING;?;0;8.0;15.0;66.0
082XX S VERNON AVE;?;ASSAULT;?;APARTMENT;?;?;?;?;44.0
?;0486;BATTERY;?;BARBERSHOP;?;1;?;19.0;?
009XX E 40TH ST;?;THEFT;$500 AND UNDER;?;?;0;?;4.0;36.0
074XX N SEELEY AVE;0460;BATTERY;SIMPLE;APARTMENT;?;0;24.0;?;?
043XX S MICHIGAN AVE;0820;?;$500 AND UNDER;STREET;?;0;?;3.0;38.0
060XX S CARPENTER ST;0486;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;?;1;7.0;16.0;68.0
?;1365;CRIMINAL TRESPASS;TO RESIDENCE;APARTMENT;0;0;3.0;5.0;42.0
103XX S SANGAMON ST;1582;OFFENSE INVOLVING CHILDREN;?;RESIDENCE;0;0;?;34.0;73.0
004XX S STATE ST;?;?;SIMPLE;STREET;?;0;1.0;2.0;32.0
?;0460;?;?;SMALL RETAIL STORE;0;?;17.0;38.0;16.0
?;?;ASSAULT;AGGRAVATED: OTHER DANG WEAPON;STREET;?;0;17.0;33.0;?
?;?;DECEPTIVE PRACTICE;BOGUS CHECK;?;?;0;?;6.0;44.0
049XX S ASHLAND AVE;502R;?;?;STREET;1;0;9.0;?;?
049XX W WASHINGTON BLVD;0910;?;AUTOMOBILE;STREET;0;0;15.0;?;?
049XX W ADAMS ST;2014;NARCOTICS;?;?;?;0;15.0;28.0;25.0
020XX W NORTH AVE;0810;THEFT;OVER $500;STREET;0;?;14.0;1.0;?
?;0820;THEFT;?;RESTAURANT;0;0;?;19.0;72.0
?;5002;?;OTHER VEHICLE OFFENSE;STREET;0;1;6.0;21.0;71.0
077XX W TALCOTT AVE;0820;THEFT;$500 AND UNDER;DRIVEWAY - RESIDENTIAL;0;0;16.0;?;?
?;1310;CRIMINAL DAMAGE;?;CHA APARTMENT;0;0;?;?;27.0
076XX S LOWE AVE;?;?;TO PROPERTY;RESIDENCE;1;0;6.0;17.0;71.0
002XX N CLINTON ST;0890;THEFT;FROM BUILDING;?;0;0;12.0;42.0;28.0
064XX S ST LAWRENCE AVE;?;CRIMINAL DAMAGE;TO VEHICLE;APARTMENT;0;1;3.0;20.0;42.0
?;1310;CRIMINAL DAMAGE;?;APARTMENT;0;?;?;24.0;?
008XX N STATE ST;0460;?;?;CTA PLATFORM;0;0;?;42.0;?
079XX S ESSEX AVE;?;ASSAULT;SIMPLE;?;?;1;4.0;7.0;46.0
106XX S YATES AVE;1340;CRIMINAL DAMAGE;TO STATE SUP PROP;?;0;1;4.0;10.0;?
050XX N KENMORE AVE;?;?;TO PROPERTY;OTHER;?;?;20.0;48.0;3.0
021XX S MILLARD AVE;0620;BURGLARY;?;APARTMENT;0;?;?;?;29.0
018XX N KEDZIE AVE;0890;THEFT;FROM BUILDING;?;0;0;14.0;26.0;22.0
?;0810;?;?;CTA BUS STOP;0;?;6.0;17.0;71.0
001XX E 75TH ST;0860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;?;0;6.0;6.0;?
035XX W POTOMAC AVE;0910;MOTOR VEHICLE THEFT;?;STREET;0;0;14.0;26.0;23.0
013XX S WABASH AVE;0460;?;SIMPLE;BAR OR TAVERN;?;0;?;2.0;?
015XX N MILWAUKEE AVE;0810;?;OVER $500;STREET;0;0;14.0;1.0;24.0
026XX S MILLARD AVE;0560;ASSAULT;SIMPLE;RESIDENCE;0;?;10.0;22.0;30.0
?;0890;THEFT;FROM BUILDING;?;0;?;24.0;49.0;?
035XX W VAN BUREN ST;2017;?;MANU/DELIVER:CRACK;SIDEWALK;1;0;11.0;28.0;27.0
?;?;BATTERY;?;APARTMENT;0;?;?;?;?
?;051B;ASSAULT;AGGRAVATED: OTHER FIREARM;?;1;?;?;6.0;?
?;?;ASSAULT;SIMPLE;RESIDENCE;1;?;6.0;?;44.0
055XX N HARLEM AVE;0320;?;STRONGARM - NO WEAPON;CTA TRAIN;?;0;16.0;41.0;10.0
008XX N CAMBRIDGE AVE;1350;?;TO STATE SUP LAND;?;1;0;18.0;27.0;8.0
?;2825;OTHER OFFENSE;HARASSMENT BY TELEPHONE;RESIDENCE;0;?;?;?;?
002XX N Michigan Ave;0890;?;FROM BUILDING;?;0;0;1.0;42.0;32.0
011XX N CLARK ST;?;THEFT;OVER $500;?;0;?;18.0;42.0;8.0
013XX S PRAIRIE AVE;0486;?;DOMESTIC BATTERY SIMPLE;RESIDENCE;0;1;1.0;2.0;33.0
047XX S CICERO AVE;1330;CRIMINAL TRESPASS;TO LAND;?;1;0;8.0;?;56.0
077XX S STATE ST;0460;BATTERY;SIMPLE;CAR WASH;0;0;6.0;6.0;69.0
?;0498;?;AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY;?;?;?;?;29.0;19.0
058XX S DR MARTIN LUTHER KING JR DR;0486;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;0;?;?;20.0;40.0
060XX S HONORE ST;?;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE;0;0;7.0;?;67.0
025XX N TRIPP AVE;1310;CRIMINAL DAMAGE;?;?;0;0;25.0;31.0;20.0
111XX S WHIPPLE ST;1780;OFFENSE INVOLVING CHILDREN;?;RESIDENCE;0;?;22.0;19.0;?
003XX N LARAMIE AVE;041A;BATTERY;AGGRAVATED: HANDGUN;SIDEWALK;?;?;15.0;28.0;?
009XX W MADISON ST;?;DECEPTIVE PRACTICE;THEFT OF LOST/MISLAID PROP;SIDEWALK;0;?;?;?;?
033XX S FEDERAL ST;1150;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;COLLEGE/UNIVERSITY GROUNDS;0;0;2.0;?;35.0
038XX W ROOSEVELT RD;1811;?;POSS: CANNABIS 30GMS OR LESS;?;1;0;?;24.0;29.0
035XX W HARRISON ST;?;MOTOR VEHICLE THEFT;AUTOMOBILE;GAS STATION;?;?;11.0;?;?
057XX S GREEN ST;?;ASSAULT;AGGRAVATED: HANDGUN;APARTMENT;?;0;?;16.0;68.0
032XX W ARGYLE ST;?;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;0;0;17.0;?;14.0
?;?;BATTERY;AGG PO HANDS NO/MIN INJURY;SIDEWALK;1;0;12.0;25.0;?
?;1153;?;FINANCIAL IDENTITY THEFT OVER $ 300;OTHER;0;0;5.0;21.0;?
060XX S EBERHART AVE;0560;ASSAULT;SIMPLE;APARTMENT;0;?;3.0;20.0;42.0
003XX E 48TH ST;0486;BATTERY;DOMESTIC BATTERY SIMPLE;?;?;?;2.0;3.0;?
002XX N WESTERN AVE;0820;THEFT;$500 AND UNDER;GAS STATION;0;?;12.0;27.0;28.0
038XX W WASHINGTON BLVD;?;MOTOR VEHICLE THEFT;?;?;?;?;11.0;?;26.0
?;?;?;?;SMALL RETAIL STORE;0;0;?;42.0;?
071XX S AVERS AVE;1320;?;?;STREET;?;?;8.0;13.0;?
099XX S CARPENTER ST;1310;?;TO PROPERTY;RESIDENCE;0;?;?;34.0;73.0
?;?;NARCOTICS;MANU/DELIVER: HEROIN (WHITE);SIDEWALK;?;0;?;2.0;?
?;0560;?;?;STREET;0;0;7.0;?;?
014XX S HOMAN AVE;1320;CRIMINAL DAMAGE;?;STREET;0;1;?;24.0;29.0
058XX W CORNELIA AVE;2825;OTHER OFFENSE;HARASSMENT BY TELEPHONE;?;0;1;?;38.0;15.0
004XX W BELMONT AVE;1210;?;?;TAXICAB;1;0;?;?;?
109XX S DOTY AVE E;0860;?;RETAIL THEFT;DEPARTMENT STORE;1;?;5.0;?;51.0
090XX S MACKINAW AVE;1750;?;?;RESIDENCE;0;0;4.0;10.0;46.0
?;0820;THEFT;$500 AND UNDER;APARTMENT;?;0;7.0;?;67.0
0000X W ELM ST;0460;?;SIMPLE;BAR OR TAVERN;?;?;18.0;42.0;8.0
080XX S LANGLEY AVE;1582;OFFENSE INVOLVING CHILDREN;CHILD PORNOGRAPHY;RESIDENCE;?;0;6.0;6.0;44.0
?;?;DECEPTIVE PRACTICE;COUNTERFEITING DOCUMENT;?;0;0;?;?;8.0
?;1320;CRIMINAL DAMAGE;?;STREET;?;0;8.0;?;?
?;1156;?;?;RESIDENCE;?;0;?;5.0;41.0
003XX S LEAVITT ST;2825;OTHER OFFENSE;?;?;0;0;?;?;28.0
075XX S EMERALD AVE;0497;?;AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON;?;?;1;6.0;?;68.0
083XX S PHILLIPS AVE;1150;?;CREDIT CARD FRAUD;?;0;?;4.0;?;46.0
?;?;PROSTITUTION;SOLICIT ON PUBLIC WAY;?;1;?;7.0;?;?
006XX E 89TH ST;?;OTHER OFFENSE;TELEPHONE THREAT;RESIDENCE;?;1;6.0;?;44.0
130XX S AVENUE N;0486;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;0;1;4.0;10.0;55.0
?;?;THEFT;RETAIL THEFT;?;0;0;19.0;43.0;?
?;?;CONCEALED CARRY LICENSE VIOLATION;PROHIBITED PLACES;?;?;0;?;41.0;76.0
056XX N CAMPBELL AVE;0320;ROBBERY;?;?;0;0;?;40.0;2.0
?;0910;?;AUTOMOBILE;RESIDENTIAL YARD (FRONT/BACK);?;0;3.0;?;42.0
?;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;?;0;9.0;11.0;60.0
003XX W 64TH ST;0560;ASSAULT;SIMPLE;STREET;0;0;7.0;?;?
005XX W 45TH ST;?;THEFT;?;STREET;0;0;9.0;11.0;61.0
005XX W 45TH ST;0560;ASSAULT;SIMPLE;RESIDENCE;0;?;?;?;?
?;0486;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;?;1;?;8.0;?
082XX S MARQUETTE AVE;?;BATTERY;?;APARTMENT;1;1;4.0;7.0;?
060XX S AUSTIN AVE;0820;?;?;RESIDENCE PORCH/HALLWAY;?;?;8.0;?;64.0
087XX S COTTAGE GROVE AVE;2027;?;?;STREET;?;0;6.0;8.0;44.0
056XX N RIDGE AVE;2825;OTHER OFFENSE;HARASSMENT BY TELEPHONE;APARTMENT;0;?;?;?;?
029XX S ASHLAND AVE;?;THEFT;?;CTA TRAIN;?;0;9.0;?;31.0
?;0810;THEFT;?;OTHER;0;?;9.0;11.0;61.0
007XX S PAULINA ST;2826;OTHER OFFENSE;?;HOSPITAL BUILDING/GROUNDS;?;0;?;2.0;?
049XX S DR MARTIN LUTHER KING JR DR;0820;?;$500 AND UNDER;RESIDENCE PORCH/HALLWAY;0;0;?;?;38.0
041XX N KENMORE AVE;2826;OTHER OFFENSE;?;?;0;0;?;?;3.0
?;0486;BATTERY;?;STREET;?;1;25.0;37.0;?
087XX S STATE ST;0486;?;DOMESTIC BATTERY SIMPLE;STREET;0;0;?;?;?
050XX W WAVELAND AVE;?;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE;?;0;16.0;45.0;15.0
124XX S YALE AVE;?;?;?;RESIDENCE;0;0;5.0;9.0;?
075XX N RIDGE BLVD;0820;?;$500 AND UNDER;VEHICLE - OTHER RIDE SERVICE;0;1;24.0;49.0;?
003XX N DESPLAINES ST;0810;?;OVER $500;VEHICLE - DELIVERY TRUCK;0;0;12.0;?;?
?;0890;?;FROM BUILDING;RESTAURANT;0;0;14.0;?;22.0
?;?;ROBBERY;ARMED: HANDGUN;CTA BUS STOP;?;0;25.0;36.0;25.0
?;?;?;TELEPHONE THREAT;APARTMENT;?;?;?;?;?
079XX S CICERO AVE;0820;?;?;STREET;0;?;?;13.0;?
?;0820;THEFT;?;?;0;?;9.0;?;37.0
013XX N LARAMIE AVE;?;?;?;RESIDENTIAL YARD (FRONT/BACK);0;1;?;?;?
?;0460;BATTERY;?;?;0;0;2.0;?;40.0
015XX N LAWNDALE AVE;0610;BURGLARY;?;RESIDENCE;0;0;25.0;26.0;?
083XX S STEWART AVE;?;?;RETAIL THEFT;?;?;0;?;21.0;44.0
003XX E 89TH PL;4389;?;VIOLATION GPS MONITORING DEVICE;?;0;0;6.0;6.0;44.0
?;033A;ROBBERY;ATTEMPT: ARMED-HANDGUN;?;0;0;5.0;?;?
?;0860;THEFT;RETAIL THEFT;DEPARTMENT STORE;1;0;18.0;43.0;?
042XX W CRYSTAL ST;?;?;?;?;?;1;25.0;?;23.0
036XX S WOOD ST;2022;NARCOTICS;?;STREET;?;0;9.0;11.0;59.0
?;0484;BATTERY;?;?;1;0;12.0;26.0;24.0
?;2826;OTHER OFFENSE;HARASSMENT BY ELECTRONIC MEANS;RESIDENCE;0;1;?;?;?
006XX E 130TH ST;0560;ASSAULT;SIMPLE;?;?;0;?;?;?
030XX W IRVING PARK RD;?;?;AUTOMOBILE;PARKING LOT/GARAGE(NON.RESID.);0;0;17.0;33.0;16.0
?;0820;THEFT;$500 AND UNDER;?;0;0;?;19.0;75.0
003XX S KEELER AVE;1320;CRIMINAL DAMAGE;?;STREET;0;?;11.0;28.0;?
035XX W MONTROSE AVE;0820;THEFT;?;?;0;0;17.0;33.0;16.0
003XX E 57TH ST;0890;THEFT;FROM BUILDING;APARTMENT;0;?;?;?;40.0
?;?;MOTOR VEHICLE THEFT;AUTOMOBILE;?;?;0;?;7.0;43.0
022XX N LOREL AVE;?;?;?;STREET;0;0;25.0;37.0;19.0
?;?;CRIMINAL DAMAGE;?;APARTMENT;?;0;14.0;32.0;22.0
054XX S LOOMIS BLVD;?;ROBBERY;?;STREET;0;0;9.0;?;?
062XX S COTTAGE GROVE AVE;041A;?;AGGRAVATED: HANDGUN;SIDEWALK;0;?;?;20.0;42.0
?;0560;ASSAULT;SIMPLE;APARTMENT;0;0;11.0;?;29.0
?;?;OTHER OFFENSE;LICENSE VIOLATION;GROCERY FOOD STORE;0;?;9.0;11.0;60.0
061XX S WHIPPLE ST;143B;?;UNLAWFUL POSS OTHER FIREARM;APARTMENT;?;0;8.0;15.0;?
088XX S JEFFERY BLVD;0420;BATTERY;AGGRAVATED:KNIFE/CUTTING INSTR;RESIDENCE;?;0;?;?;48.0
017XX S STATE ST;?;THEFT;OVER $500;OTHER;0;0;1.0;3.0;33.0
039XX W 70TH PL;?;BATTERY;DOMESTIC BATTERY SIMPLE;?;0;1;?;13.0;65.0
?;0281;CRIM SEXUAL ASSAULT;?;VEHICLE - OTHER RIDE SERVICE;?;0;?;?;5.0
?;0470;PUBLIC PEACE VIOLATION;?;?;?;0;16.0;41.0;76.0
041XX S ELLIS AVE;1310;?;TO PROPERTY;APARTMENT;0;0;2.0;4.0;36.0
004XX N LARAMIE AVE;502P;OTHER OFFENSE;FALSE/STOLEN/ALTERED TRP;STREET;1;0;15.0;28.0;?
113XX S STEWART AVE;?;ASSAULT;SIMPLE;?;0;0;5.0;?;49.0
010XX S LYTLE ST;?;?;SIMPLE;APARTMENT;0;?;?;2.0;?
?;0890;?;FROM BUILDING;?;0;0;11.0;?;26.0
038XX W MADISON ST;?;NARCOTICS;MANU/DELIVER: HEROIN (WHITE);COMMERCIAL / BUSINESS OFFICE;1;0;11.0;28.0;26.0
059XX S KEDVALE AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE-GARAGE;0;0;?;13.0;65.0
?;0320;?;STRONGARM - NO WEAPON;RESTAURANT;0;0;4.0;7.0;46.0
